video-id,name,year,lang,age,screentime
9,ALOUKIK NA LOUKIK,2019,BENGALI,old,0.023869635070002296
10,MOHOR,2020,BENGALI,young,0.014141652879539904
10,MOHOR,2020,BENGALI,adult,0.7359568265973371
10,MOHOR,2020,BENGALI,middle-aged,0.2327660915465217
10,MOHOR,2020,BENGALI,old,0.017135428976601277
11,MOHOR,2020,BENGALI,young,0.0023193733315828627
11,MOHOR,2020,BENGALI,adult,0.5864513588026782
11,MOHOR,2020,BENGALI,middle-aged,0.40059515994923633
11,MOHOR,2020,BENGALI,old,0.01063410791650256
12,MOHOR,2020,BENGALI,young,0.0003975352812562115
12,MOHOR,2020,BENGALI,adult,0.7562611806797853
12,MOHOR,2020,BENGALI,middle-aged,0.24334128403895847
12,MOHOR,2020,BENGALI,old,0.0
13,MOHOR,2020,BENGALI,young,0.0013471253307673803
13,MOHOR,2020,BENGALI,adult,0.684724560981477
13,MOHOR,2020,BENGALI,middle-aged,0.3139283136877556
13,MOHOR,2020,BENGALI,old,0.0
14,MOHOR,2020,BENGALI,young,0.017434415733657286
14,MOHOR,2020,BENGALI,adult,0.9515382342318679
14,MOHOR,2020,BENGALI,middle-aged,0.031027350034474835
14,MOHOR,2020,BENGALI,old,0.0
15,GANGARAM,2020,BENGALI,young,0.018584004213377473
15,GANGARAM,2020,BENGALI,adult,0.532127003235272
15,GANGARAM,2020,BENGALI,middle-aged,0.3541870438642691
15,GANGARAM,2020,BENGALI,old,0.09510194868708148
16,GANGARAM,2020,BENGALI,young,0.014613085353703089
16,GANGARAM,2020,BENGALI,adult,0.5413151776818332
16,GANGARAM,2020,BENGALI,middle-aged,0.390501494520093
16,GANGARAM,2020,BENGALI,old,0.05357024244437064
17,GANGARAM,2020,BENGALI,young,0.0174868049261609
17,GANGARAM,2020,BENGALI,adult,0.6996854507650477
17,GANGARAM,2020,BENGALI,middle-aged,0.24684117929306393
17,GANGARAM,2020,BENGALI,old,0.03598656501572746
18,GANGARAM,2020,BENGALI,young,0.014812899412655608
18,GANGARAM,2020,BENGALI,adult,0.6228066935096598
18,GANGARAM,2020,BENGALI,middle-aged,0.3138413800746186
18,GANGARAM,2020,BENGALI,old,0.04853902700306601
19,BHAGGOLOKKHI,2020,BENGALI,young,0.029727855780897903
19,BHAGGOLOKKHI,2020,BENGALI,adult,0.8205278211128445
19,BHAGGOLOKKHI,2020,BENGALI,middle-aged,0.1484226035708095
19,BHAGGOLOKKHI,2020,BENGALI,old,0.0013217195354480846
20,BHAGGOLOKKHI,2020,BENGALI,young,0.02245374975134275
20,BHAGGOLOKKHI,2020,BENGALI,adult,0.9106325840461508
20,BHAGGOLOKKHI,2020,BENGALI,middle-aged,0.06691366620250647
20,BHAGGOLOKKHI,2020,BENGALI,old,0.0
21,BHAGGOLOKKHI,2020,BENGALI,young,0.0061623379078295714
21,BHAGGOLOKKHI,2020,BENGALI,adult,0.9495293183622547
21,BHAGGOLOKKHI,2020,BENGALI,middle-aged,0.04430834372991569
21,BHAGGOLOKKHI,2020,BENGALI,old,0.0
22,BHAGGOLOKKHI,2020,BENGALI,young,0.006298786614112374
22,BHAGGOLOKKHI,2020,BENGALI,adult,0.9815673545096221
22,BHAGGOLOKKHI,2020,BENGALI,middle-aged,0.012133858876265554
22,BHAGGOLOKKHI,2020,BENGALI,old,0.0
23,BHAGGOLOKKHI,2020,BENGALI,young,0.005297116456906165
23,BHAGGOLOKKHI,2020,BENGALI,adult,0.9487812649354788
23,BHAGGOLOKKHI,2020,BENGALI,middle-aged,0.045244543571769956
23,BHAGGOLOKKHI,2020,BENGALI,old,0.000677075035845149
24,SANJHER BAATI,2020,BENGALI,young,0.06568659581441079
24,SANJHER BAATI,2020,BENGALI,adult,0.8826724097570111
24,SANJHER BAATI,2020,BENGALI,middle-aged,0.0515473570860059
24,SANJHER BAATI,2020,BENGALI,old,9.36373425722178e-05
25,SANJHER BAATI,2020,BENGALI,young,0.10227272727272728
25,SANJHER BAATI,2020,BENGALI,adult,0.8086232359698063
25,SANJHER BAATI,2020,BENGALI,middle-aged,0.0890630127994749
25,SANJHER BAATI,2020,BENGALI,old,4.1023957991467015e-05
26,SANJHER BAATI,2020,BENGALI,young,0.009395184967704051
26,SANJHER BAATI,2020,BENGALI,adult,0.9861421021726365
26,SANJHER BAATI,2020,BENGALI,middle-aged,0.004462712859659424
26,SANJHER BAATI,2020,BENGALI,old,0.0
27,SANJHER BAATI,2020,BENGALI,young,0.0995194927428543
27,SANJHER BAATI,2020,BENGALI,adult,0.8703125774012979
27,SANJHER BAATI,2020,BENGALI,middle-aged,0.030167929855847823
27,SANJHER BAATI,2020,BENGALI,old,0.0
28,SANJHER BAATI,2020,BENGALI,young,0.09793621013133208
28,SANJHER BAATI,2020,BENGALI,adult,0.8914165103189493
28,SANJHER BAATI,2020,BENGALI,middle-aged,0.010647279549718574
28,SANJHER BAATI,2020,BENGALI,old,0.0
29,GAATCHORA,2021,BENGALI,young,0.017723846295274865
29,GAATCHORA,2021,BENGALI,adult,0.7141386284243427
29,GAATCHORA,2021,BENGALI,middle-aged,0.2580621437764295
29,GAATCHORA,2021,BENGALI,old,0.010075381503952933
30,GAATCHORA,2021,BENGALI,young,0.008569698663313306
30,GAATCHORA,2021,BENGALI,adult,0.7873876391411672
30,GAATCHORA,2021,BENGALI,middle-aged,0.19062922080946393
30,GAATCHORA,2021,BENGALI,old,0.01341344138605561
31,GAATCHORA,2021,BENGALI,young,0.026633648354980544
31,GAATCHORA,2021,BENGALI,adult,0.7584272502147875
31,GAATCHORA,2021,BENGALI,middle-aged,0.20366907565573356
31,GAATCHORA,2021,BENGALI,old,0.011270025774498408
32,GAATCHORA,2021,BENGALI,young,0.04453072382235252
32,GAATCHORA,2021,BENGALI,adult,0.5969652549423556
32,GAATCHORA,2021,BENGALI,middle-aged,0.3475298126064736
32,GAATCHORA,2021,BENGALI,old,0.010974208628818193
33,GAATCHORA,2021,BENGALI,young,0.022631992663435085
33,GAATCHORA,2021,BENGALI,adult,0.4980676012052928
33,GAATCHORA,2021,BENGALI,middle-aged,0.42728940128389886
33,GAATCHORA,2021,BENGALI,old,0.05201100484737325
34,DHULOKONA,2021,BENGALI,young,0.018018856221312492
34,DHULOKONA,2021,BENGALI,adult,0.6022205681677211
34,DHULOKONA,2021,BENGALI,middle-aged,0.33302319811437786
34,DHULOKONA,2021,BENGALI,old,0.04673737749658851
35,DHULOKONA,2021,BENGALI,young,0.02271269461776197
35,DHULOKONA,2021,BENGALI,adult,0.6266254592104495
35,DHULOKONA,2021,BENGALI,middle-aged,0.32914455653390867
35,DHULOKONA,2021,BENGALI,old,0.02151728963787976
36,DHULOKONA,2021,BENGALI,young,0.016456582633053222
36,DHULOKONA,2021,BENGALI,adult,0.6720588235294118
36,DHULOKONA,2021,BENGALI,middle-aged,0.2829831932773109
36,DHULOKONA,2021,BENGALI,old,0.02850140056022409
37,DHULOKONA,2021,BENGALI,young,0.026460455911456425
37,DHULOKONA,2021,BENGALI,adult,0.8078135307483691
37,DHULOKONA,2021,BENGALI,middle-aged,0.14282049402624056
37,DHULOKONA,2021,BENGALI,old,0.022905519313933885
38,DHULOKONA,2021,BENGALI,young,0.03933805265772479
38,DHULOKONA,2021,BENGALI,adult,0.7318989071038251
38,DHULOKONA,2021,BENGALI,middle-aged,0.19700074515648286
38,DHULOKONA,2021,BENGALI,old,0.031762295081967214
39,MON PHAGUN,2022,BENGALI,young,0.02572416113541125
39,MON PHAGUN,2022,BENGALI,adult,0.9613984645031046
39,MON PHAGUN,2022,BENGALI,middle-aged,0.01287737436148411
39,MON PHAGUN,2022,BENGALI,old,0.0
40,MON PHAGUN,2022,BENGALI,young,0.024614324541591702
40,MON PHAGUN,2022,BENGALI,adult,0.9624851663285228
40,MON PHAGUN,2022,BENGALI,middle-aged,0.012594265589710217
40,MON PHAGUN,2022,BENGALI,old,0.00030624354017532443
41,MON PHAGUN,2022,BENGALI,young,0.019640780462592065
41,MON PHAGUN,2022,BENGALI,adult,0.897747340310979
41,MON PHAGUN,2022,BENGALI,middle-aged,0.08261187922642892
41,MON PHAGUN,2022,BENGALI,old,0.0
42,MON PHAGUN,2022,BENGALI,young,0.06517662941573539
42,MON PHAGUN,2022,BENGALI,adult,0.9053476336908423
42,MON PHAGUN,2022,BENGALI,middle-aged,0.029475736893422335
42,MON PHAGUN,2022,BENGALI,old,0.0
43,MON PHAGUN,2022,BENGALI,young,0.030466518565534752
43,MON PHAGUN,2022,BENGALI,adult,0.9580178628099922
43,MON PHAGUN,2022,BENGALI,middle-aged,0.011515618624472956
43,MON PHAGUN,2022,BENGALI,old,0.0
44,Baba Aiso Varr Dhoondo,2020,HINDI,young,0.07188065099457505
44,Baba Aiso Varr Dhoondo,2020,HINDI,adult,0.783077154912598
44,Baba Aiso Varr Dhoondo,2020,HINDI,middle-aged,0.14489150090415914
44,Baba Aiso Varr Dhoondo,2020,HINDI,old,0.0001506931886678722
45,Baba Aiso Varr Dhoondo,2020,HINDI,young,0.07685058259081563
45,Baba Aiso Varr Dhoondo,2020,HINDI,adult,0.9156100068540096
45,Baba Aiso Varr Dhoondo,2020,HINDI,middle-aged,0.0075394105551747775
45,Baba Aiso Varr Dhoondo,2020,HINDI,old,0.0
46,Baba Aiso Varr Dhoondo,2020,HINDI,young,0.1967932489451477
46,Baba Aiso Varr Dhoondo,2020,HINDI,adult,0.7213502109704641
46,Baba Aiso Varr Dhoondo,2020,HINDI,middle-aged,0.08185654008438818
46,Baba Aiso Varr Dhoondo,2020,HINDI,old,0.0
47,Baba Aiso Varr Dhoondo,2020,HINDI,young,0.08862154467811553
47,Baba Aiso Varr Dhoondo,2020,HINDI,adult,0.8925521168151346
47,Baba Aiso Varr Dhoondo,2020,HINDI,middle-aged,0.01882633850674993
47,Baba Aiso Varr Dhoondo,2020,HINDI,old,0.0
48,Baba Aiso Varr Dhoondo,2020,HINDI,young,0.12257076042254657
48,Baba Aiso Varr Dhoondo,2020,HINDI,adult,0.7859850012095799
48,Baba Aiso Varr Dhoondo,2020,HINDI,middle-aged,0.09144423836787356
48,Baba Aiso Varr Dhoondo,2020,HINDI,old,0.0
49,SAATH NIBHAANA SAATHIYA 2,2021,HINDI,young,0.001319736052789442
49,SAATH NIBHAANA SAATHIYA 2,2021,HINDI,adult,0.7425914817036593
49,SAATH NIBHAANA SAATHIYA 2,2021,HINDI,middle-aged,0.25602879424115177
49,SAATH NIBHAANA SAATHIYA 2,2021,HINDI,old,5.99880023995201e-05
50,SAATH NIBHAANA SAATHIYA 2,2021,HINDI,young,0.003274963240208528
50,SAATH NIBHAANA SAATHIYA 2,2021,HINDI,adult,0.7780376954952547
50,SAATH NIBHAANA SAATHIYA 2,2021,HINDI,middle-aged,0.21755112952813796
50,SAATH NIBHAANA SAATHIYA 2,2021,HINDI,old,0.0011362117363988772
51,SAATH NIBHAANA SAATHIYA 2,2021,HINDI,young,0.00327774583093732
51,SAATH NIBHAANA SAATHIYA 2,2021,HINDI,adult,0.7266820011500863
51,SAATH NIBHAANA SAATHIYA 2,2021,HINDI,middle-aged,0.26998274870615296
51,SAATH NIBHAANA SAATHIYA 2,2021,HINDI,old,5.750431282346176e-05
52,SAATH NIBHAANA SAATHIYA 2,2021,HINDI,young,0.008830900194916266
52,SAATH NIBHAANA SAATHIYA 2,2021,HINDI,adult,0.8065953299653924
52,SAATH NIBHAANA SAATHIYA 2,2021,HINDI,middle-aged,0.18445443335057082
52,SAATH NIBHAANA SAATHIYA 2,2021,HINDI,old,0.00011933648912049008
53,SAATH NIBHAANA SAATHIYA 2,2021,HINDI,young,0.005292042336338691
53,SAATH NIBHAANA SAATHIYA 2,2021,HINDI,adult,0.6334117339605384
53,SAATH NIBHAANA SAATHIYA 2,2021,HINDI,middle-aged,0.361296223703123
53,SAATH NIBHAANA SAATHIYA 2,2021,HINDI,old,0.0
54,SHAADI MUBARAK,2021,HINDI,young,0.05773553400552309
54,SHAADI MUBARAK,2021,HINDI,adult,0.841371780874703
54,SHAADI MUBARAK,2021,HINDI,middle-aged,0.10089268511977394
54,SHAADI MUBARAK,2021,HINDI,old,0.0
55,SHAADI MUBARAK,2021,HINDI,young,0.08204880071887745
55,SHAADI MUBARAK,2021,HINDI,adult,0.7899357157669178
55,SHAADI MUBARAK,2021,HINDI,middle-aged,0.12801548351420475
55,SHAADI MUBARAK,2021,HINDI,old,0.0
56,SHAADI MUBARAK,2021,HINDI,young,0.059333291163261435
56,SHAADI MUBARAK,2021,HINDI,adult,0.7456512113353153
56,SHAADI MUBARAK,2021,HINDI,middle-aged,0.19412992599152382
56,SHAADI MUBARAK,2021,HINDI,old,0.0008855715098994244
57,SHAADI MUBARAK,2021,HINDI,young,0.2164207340143776
57,SHAADI MUBARAK,2021,HINDI,adult,0.5937192584184638
57,SHAADI MUBARAK,2021,HINDI,middle-aged,0.1891032917139614
57,SHAADI MUBARAK,2021,HINDI,old,0.0007567158531971245
58,SHAADI MUBARAK,2021,HINDI,young,0.21769936093359266
58,SHAADI MUBARAK,2021,HINDI,adult,0.5738399555432064
58,SHAADI MUBARAK,2021,HINDI,middle-aged,0.20825229230341763
58,SHAADI MUBARAK,2021,HINDI,old,0.00020839121978327314
59,IMLIE,2021,HINDI,young,0.06708235687981252
59,IMLIE,2021,HINDI,adult,0.808252427184466
59,IMLIE,2021,HINDI,middle-aged,0.12462336792768665
59,IMLIE,2021,HINDI,old,4.1848008034817545e-05
60,IMLIE,2021,HINDI,young,0.04612660892865687
60,IMLIE,2021,HINDI,adult,0.7444853820756974
60,IMLIE,2021,HINDI,middle-aged,0.20828747786975454
60,IMLIE,2021,HINDI,old,0.001100531125891191
61,IMLIE,2021,HINDI,young,0.0328192961644919
61,IMLIE,2021,HINDI,adult,0.774878080927903
61,IMLIE,2021,HINDI,middle-aged,0.19197311190193753
61,IMLIE,2021,HINDI,old,0.0003295110056675893
62,IMLIE,2021,HINDI,young,0.08179905312993162
62,IMLIE,2021,HINDI,adult,0.7754865860073645
62,IMLIE,2021,HINDI,middle-aged,0.14239873750657547
62,IMLIE,2021,HINDI,old,0.0003156233561283535
63,IMLIE,2021,HINDI,young,0.0893597060433117
63,IMLIE,2021,HINDI,adult,0.8124462512704245
63,IMLIE,2021,HINDI,middle-aged,0.09819404268626378
63,IMLIE,2021,HINDI,old,0.0
64,YEH HAI CHAHATEIN,2022,HINDI,young,0.07518754898667562
64,YEH HAI CHAHATEIN,2022,HINDI,adult,0.7777964393684917
64,YEH HAI CHAHATEIN,2022,HINDI,middle-aged,0.14533646848057327
64,YEH HAI CHAHATEIN,2022,HINDI,old,0.0016795431642593216
65,YEH HAI CHAHATEIN,2022,HINDI,young,0.04968187356166238
65,YEH HAI CHAHATEIN,2022,HINDI,adult,0.7830648436442399
65,YEH HAI CHAHATEIN,2022,HINDI,middle-aged,0.16569649384053067
65,YEH HAI CHAHATEIN,2022,HINDI,old,0.0015567889535670772
66,YEH HAI CHAHATEIN,2022,HINDI,young,0.10427953978206611
66,YEH HAI CHAHATEIN,2022,HINDI,adult,0.8411152371096365
66,YEH HAI CHAHATEIN,2022,HINDI,middle-aged,0.05460522310829732
66,YEH HAI CHAHATEIN,2022,HINDI,old,0.0
67,YEH HAI CHAHATEIN,2022,HINDI,young,0.011421911421911422
67,YEH HAI CHAHATEIN,2022,HINDI,adult,0.8068181818181818
67,YEH HAI CHAHATEIN,2022,HINDI,middle-aged,0.18094405594405594
67,YEH HAI CHAHATEIN,2022,HINDI,old,0.0008158508158508159
68,YEH HAI CHAHATEIN,2022,HINDI,young,0.007051933305444332
68,YEH HAI CHAHATEIN,2022,HINDI,adult,0.8332038486822446
68,YEH HAI CHAHATEIN,2022,HINDI,middle-aged,0.15651706209287036
68,YEH HAI CHAHATEIN,2022,HINDI,old,0.0032271559194406263
69,SAATH NIBHAANA SAATHIYA 2,2022,HINDI,young,0.037268906328072185
69,SAATH NIBHAANA SAATHIYA 2,2022,HINDI,adult,0.7524321782323722
69,SAATH NIBHAANA SAATHIYA 2,2022,HINDI,middle-aged,0.20879992945948328
69,SAATH NIBHAANA SAATHIYA 2,2022,HINDI,old,0.0014989859800723041
70,SAATH NIBHAANA SAATHIYA 2,2022,HINDI,young,0.035190026141162276
70,SAATH NIBHAANA SAATHIYA 2,2022,HINDI,adult,0.8366680072390911
70,SAATH NIBHAANA SAATHIYA 2,2022,HINDI,middle-aged,0.1279911522219988
70,SAATH NIBHAANA SAATHIYA 2,2022,HINDI,old,0.00015081439774783834
71,SAATH NIBHAANA SAATHIYA 2,2022,HINDI,young,0.05199389429498187
71,SAATH NIBHAANA SAATHIYA 2,2022,HINDI,adult,0.7953157794314062
71,SAATH NIBHAANA SAATHIYA 2,2022,HINDI,middle-aged,0.1514978057622591
71,SAATH NIBHAANA SAATHIYA 2,2022,HINDI,old,0.0011925205113527953
72,SAATH NIBHAANA SAATHIYA 2,2022,HINDI,young,0.025093608355777442
72,SAATH NIBHAANA SAATHIYA 2,2022,HINDI,adult,0.789988832687381
72,SAATH NIBHAANA SAATHIYA 2,2022,HINDI,middle-aged,0.18320961702686725
72,SAATH NIBHAANA SAATHIYA 2,2022,HINDI,old,0.0017079419299743809
73,SAATH NIBHAANA SAATHIYA 2,2022,HINDI,young,0.017807628319674657
73,SAATH NIBHAANA SAATHIYA 2,2022,HINDI,adult,0.8388686918479266
73,SAATH NIBHAANA SAATHIYA 2,2022,HINDI,middle-aged,0.14295397128596957
73,SAATH NIBHAANA SAATHIYA 2,2022,HINDI,old,0.0003697085464292316
74,ANUPAMAA,2022,HINDI,young,0.040052840158520474
74,ANUPAMAA,2022,HINDI,adult,0.8468163804491413
74,ANUPAMAA,2022,HINDI,middle-aged,0.09373844121532364
74,ANUPAMAA,2022,HINDI,old,0.01939233817701453
75,ANUPAMAA,2022,HINDI,young,0.06581967213114755
75,ANUPAMAA,2022,HINDI,adult,0.7115983606557377
75,ANUPAMAA,2022,HINDI,middle-aged,0.14680327868852458
75,ANUPAMAA,2022,HINDI,old,0.07577868852459016
76,ANUPAMAA,2022,HINDI,young,0.05437201907790143
76,ANUPAMAA,2022,HINDI,adult,0.7450450450450451
76,ANUPAMAA,2022,HINDI,middle-aged,0.14774774774774774
76,ANUPAMAA,2022,HINDI,old,0.05283518812930578
77,ANUPAMAA,2022,HINDI,young,0.17911327936524957
77,ANUPAMAA,2022,HINDI,adult,0.6942046855733662
77,ANUPAMAA,2022,HINDI,middle-aged,0.08540181204095856
77,ANUPAMAA,2022,HINDI,old,0.041280223020425666
78,ANUPAMAA,2022,HINDI,young,0.1681930043974664
78,ANUPAMAA,2022,HINDI,adult,0.7220317101706539
78,ANUPAMAA,2022,HINDI,middle-aged,0.08875620284826724
78,ANUPAMAA,2022,HINDI,old,0.02101908258361238
79,PANDYA STORE,2022,HINDI,young,0.004784488185671717
79,PANDYA STORE,2022,HINDI,adult,0.9312544592269274
79,PANDYA STORE,2022,HINDI,middle-aged,0.06396105258740085
79,PANDYA STORE,2022,HINDI,old,0.0
80,PANDYA STORE,2022,HINDI,young,0.005608326596604689
80,PANDYA STORE,2022,HINDI,adult,0.9267886014551334
80,PANDYA STORE,2022,HINDI,middle-aged,0.06760307194826193
80,PANDYA STORE,2022,HINDI,old,0.0
81,PANDYA STORE,2022,HINDI,young,0.006015320268809624
81,PANDYA STORE,2022,HINDI,adult,0.9739179472719582
81,PANDYA STORE,2022,HINDI,middle-aged,0.020066732459232108
81,PANDYA STORE,2022,HINDI,old,0.0
82,PANDYA STORE,2022,HINDI,young,0.004432462072747213
82,PANDYA STORE,2022,HINDI,adult,0.8352220800584902
82,PANDYA STORE,2022,HINDI,middle-aged,0.16034545786876256
82,PANDYA STORE,2022,HINDI,old,0.0
83,PANDYA STORE,2022,HINDI,young,0.008884865553543888
83,PANDYA STORE,2022,HINDI,adult,0.8573392342251727
83,PANDYA STORE,2022,HINDI,middle-aged,0.13377590022128344
83,PANDYA STORE,2022,HINDI,old,0.0
84,BANNI CHOW HOME DELIVERY,2022,HINDI,young,0.025971256770011514
84,BANNI CHOW HOME DELIVERY,2022,HINDI,adult,0.8110367179837094
84,BANNI CHOW HOME DELIVERY,2022,HINDI,middle-aged,0.15309821314341762
84,BANNI CHOW HOME DELIVERY,2022,HINDI,old,0.009893812102861528
85,BANNI CHOW HOME DELIVERY,2022,HINDI,young,0.02305364775947361
85,BANNI CHOW HOME DELIVERY,2022,HINDI,adult,0.8442437923250564
85,BANNI CHOW HOME DELIVERY,2022,HINDI,middle-aged,0.10071562364920032
85,BANNI CHOW HOME DELIVERY,2022,HINDI,old,0.03198693626626963
86,BANNI CHOW HOME DELIVERY,2022,HINDI,young,0.017907861165936553
86,BANNI CHOW HOME DELIVERY,2022,HINDI,adult,0.8160111683435228
86,BANNI CHOW HOME DELIVERY,2022,HINDI,middle-aged,0.14812496991286767
86,BANNI CHOW HOME DELIVERY,2022,HINDI,old,0.01795600057767294
87,BANNI CHOW HOME DELIVERY,2022,HINDI,young,0.014928698752228164
87,BANNI CHOW HOME DELIVERY,2022,HINDI,adult,0.8411764705882353
87,BANNI CHOW HOME DELIVERY,2022,HINDI,middle-aged,0.10837789661319074
87,BANNI CHOW HOME DELIVERY,2022,HINDI,old,0.03551693404634581
88,BANNI CHOW HOME DELIVERY,2022,HINDI,young,0.0162739859120719
88,BANNI CHOW HOME DELIVERY,2022,HINDI,adult,0.899987855234394
88,BANNI CHOW HOME DELIVERY,2022,HINDI,middle-aged,0.04256740344911343
88,BANNI CHOW HOME DELIVERY,2022,HINDI,old,0.041170755404420695
89,ZINDAGI MERE GHAR AANA,2022,HINDI,young,0.006218202374222725
89,ZINDAGI MERE GHAR AANA,2022,HINDI,adult,0.7003485961937064
89,ZINDAGI MERE GHAR AANA,2022,HINDI,middle-aged,0.20972300734878463
89,ZINDAGI MERE GHAR AANA,2022,HINDI,old,0.08371019408328623
90,PANDIAN STORES,2020,TAMIL,young,0.05619236680327869
90,PANDIAN STORES,2020,TAMIL,adult,0.6661436987704918
90,PANDIAN STORES,2020,TAMIL,middle-aged,0.27206070696721313
90,PANDIAN STORES,2020,TAMIL,old,0.005603227459016393
91,PANDIAN STORES,2020,TAMIL,young,0.03657386730187087
91,PANDIAN STORES,2020,TAMIL,adult,0.8242270855044415
91,PANDIAN STORES,2020,TAMIL,middle-aged,0.13711478338543992
91,PANDIAN STORES,2020,TAMIL,old,0.00208426380824773
92,PANDIAN STORES,2020,TAMIL,young,0.04067839038738344
92,PANDIAN STORES,2020,TAMIL,adult,0.6564866387133113
92,PANDIAN STORES,2020,TAMIL,middle-aged,0.3027723887602478
92,PANDIAN STORES,2020,TAMIL,old,6.258213905751299e-05
93,PANDIAN STORES,2020,TAMIL,young,0.005708414202534536
93,PANDIAN STORES,2020,TAMIL,adult,0.8866879780796895
93,PANDIAN STORES,2020,TAMIL,middle-aged,0.107603607717776
93,PANDIAN STORES,2020,TAMIL,old,0.0
94,PANDIAN STORES,2020,TAMIL,young,0.007023332547725666
94,PANDIAN STORES,2020,TAMIL,adult,0.8601461230261608
94,PANDIAN STORES,2020,TAMIL,middle-aged,0.09677115248644827
94,PANDIAN STORES,2020,TAMIL,old,0.03605939193966533
95,PANDIAN STORES,2022,TAMIL,young,0.012225746761829236
95,PANDIAN STORES,2022,TAMIL,adult,0.9701956119481893
95,PANDIAN STORES,2022,TAMIL,middle-aged,0.017578641289981496
95,PANDIAN STORES,2022,TAMIL,old,0.0
96,PANDIAN STORES,2022,TAMIL,young,0.022924549298909414
96,PANDIAN STORES,2022,TAMIL,adult,0.8482083240596483
96,PANDIAN STORES,2022,TAMIL,middle-aged,0.12819942132205653
96,PANDIAN STORES,2022,TAMIL,old,0.0006677053193857111
97,PANDIAN STORES,2022,TAMIL,young,0.053065192917818034
97,PANDIAN STORES,2022,TAMIL,adult,0.7917818032954662
97,PANDIAN STORES,2022,TAMIL,middle-aged,0.1551530037867158
97,PANDIAN STORES,2022,TAMIL,old,0.0
98,PANDIAN STORES,2022,TAMIL,young,0.00490518633726147
98,PANDIAN STORES,2022,TAMIL,adult,0.721720404378776
98,PANDIAN STORES,2022,TAMIL,middle-aged,0.2732547705928097
98,PANDIAN STORES,2022,TAMIL,old,0.00011963869115271879
99,PANDIAN STORES,2022,TAMIL,young,0.0028335800380630155
99,PANDIAN STORES,2022,TAMIL,adult,0.8831042503700571
99,PANDIAN STORES,2022,TAMIL,middle-aged,0.110171283569465
99,PANDIAN STORES,2022,TAMIL,old,0.003890886022414887
100,Baakiyalakshmi,2022,TAMIL,young,0.05602972185962446
100,Baakiyalakshmi,2022,TAMIL,adult,0.6078923586705492
100,Baakiyalakshmi,2022,TAMIL,middle-aged,0.3360779194698263
100,Baakiyalakshmi,2022,TAMIL,old,0.0
101,Baakiyalakshmi,2022,TAMIL,young,0.005071413785965638
101,Baakiyalakshmi,2022,TAMIL,adult,0.6842786172635065
101,Baakiyalakshmi,2022,TAMIL,middle-aged,0.310442972469468
101,Baakiyalakshmi,2022,TAMIL,old,0.00020699648105982198
102,Baakiyalakshmi,2022,TAMIL,young,0.043720436762300516
