video-id,name,year,lang,skintone,screentime
21,BHAGGOLOKKHI,2020,BENGALI,light,0.8979622698574723
21,BHAGGOLOKKHI,2020,BENGALI,medium,0.08740690333068693
21,BHAGGOLOKKHI,2020,BENGALI,dark,0.014630826811840763
22,BHAGGOLOKKHI,2020,BENGALI,light,0.9328000618285802
22,BHAGGOLOKKHI,2020,BENGALI,medium,0.06561558080222583
22,BHAGGOLOKKHI,2020,BENGALI,dark,0.0015843573691939098
23,BHAGGOLOKKHI,2020,BENGALI,light,0.9351999362752907
23,BHAGGOLOKKHI,2020,BENGALI,medium,0.06376453719929903
23,BHAGGOLOKKHI,2020,BENGALI,dark,0.0010355265254102278
24,SANJHER BAATI,2020,BENGALI,light,0.9052390093169156
24,SANJHER BAATI,2020,BENGALI,medium,0.0862868111802987
24,SANJHER BAATI,2020,BENGALI,dark,0.00847417950278571
25,SANJHER BAATI,2020,BENGALI,light,0.8727026583524778
25,SANJHER BAATI,2020,BENGALI,medium,0.1246307843780768
25,SANJHER BAATI,2020,BENGALI,dark,0.002666557269445356
26,SANJHER BAATI,2020,BENGALI,light,0.785965942454492
26,SANJHER BAATI,2020,BENGALI,medium,0.20939518496770404
26,SANJHER BAATI,2020,BENGALI,dark,0.0046388725778038755
27,SANJHER BAATI,2020,BENGALI,light,0.9200970921880418
27,SANJHER BAATI,2020,BENGALI,medium,0.07935800267498885
27,SANJHER BAATI,2020,BENGALI,dark,0.0005449051369693367
28,SANJHER BAATI,2020,BENGALI,light,0.9287992495309568
28,SANJHER BAATI,2020,BENGALI,medium,0.06913696060037523
28,SANJHER BAATI,2020,BENGALI,dark,0.0020637898686679174
29,GAATCHORA,2021,BENGALI,light,0.8127596984739842
29,GAATCHORA,2021,BENGALI,medium,0.18238646810075382
29,GAATCHORA,2021,BENGALI,dark,0.004853833425261997
30,GAATCHORA,2021,BENGALI,light,0.859810907736016
30,GAATCHORA,2021,BENGALI,medium,0.1363699874248987
30,GAATCHORA,2021,BENGALI,dark,0.0038191048390852776
31,GAATCHORA,2021,BENGALI,light,0.8451003183908626
31,GAATCHORA,2021,BENGALI,medium,0.14656087330065196
31,GAATCHORA,2021,BENGALI,dark,0.008338808308485369
32,GAATCHORA,2021,BENGALI,light,0.8752426607503665
32,GAATCHORA,2021,BENGALI,medium,0.11715066756467651
32,GAATCHORA,2021,BENGALI,dark,0.0076066716849570145
33,GAATCHORA,2021,BENGALI,light,0.9322677846194157
33,GAATCHORA,2021,BENGALI,medium,0.06602908423948645
33,GAATCHORA,2021,BENGALI,dark,0.0017031311410978646
34,DHULOKONA,2021,BENGALI,light,0.8810011164867882
34,DHULOKONA,2021,BENGALI,medium,0.1134164495720134
34,DHULOKONA,2021,BENGALI,dark,0.005582433941198363
35,DHULOKONA,2021,BENGALI,light,0.928363169864132
35,DHULOKONA,2021,BENGALI,medium,0.06533908682722024
35,DHULOKONA,2021,BENGALI,dark,0.006297743308647735
36,DHULOKONA,2021,BENGALI,light,0.9030112044817927
36,DHULOKONA,2021,BENGALI,medium,0.09002100840336134
36,DHULOKONA,2021,BENGALI,dark,0.006967787114845939
37,DHULOKONA,2021,BENGALI,light,0.9240636223704464
37,DHULOKONA,2021,BENGALI,medium,0.07450707322436415
37,DHULOKONA,2021,BENGALI,dark,0.0014293044051894744
38,DHULOKONA,2021,BENGALI,light,0.938338301043219
38,DHULOKONA,2021,BENGALI,medium,0.049118231495280676
38,DHULOKONA,2021,BENGALI,dark,0.012543467461500249
39,MON PHAGUN,2022,BENGALI,light,0.8825130761936806
39,MON PHAGUN,2022,BENGALI,medium,0.11699752240540788
39,MON PHAGUN,2022,BENGALI,dark,0.0004894014009115101
40,MON PHAGUN,2022,BENGALI,light,0.830494200512958
40,MON PHAGUN,2022,BENGALI,medium,0.16211767408031236
40,MON PHAGUN,2022,BENGALI,dark,0.007388125406729702
41,MON PHAGUN,2022,BENGALI,light,0.8672093724426068
41,MON PHAGUN,2022,BENGALI,medium,0.12266873411724168
41,MON PHAGUN,2022,BENGALI,dark,0.010121893440151613
42,MON PHAGUN,2022,BENGALI,light,0.7815570389259732
42,MON PHAGUN,2022,BENGALI,medium,0.2118802970074252
42,MON PHAGUN,2022,BENGALI,dark,0.006562664066601665
43,MON PHAGUN,2022,BENGALI,light,0.827537743120098
43,MON PHAGUN,2022,BENGALI,medium,0.1602212449562497
43,MON PHAGUN,2022,BENGALI,dark,0.012241011923652356
44,Baba Aiso Varr Dhoondo,2020,HINDI,light,0.7282248342374925
44,Baba Aiso Varr Dhoondo,2020,HINDI,medium,0.2522603978300181
44,Baba Aiso Varr Dhoondo,2020,HINDI,dark,0.019514767932489453
45,Baba Aiso Varr Dhoondo,2020,HINDI,light,0.4925462645647704
45,Baba Aiso Varr Dhoondo,2020,HINDI,medium,0.27510281014393423
45,Baba Aiso Varr Dhoondo,2020,HINDI,dark,0.23235092529129542
46,Baba Aiso Varr Dhoondo,2020,HINDI,light,0.57957805907173
46,Baba Aiso Varr Dhoondo,2020,HINDI,medium,0.3836286919831224
46,Baba Aiso Varr Dhoondo,2020,HINDI,dark,0.036793248945147676
47,Baba Aiso Varr Dhoondo,2020,HINDI,light,0.7009826430342547
47,Baba Aiso Varr Dhoondo,2020,HINDI,medium,0.2182936908807053
47,Baba Aiso Varr Dhoondo,2020,HINDI,dark,0.08072366608503995
48,Baba Aiso Varr Dhoondo,2020,HINDI,light,0.6730908797677607
48,Baba Aiso Varr Dhoondo,2020,HINDI,medium,0.31916780904765746
48,Baba Aiso Varr Dhoondo,2020,HINDI,dark,0.007741311184581889
49,SAATH NIBHAANA SAATHIYA 2,2021,HINDI,light,0.8451109778044391
49,SAATH NIBHAANA SAATHIYA 2,2021,HINDI,medium,0.15128974205158968
49,SAATH NIBHAANA SAATHIYA 2,2021,HINDI,dark,0.003599280143971206
50,SAATH NIBHAANA SAATHIYA 2,2021,HINDI,light,0.873078465445796
50,SAATH NIBHAANA SAATHIYA 2,2021,HINDI,medium,0.12464911108140624
50,SAATH NIBHAANA SAATHIYA 2,2021,HINDI,dark,0.0022724234727977545
51,SAATH NIBHAANA SAATHIYA 2,2021,HINDI,light,0.731627372052904
51,SAATH NIBHAANA SAATHIYA 2,2021,HINDI,medium,0.2628522139160437
51,SAATH NIBHAANA SAATHIYA 2,2021,HINDI,dark,0.005520414031052329
52,SAATH NIBHAANA SAATHIYA 2,2021,HINDI,light,0.882732010024265
52,SAATH NIBHAANA SAATHIYA 2,2021,HINDI,medium,0.1110227137117626
52,SAATH NIBHAANA SAATHIYA 2,2021,HINDI,dark,0.006245276263972314
53,SAATH NIBHAANA SAATHIYA 2,2021,HINDI,light,0.8338560041813667
53,SAATH NIBHAANA SAATHIYA 2,2021,HINDI,medium,0.1645106494185287
53,SAATH NIBHAANA SAATHIYA 2,2021,HINDI,dark,0.001633346400104534
54,SHAADI MUBARAK,2021,HINDI,light,0.7318091323614412
54,SHAADI MUBARAK,2021,HINDI,medium,0.2649797700854152
54,SHAADI MUBARAK,2021,HINDI,dark,0.0032110975531436645
55,SHAADI MUBARAK,2021,HINDI,light,0.7732079905992949
55,SHAADI MUBARAK,2021,HINDI,medium,0.2240270961498583
55,SHAADI MUBARAK,2021,HINDI,dark,0.0027649132508467547
56,SHAADI MUBARAK,2021,HINDI,light,0.8166866974508191
56,SHAADI MUBARAK,2021,HINDI,medium,0.181542159529382
56,SHAADI MUBARAK,2021,HINDI,dark,0.0017711430197988487
57,SHAADI MUBARAK,2021,HINDI,light,0.8124858115777526
57,SHAADI MUBARAK,2021,HINDI,medium,0.13764661369655695
57,SHAADI MUBARAK,2021,HINDI,dark,0.049867574725690506
58,SHAADI MUBARAK,2021,HINDI,light,0.8325229230341762
58,SHAADI MUBARAK,2021,HINDI,medium,0.10871075298694081
58,SHAADI MUBARAK,2021,HINDI,dark,0.058766323978883026
59,IMLIE,2021,HINDI,light,0.832105791764312
59,IMLIE,2021,HINDI,medium,0.16617843990626047
59,IMLIE,2021,HINDI,dark,0.0017157683294275192
60,IMLIE,2021,HINDI,light,0.8414278195128954
60,IMLIE,2021,HINDI,medium,0.1465141872816881
60,IMLIE,2021,HINDI,dark,0.012057993205416527
61,IMLIE,2021,HINDI,light,0.6928298405166733
61,IMLIE,2021,HINDI,medium,0.29379201265322263
61,IMLIE,2021,HINDI,dark,0.013378146830104125
62,IMLIE,2021,HINDI,light,0.7511835875854813
62,IMLIE,2021,HINDI,medium,0.2449237243556023
62,IMLIE,2021,HINDI,dark,0.0038926880589163597
63,IMLIE,2021,HINDI,light,0.7047142522085842
63,IMLIE,2021,HINDI,medium,0.28942225001954497
63,IMLIE,2021,HINDI,dark,0.005863497771870846
64,YEH HAI CHAHATEIN,2022,HINDI,light,0.6158324935617512
64,YEH HAI CHAHATEIN,2022,HINDI,medium,0.3751539581233904
64,YEH HAI CHAHATEIN,2022,HINDI,dark,0.009013548314858358
65,YEH HAI CHAHATEIN,2022,HINDI,light,0.489914715039935
65,YEH HAI CHAHATEIN,2022,HINDI,medium,0.47576824150534724
65,YEH HAI CHAHATEIN,2022,HINDI,dark,0.03431704345471775
66,YEH HAI CHAHATEIN,2022,HINDI,light,0.5914652705911
66,YEH HAI CHAHATEIN,2022,HINDI,medium,0.2992634078042248
66,YEH HAI CHAHATEIN,2022,HINDI,dark,0.10927132160467523
67,YEH HAI CHAHATEIN,2022,HINDI,light,0.5463286713286714
67,YEH HAI CHAHATEIN,2022,HINDI,medium,0.4437062937062937
67,YEH HAI CHAHATEIN,2022,HINDI,dark,0.009965034965034964
68,YEH HAI CHAHATEIN,2022,HINDI,light,0.5513058029044403
68,YEH HAI CHAHATEIN,2022,HINDI,medium,0.4421203609633658
68,YEH HAI CHAHATEIN,2022,HINDI,dark,0.006573836132193868
69,SAATH NIBHAANA SAATHIYA 2,2022,HINDI,light,0.8889574699468007
69,SAATH NIBHAANA SAATHIYA 2,2022,HINDI,medium,0.10648678834905799
69,SAATH NIBHAANA SAATHIYA 2,2022,HINDI,dark,0.004555741704141316
70,SAATH NIBHAANA SAATHIYA 2,2022,HINDI,light,0.82651317112407
70,SAATH NIBHAANA SAATHIYA 2,2022,HINDI,medium,0.1634325356927408
70,SAATH NIBHAANA SAATHIYA 2,2022,HINDI,dark,0.010054293183189221
71,SAATH NIBHAANA SAATHIYA 2,2022,HINDI,light,0.876311772562488
71,SAATH NIBHAANA SAATHIYA 2,2022,HINDI,medium,0.11934745277618775
71,SAATH NIBHAANA SAATHIYA 2,2022,HINDI,dark,0.004340774661324175
72,SAATH NIBHAANA SAATHIYA 2,2022,HINDI,light,0.8481245483807397
72,SAATH NIBHAANA SAATHIYA 2,2022,HINDI,medium,0.14970767916967745
72,SAATH NIBHAANA SAATHIYA 2,2022,HINDI,dark,0.002167772449582868
73,SAATH NIBHAANA SAATHIYA 2,2022,HINDI,light,0.8545813050711689
73,SAATH NIBHAANA SAATHIYA 2,2022,HINDI,medium,0.1379012878181034
73,SAATH NIBHAANA SAATHIYA 2,2022,HINDI,dark,0.007517407110727709
74,ANUPAMAA,2022,HINDI,light,0.7928665785997357
74,ANUPAMAA,2022,HINDI,medium,0.2047556142668428
74,ANUPAMAA,2022,HINDI,dark,0.0023778071334214002
75,ANUPAMAA,2022,HINDI,light,0.7566803278688524
75,ANUPAMAA,2022,HINDI,medium,0.24172131147540984
75,ANUPAMAA,2022,HINDI,dark,0.0015983606557377049
76,ANUPAMAA,2022,HINDI,light,0.6162162162162163
76,ANUPAMAA,2022,HINDI,medium,0.3733439321674616
76,ANUPAMAA,2022,HINDI,dark,0.010439851616322205
77,ANUPAMAA,2022,HINDI,light,0.7924730606336783
77,ANUPAMAA,2022,HINDI,medium,0.17804106578030343
77,ANUPAMAA,2022,HINDI,dark,0.029485873586018334
78,ANUPAMAA,2022,HINDI,light,0.830515996288377
78,ANUPAMAA,2022,HINDI,medium,0.1508452011134869
78,ANUPAMAA,2022,HINDI,dark,0.01863880259813612
79,PANDYA STORE,2022,HINDI,light,0.7962395601628405
79,PANDYA STORE,2022,HINDI,medium,0.20027699668443363
79,PANDYA STORE,2022,HINDI,dark,0.0034834431527258993
80,PANDYA STORE,2022,HINDI,light,0.776677445432498
80,PANDYA STORE,2022,HINDI,medium,0.2197352465642684
80,PANDYA STORE,2022,HINDI,dark,0.00358730800323363
81,PANDYA STORE,2022,HINDI,light,0.8673339912589877
81,PANDYA STORE,2022,HINDI,medium,0.13017529019220828
81,PANDYA STORE,2022,HINDI,dark,0.002490718548803985
82,PANDYA STORE,2022,HINDI,light,0.7991683421677939
82,PANDYA STORE,2022,HINDI,medium,0.20028331200877353
82,PANDYA STORE,2022,HINDI,dark,0.0005483458234326449
83,PANDYA STORE,2022,HINDI,light,0.8856031650238048
83,PANDYA STORE,2022,HINDI,medium,0.11033997183665259
83,PANDYA STORE,2022,HINDI,dark,0.004056863139542681
84,BANNI CHOW HOME DELIVERY,2022,HINDI,light,0.785705147341038
84,BANNI CHOW HOME DELIVERY,2022,HINDI,medium,0.21054202737856625
84,BANNI CHOW HOME DELIVERY,2022,HINDI,dark,0.0037528252803957526
85,BANNI CHOW HOME DELIVERY,2022,HINDI,light,0.6565006483838433
85,BANNI CHOW HOME DELIVERY,2022,HINDI,medium,0.32529657557273906
85,BANNI CHOW HOME DELIVERY,2022,HINDI,dark,0.018202776043417704
86,BANNI CHOW HOME DELIVERY,2022,HINDI,light,0.6589322678476869
86,BANNI CHOW HOME DELIVERY,2022,HINDI,medium,0.30197852982236556
86,BANNI CHOW HOME DELIVERY,2022,HINDI,dark,0.03908920232994753
87,BANNI CHOW HOME DELIVERY,2022,HINDI,light,0.6786541889483066
87,BANNI CHOW HOME DELIVERY,2022,HINDI,medium,0.2969251336898396
87,BANNI CHOW HOME DELIVERY,2022,HINDI,dark,0.024420677361853833
88,BANNI CHOW HOME DELIVERY,2022,HINDI,light,0.44759533641000726
88,BANNI CHOW HOME DELIVERY,2022,HINDI,medium,0.482632985183386
88,BANNI CHOW HOME DELIVERY,2022,HINDI,dark,0.06977167840660675
89,ZINDAGI MERE GHAR AANA,2022,HINDI,light,0.7743075183719615
89,ZINDAGI MERE GHAR AANA,2022,HINDI,medium,0.19516676088185417
89,ZINDAGI MERE GHAR AANA,2022,HINDI,dark,0.030525720746184284
90,PANDIAN STORES,2020,TAMIL,light,0.7436603483606558
90,PANDIAN STORES,2020,TAMIL,medium,0.21766137295081966
90,PANDIAN STORES,2020,TAMIL,dark,0.03867827868852459
91,PANDIAN STORES,2020,TAMIL,light,0.6104411691727458
91,PANDIAN STORES,2020,TAMIL,medium,0.3552677286487023
91,PANDIAN STORES,2020,TAMIL,dark,0.034291102178551934
92,PANDIAN STORES,2020,TAMIL,light,0.4468364728706427
92,PANDIAN STORES,2020,TAMIL,medium,0.4867012954502785
92,PANDIAN STORES,2020,TAMIL,dark,0.06646223167907879
93,PANDIAN STORES,2020,TAMIL,light,0.550747802260532
93,PANDIAN STORES,2020,TAMIL,medium,0.4165429843589451
93,PANDIAN STORES,2020,TAMIL,dark,0.03270921338052289
94,PANDIAN STORES,2020,TAMIL,light,0.5926467122319113
94,PANDIAN STORES,2020,TAMIL,medium,0.3851991515437191
94,PANDIAN STORES,2020,TAMIL,dark,0.02215413622436955
95,PANDIAN STORES,2022,TAMIL,light,0.4079434311393074
95,PANDIAN STORES,2022,TAMIL,medium,0.5779143536875495
95,PANDIAN STORES,2022,TAMIL,dark,0.014142215173143008
96,PANDIAN STORES,2022,TAMIL,light,0.5005007789895393
96,PANDIAN STORES,2022,TAMIL,medium,0.4668929445804585
96,PANDIAN STORES,2022,TAMIL,dark,0.032606276430002225
97,PANDIAN STORES,2022,TAMIL,light,0.49723672090881177
97,PANDIAN STORES,2022,TAMIL,medium,0.4105004605465152
97,PANDIAN STORES,2022,TAMIL,dark,0.09226281854467301
98,PANDIAN STORES,2022,TAMIL,light,0.4974576778130047
98,PANDIAN STORES,2022,TAMIL,medium,0.44631213734521746
98,PANDIAN STORES,2022,TAMIL,dark,0.05623018484177783
99,PANDIAN STORES,2022,TAMIL,light,0.5933178261788962
99,PANDIAN STORES,2022,TAMIL,medium,0.3273842249947135
99,PANDIAN STORES,2022,TAMIL,dark,0.07929794882639035
100,Baakiyalakshmi,2022,TAMIL,light,0.6070890651671854
100,Baakiyalakshmi,2022,TAMIL,medium,0.35043679084245405
100,Baakiyalakshmi,2022,TAMIL,dark,0.04247414399036048
101,Baakiyalakshmi,2022,TAMIL,light,0.5932001655971848
101,Baakiyalakshmi,2022,TAMIL,medium,0.3812357689919271
101,Baakiyalakshmi,2022,TAMIL,dark,0.025564065410888015
102,Baakiyalakshmi,2022,TAMIL,light,0.5842358870076477
102,Baakiyalakshmi,2022,TAMIL,medium,0.40347464745148315
102,Baakiyalakshmi,2022,TAMIL,dark,0.012289465540869104
103,Baakiyalakshmi,2022,TAMIL,light,0.3885480572597137
103,Baakiyalakshmi,2022,TAMIL,medium,0.5902990797546013
103,Baakiyalakshmi,2022,TAMIL,dark,0.021152862985685073
104,Baakiyalakshmi,2022,TAMIL,light,0.46353703800512314
104,Baakiyalakshmi,2022,TAMIL,medium,0.4124627528882848
104,Baakiyalakshmi,2022,TAMIL,dark,0.12400020910659208
105,BHARATHI KANNAMMA,2022,TAMIL,light,0.2562095531587057
105,BHARATHI KANNAMMA,2022,TAMIL,medium,0.7124807395993836
105,BHARATHI KANNAMMA,2022,TAMIL,dark,0.03130970724191063
106,BHARATHI KANNAMMA,2022,TAMIL,light,0.4977933398986031
106,BHARATHI KANNAMMA,2022,TAMIL,medium,0.40978225188751505
106,BHARATHI KANNAMMA,2022,TAMIL,dark,0.0924244082138819
107,BHARATHI KANNAMMA,2022,TAMIL,light,0.5628037861345613
107,BHARATHI KANNAMMA,2022,TAMIL,medium,0.4020209772320287
107,BHARATHI KANNAMMA,2022,TAMIL,dark,0.03517523663341008
108,BHARATHI KANNAMMA,2022,TAMIL,light,0.37069466160375253
108,BHARATHI KANNAMMA,2022,TAMIL,medium,0.5171320080410989
108,BHARATHI KANNAMMA,2022,TAMIL,dark,0.11217333035514854
109,BHARATHI KANNAMMA,2022,TAMIL,light,0.525820361800589
109,BHARATHI KANNAMMA,2022,TAMIL,medium,0.31831089608750524
109,BHARATHI KANNAMMA,2022,TAMIL,dark,0.15586874211190577
110,KARTHIKA DEEPAM,2019,TELUGU,light,0.589460555035859
110,KARTHIKA DEEPAM,2019,TELUGU,medium,0.4026192703461179
110,KARTHIKA DEEPAM,2019,TELUGU,dark,0.007920174618023074
111,KARTHIKA DEEPAM,2019,TELUGU,light,0.5236720554272517
111,KARTHIKA DEEPAM,2019,TELUGU,medium,0.4524459374343901
111,KARTHIKA DEEPAM,2019,TELUGU,dark,0.02388200713835818
112,KARTHIKA DEEPAM,2019,TELUGU,light,0.6040812141099262
112,KARTHIKA DEEPAM,2019,TELUGU,medium,0.38843314191960626
112,KARTHIKA DEEPAM,2019,TELUGU,dark,0.007485643970467596
113,KARTHIKA DEEPAM,2019,TELUGU,light,0.7592834033511999
113,KARTHIKA DEEPAM,2019,TELUGU,medium,0.23081751895311217
113,KARTHIKA DEEPAM,2019,TELUGU,dark,0.009899077695687866
114,KARTHIKA DEEPAM,2019,TELUGU,light,0.6991850139885659
114,KARTHIKA DEEPAM,2019,TELUGU,medium,0.28828609658192433
114,KARTHIKA DEEPAM,2019,TELUGU,dark,0.012528889429509792
115,KARTHIKA DEEPAM,2020,TELUGU,light,0.5620750728446552
115,KARTHIKA DEEPAM,2020,TELUGU,medium,0.3823915900131406
115,KARTHIKA DEEPAM,2020,TELUGU,dark,0.055533337142204195
116,KARTHIKA DEEPAM,2020,TELUGU,light,0.5107944208611279
116,KARTHIKA DEEPAM,2020,TELUGU,medium,0.44851425106124926
116,KARTHIKA DEEPAM,2020,TELUGU,dark,0.0406913280776228
117,KARTHIKA DEEPAM,2020,TELUGU,light,0.528231945455749
117,KARTHIKA DEEPAM,2020,TELUGU,medium,0.4337062289005097
117,KARTHIKA DEEPAM,2020,TELUGU,dark,0.03806182564374131
118,KARTHIKA DEEPAM,2020,TELUGU,light,0.4553745518586075
118,KARTHIKA DEEPAM,2020,TELUGU,medium,0.5162588842065539
118,KARTHIKA DEEPAM,2020,TELUGU,dark,0.02836656393483867
119,KARTHIKA DEEPAM,2020,TELUGU,light,0.4098146697990081
119,KARTHIKA DEEPAM,2020,TELUGU,medium,0.5462672931349517
119,KARTHIKA DEEPAM,2020,TELUGU,dark,0.0439180370660402
120,GUPPEDANTHA MANASU,2020,TELUGU,light,0.6197191011235955
120,GUPPEDANTHA MANASU,2020,TELUGU,medium,0.35292134831460675
120,GUPPEDANTHA MANASU,2020,TELUGU,dark,0.027359550561797754
121,GUPPEDANTHA MANASU,2020,TELUGU,light,0.680604509680846
121,GUPPEDANTHA MANASU,2020,TELUGU,medium,0.2972816377770267
121,GUPPEDANTHA MANASU,2020,TELUGU,dark,0.02211385254212737
122,GUPPEDANTHA MANASU,2020,TELUGU,light,0.7857535300258227
122,GUPPEDANTHA MANASU,2020,TELUGU,medium,0.20015383770122522
122,GUPPEDANTHA MANASU,2020,TELUGU,dark,0.014092632272952035
123,GUPPEDANTHA MANASU,2020,TELUGU,light,0.659022508583782
123,GUPPEDANTHA MANASU,2020,TELUGU,medium,0.33873087194269
123,GUPPEDANTHA MANASU,2020,TELUGU,dark,0.00224661947352804
124,GUPPEDANTHA MANASU,2020,TELUGU,light,0.6105803571428572
124,GUPPEDANTHA MANASU,2020,TELUGU,medium,0.38241071428571427
124,GUPPEDANTHA MANASU,2020,TELUGU,dark,0.007008928571428571
125,INTINTI GRUHALAKSHMI,2020,TELUGU,light,0.6750264138352888
125,INTINTI GRUHALAKSHMI,2020,TELUGU,medium,0.31952399488405714
125,INTINTI GRUHALAKSHMI,2020,TELUGU,dark,0.005449591280653951
126,INTINTI GRUHALAKSHMI,2020,TELUGU,light,0.8520169123528739
126,INTINTI GRUHALAKSHMI,2020,TELUGU,medium,0.1402887289071725
126,INTINTI GRUHALAKSHMI,2020,TELUGU,dark,0.007694358739953529
127,INTINTI GRUHALAKSHMI,2020,TELUGU,light,0.6851631458891203
127,INTINTI GRUHALAKSHMI,2020,TELUGU,medium,0.31176237230982845
127,INTINTI GRUHALAKSHMI,2020,TELUGU,dark,0.0030744818010512744
128,INTINTI GRUHALAKSHMI,2020,TELUGU,light,0.682572910224083
128,INTINTI GRUHALAKSHMI,2020,TELUGU,medium,0.31219372948284885
128,INTINTI GRUHALAKSHMI,2020,TELUGU,dark,0.005233360293068177
129,INTINTI GRUHALAKSHMI,2020,TELUGU,light,0.8028382474510884
129,INTINTI GRUHALAKSHMI,2020,TELUGU,medium,0.19533618076605125
129,INTINTI GRUHALAKSHMI,2020,TELUGU,dark,0.001825571782860292
130,CHELLELI KAPURAM,2020,TELUGU,light,0.7724550898203593
130,CHELLELI KAPURAM,2020,TELUGU,medium,0.20799909614732798
130,CHELLELI KAPURAM,2020,TELUGU,dark,0.019545814032312734
131,CHELLELI KAPURAM,2020,TELUGU,light,0.7680939029606044
131,CHELLELI KAPURAM,2020,TELUGU,medium,0.1973577911894692
131,CHELLELI KAPURAM,2020,TELUGU,dark,0.03454830584992634
132,CHELLELI KAPURAM,2020,TELUGU,light,0.8771793647002627
132,CHELLELI KAPURAM,2020,TELUGU,medium,0.10926677812276092
132,CHELLELI KAPURAM,2020,TELUGU,dark,0.013553857176976356
133,CHELLELI KAPURAM,2020,TELUGU,light,0.7583967340879569
133,CHELLELI KAPURAM,2020,TELUGU,medium,0.20368652192738293
133,CHELLELI KAPURAM,2020,TELUGU,dark,0.03791674398466011
134,CHELLELI KAPURAM,2020,TELUGU,light,0.8650742032755868
