video_key,name,year,lang,gender,age,skintone,faces
4,ADORINI,2018,BENGALI,female,middle_aged,light,2118
4,ADORINI,2018,BENGALI,female,middle_aged,medium,23
4,ADORINI,2018,BENGALI,female,middle_aged,dark,18
4,ADORINI,2018,BENGALI,female,old,light,0
4,ADORINI,2018,BENGALI,female,old,medium,0
4,ADORINI,2018,BENGALI,female,old,dark,0
5,ALOUKIK NA LOUKIK,2019,BENGALI,male,young,light,50
5,ALOUKIK NA LOUKIK,2019,BENGALI,male,young,medium,0
5,ALOUKIK NA LOUKIK,2019,BENGALI,male,young,dark,5
5,ALOUKIK NA LOUKIK,2019,BENGALI,male,adult,light,16923
5,ALOUKIK NA LOUKIK,2019,BENGALI,male,adult,medium,5498
5,ALOUKIK NA LOUKIK,2019,BENGALI,male,adult,dark,4888
5,ALOUKIK NA LOUKIK,2019,BENGALI,male,middle_aged,light,5120
5,ALOUKIK NA LOUKIK,2019,BENGALI,male,middle_aged,medium,2704
5,ALOUKIK NA LOUKIK,2019,BENGALI,male,middle_aged,dark,2288
5,ALOUKIK NA LOUKIK,2019,BENGALI,male,old,light,892
5,ALOUKIK NA LOUKIK,2019,BENGALI,male,old,medium,957
5,ALOUKIK NA LOUKIK,2019,BENGALI,male,old,dark,876
5,ALOUKIK NA LOUKIK,2019,BENGALI,female,young,light,369
5,ALOUKIK NA LOUKIK,2019,BENGALI,female,young,medium,47
5,ALOUKIK NA LOUKIK,2019,BENGALI,female,young,dark,8
5,ALOUKIK NA LOUKIK,2019,BENGALI,female,adult,light,4699
5,ALOUKIK NA LOUKIK,2019,BENGALI,female,adult,medium,622
5,ALOUKIK NA LOUKIK,2019,BENGALI,female,adult,dark,1321
5,ALOUKIK NA LOUKIK,2019,BENGALI,female,middle_aged,light,1218
5,ALOUKIK NA LOUKIK,2019,BENGALI,female,middle_aged,medium,138
5,ALOUKIK NA LOUKIK,2019,BENGALI,female,middle_aged,dark,200
5,ALOUKIK NA LOUKIK,2019,BENGALI,female,old,light,196
5,ALOUKIK NA LOUKIK,2019,BENGALI,female,old,medium,1
5,ALOUKIK NA LOUKIK,2019,BENGALI,female,old,dark,59
6,ALOUKIK NA LOUKIK,2019,BENGALI,male,young,light,113
6,ALOUKIK NA LOUKIK,2019,BENGALI,male,young,medium,4
6,ALOUKIK NA LOUKIK,2019,BENGALI,male,young,dark,18
6,ALOUKIK NA LOUKIK,2019,BENGALI,male,adult,light,24270
6,ALOUKIK NA LOUKIK,2019,BENGALI,male,adult,medium,5270
6,ALOUKIK NA LOUKIK,2019,BENGALI,male,adult,dark,2798
6,ALOUKIK NA LOUKIK,2019,BENGALI,male,middle_aged,light,9907
6,ALOUKIK NA LOUKIK,2019,BENGALI,male,middle_aged,medium,1043
6,ALOUKIK NA LOUKIK,2019,BENGALI,male,middle_aged,dark,2124
6,ALOUKIK NA LOUKIK,2019,BENGALI,male,old,light,355
6,ALOUKIK NA LOUKIK,2019,BENGALI,male,old,medium,265
6,ALOUKIK NA LOUKIK,2019,BENGALI,male,old,dark,143
6,ALOUKIK NA LOUKIK,2019,BENGALI,female,young,light,1174
6,ALOUKIK NA LOUKIK,2019,BENGALI,female,young,medium,76
6,ALOUKIK NA LOUKIK,2019,BENGALI,female,young,dark,73
6,ALOUKIK NA LOUKIK,2019,BENGALI,female,adult,light,19111
6,ALOUKIK NA LOUKIK,2019,BENGALI,female,adult,medium,1935
6,ALOUKIK NA LOUKIK,2019,BENGALI,female,adult,dark,1842
6,ALOUKIK NA LOUKIK,2019,BENGALI,female,middle_aged,light,4867
6,ALOUKIK NA LOUKIK,2019,BENGALI,female,middle_aged,medium,217
6,ALOUKIK NA LOUKIK,2019,BENGALI,female,middle_aged,dark,202
6,ALOUKIK NA LOUKIK,2019,BENGALI,female,old,light,57
6,ALOUKIK NA LOUKIK,2019,BENGALI,female,old,medium,1
6,ALOUKIK NA LOUKIK,2019,BENGALI,female,old,dark,20
7,ALOUKIK NA LOUKIK,2019,BENGALI,male,young,light,88
7,ALOUKIK NA LOUKIK,2019,BENGALI,male,young,medium,0
7,ALOUKIK NA LOUKIK,2019,BENGALI,male,young,dark,8
7,ALOUKIK NA LOUKIK,2019,BENGALI,male,adult,light,16282
7,ALOUKIK NA LOUKIK,2019,BENGALI,male,adult,medium,6246
7,ALOUKIK NA LOUKIK,2019,BENGALI,male,adult,dark,3981
7,ALOUKIK NA LOUKIK,2019,BENGALI,male,middle_aged,light,7136
7,ALOUKIK NA LOUKIK,2019,BENGALI,male,middle_aged,medium,1119
7,ALOUKIK NA LOUKIK,2019,BENGALI,male,middle_aged,dark,2141
7,ALOUKIK NA LOUKIK,2019,BENGALI,male,old,light,773
7,ALOUKIK NA LOUKIK,2019,BENGALI,male,old,medium,186
7,ALOUKIK NA LOUKIK,2019,BENGALI,male,old,dark,69
7,ALOUKIK NA LOUKIK,2019,BENGALI,female,young,light,220
7,ALOUKIK NA LOUKIK,2019,BENGALI,female,young,medium,10
7,ALOUKIK NA LOUKIK,2019,BENGALI,female,young,dark,15
7,ALOUKIK NA LOUKIK,2019,BENGALI,female,adult,light,3141
7,ALOUKIK NA LOUKIK,2019,BENGALI,female,adult,medium,739
7,ALOUKIK NA LOUKIK,2019,BENGALI,female,adult,dark,826
7,ALOUKIK NA LOUKIK,2019,BENGALI,female,middle_aged,light,895
7,ALOUKIK NA LOUKIK,2019,BENGALI,female,middle_aged,medium,28
7,ALOUKIK NA LOUKIK,2019,BENGALI,female,middle_aged,dark,170
7,ALOUKIK NA LOUKIK,2019,BENGALI,female,old,light,49
7,ALOUKIK NA LOUKIK,2019,BENGALI,female,old,medium,0
7,ALOUKIK NA LOUKIK,2019,BENGALI,female,old,dark,5
8,ALOUKIK NA LOUKIK,2019,BENGALI,male,young,light,109
8,ALOUKIK NA LOUKIK,2019,BENGALI,male,young,medium,1
8,ALOUKIK NA LOUKIK,2019,BENGALI,male,young,dark,15
8,ALOUKIK NA LOUKIK,2019,BENGALI,male,adult,light,20767
8,ALOUKIK NA LOUKIK,2019,BENGALI,male,adult,medium,6523
8,ALOUKIK NA LOUKIK,2019,BENGALI,male,adult,dark,4224
8,ALOUKIK NA LOUKIK,2019,BENGALI,male,middle_aged,light,8321
8,ALOUKIK NA LOUKIK,2019,BENGALI,male,middle_aged,medium,1040
8,ALOUKIK NA LOUKIK,2019,BENGALI,male,middle_aged,dark,1811
8,ALOUKIK NA LOUKIK,2019,BENGALI,male,old,light,1189
8,ALOUKIK NA LOUKIK,2019,BENGALI,male,old,medium,124
8,ALOUKIK NA LOUKIK,2019,BENGALI,male,old,dark,725
8,ALOUKIK NA LOUKIK,2019,BENGALI,female,young,light,242
8,ALOUKIK NA LOUKIK,2019,BENGALI,female,young,medium,2
8,ALOUKIK NA LOUKIK,2019,BENGALI,female,young,dark,40
8,ALOUKIK NA LOUKIK,2019,BENGALI,female,adult,light,5586
8,ALOUKIK NA LOUKIK,2019,BENGALI,female,adult,medium,379
8,ALOUKIK NA LOUKIK,2019,BENGALI,female,adult,dark,1081
8,ALOUKIK NA LOUKIK,2019,BENGALI,female,middle_aged,light,1320
8,ALOUKIK NA LOUKIK,2019,BENGALI,female,middle_aged,medium,48
8,ALOUKIK NA LOUKIK,2019,BENGALI,female,middle_aged,dark,335
8,ALOUKIK NA LOUKIK,2019,BENGALI,female,old,light,62
8,ALOUKIK NA LOUKIK,2019,BENGALI,female,old,medium,0
8,ALOUKIK NA LOUKIK,2019,BENGALI,female,old,dark,120
9,ALOUKIK NA LOUKIK,2019,BENGALI,male,young,light,144
9,ALOUKIK NA LOUKIK,2019,BENGALI,male,young,medium,0
9,ALOUKIK NA LOUKIK,2019,BENGALI,male,young,dark,23
9,ALOUKIK NA LOUKIK,2019,BENGALI,male,adult,light,15760
9,ALOUKIK NA LOUKIK,2019,BENGALI,male,adult,medium,6334
9,ALOUKIK NA LOUKIK,2019,BENGALI,male,adult,dark,4540
9,ALOUKIK NA LOUKIK,2019,BENGALI,male,middle_aged,light,6726
9,ALOUKIK NA LOUKIK,2019,BENGALI,male,middle_aged,medium,1199
9,ALOUKIK NA LOUKIK,2019,BENGALI,male,middle_aged,dark,2410
9,ALOUKIK NA LOUKIK,2019,BENGALI,male,old,light,702
9,ALOUKIK NA LOUKIK,2019,BENGALI,male,old,medium,193
9,ALOUKIK NA LOUKIK,2019,BENGALI,male,old,dark,84
9,ALOUKIK NA LOUKIK,2019,BENGALI,female,young,light,208
9,ALOUKIK NA LOUKIK,2019,BENGALI,female,young,medium,5
9,ALOUKIK NA LOUKIK,2019,BENGALI,female,young,dark,14
9,ALOUKIK NA LOUKIK,2019,BENGALI,female,adult,light,2857
9,ALOUKIK NA LOUKIK,2019,BENGALI,female,adult,medium,723
9,ALOUKIK NA LOUKIK,2019,BENGALI,female,adult,dark,829
9,ALOUKIK NA LOUKIK,2019,BENGALI,female,middle_aged,light,543
9,ALOUKIK NA LOUKIK,2019,BENGALI,female,middle_aged,medium,29
9,ALOUKIK NA LOUKIK,2019,BENGALI,female,middle_aged,dark,186
9,ALOUKIK NA LOUKIK,2019,BENGALI,female,old,light,49
9,ALOUKIK NA LOUKIK,2019,BENGALI,female,old,medium,0
9,ALOUKIK NA LOUKIK,2019,BENGALI,female,old,dark,12
10,MOHOR,2020,BENGALI,male,young,light,284
10,MOHOR,2020,BENGALI,male,young,medium,0
10,MOHOR,2020,BENGALI,male,young,dark,0
10,MOHOR,2020,BENGALI,male,adult,light,5180
10,MOHOR,2020,BENGALI,male,adult,medium,728
10,MOHOR,2020,BENGALI,male,adult,dark,7
10,MOHOR,2020,BENGALI,male,middle_aged,light,4118
10,MOHOR,2020,BENGALI,male,middle_aged,medium,687
10,MOHOR,2020,BENGALI,male,middle_aged,dark,4
10,MOHOR,2020,BENGALI,male,old,light,0
10,MOHOR,2020,BENGALI,male,old,medium,0
10,MOHOR,2020,BENGALI,male,old,dark,0
10,MOHOR,2020,BENGALI,female,young,light,75
10,MOHOR,2020,BENGALI,female,young,medium,0
10,MOHOR,2020,BENGALI,female,young,dark,0
10,MOHOR,2020,BENGALI,female,adult,light,8218
10,MOHOR,2020,BENGALI,female,adult,medium,4414
10,MOHOR,2020,BENGALI,female,adult,dark,136
10,MOHOR,2020,BENGALI,female,middle_aged,light,945
10,MOHOR,2020,BENGALI,female,middle_aged,medium,128
10,MOHOR,2020,BENGALI,female,middle_aged,dark,27
10,MOHOR,2020,BENGALI,female,old,light,349
10,MOHOR,2020,BENGALI,female,old,medium,86
10,MOHOR,2020,BENGALI,female,old,dark,0
11,MOHOR,2020,BENGALI,male,young,light,4
11,MOHOR,2020,BENGALI,male,young,medium,0
11,MOHOR,2020,BENGALI,male,young,dark,0
11,MOHOR,2020,BENGALI,male,adult,light,1252
11,MOHOR,2020,BENGALI,male,adult,medium,786
11,MOHOR,2020,BENGALI,male,adult,dark,28
11,MOHOR,2020,BENGALI,male,middle_aged,light,6309
11,MOHOR,2020,BENGALI,male,middle_aged,medium,315
11,MOHOR,2020,BENGALI,male,middle_aged,dark,20
11,MOHOR,2020,BENGALI,male,old,light,0
11,MOHOR,2020,BENGALI,male,old,medium,0
11,MOHOR,2020,BENGALI,male,old,dark,0
11,MOHOR,2020,BENGALI,female,young,light,48
11,MOHOR,2020,BENGALI,female,young,medium,1
11,MOHOR,2020,BENGALI,female,young,dark,0
11,MOHOR,2020,BENGALI,female,adult,light,9322
11,MOHOR,2020,BENGALI,female,adult,medium,1969
11,MOHOR,2020,BENGALI,female,adult,dark,44
11,MOHOR,2020,BENGALI,female,middle_aged,light,2366
11,MOHOR,2020,BENGALI,female,middle_aged,medium,144
11,MOHOR,2020,BENGALI,female,middle_aged,dark,0
11,MOHOR,2020,BENGALI,female,old,light,156
11,MOHOR,2020,BENGALI,female,old,medium,87
11,MOHOR,2020,BENGALI,female,old,dark,0
12,MOHOR,2020,BENGALI,male,young,light,3
12,MOHOR,2020,BENGALI,male,young,medium,0
12,MOHOR,2020,BENGALI,male,young,dark,0
12,MOHOR,2020,BENGALI,male,adult,light,4793
12,MOHOR,2020,BENGALI,male,adult,medium,3554
12,MOHOR,2020,BENGALI,male,adult,dark,43
12,MOHOR,2020,BENGALI,male,middle_aged,light,3587
12,MOHOR,2020,BENGALI,male,middle_aged,medium,1071
12,MOHOR,2020,BENGALI,male,middle_aged,dark,5
12,MOHOR,2020,BENGALI,male,old,light,0
12,MOHOR,2020,BENGALI,male,old,medium,0
12,MOHOR,2020,BENGALI,male,old,dark,0
12,MOHOR,2020,BENGALI,female,young,light,5
12,MOHOR,2020,BENGALI,female,young,medium,0
12,MOHOR,2020,BENGALI,female,young,dark,0
12,MOHOR,2020,BENGALI,female,adult,light,4807
12,MOHOR,2020,BENGALI,female,adult,medium,1955
12,MOHOR,2020,BENGALI,female,adult,dark,67
12,MOHOR,2020,BENGALI,female,middle_aged,light,233
12,MOHOR,2020,BENGALI,female,middle_aged,medium,0
12,MOHOR,2020,BENGALI,female,middle_aged,dark,1
12,MOHOR,2020,BENGALI,female,old,light,0
12,MOHOR,2020,BENGALI,female,old,medium,0
12,MOHOR,2020,BENGALI,female,old,dark,0
13,MOHOR,2020,BENGALI,male,young,light,1
13,MOHOR,2020,BENGALI,male,young,medium,0
13,MOHOR,2020,BENGALI,male,young,dark,0
13,MOHOR,2020,BENGALI,male,adult,light,1586
13,MOHOR,2020,BENGALI,male,adult,medium,946
13,MOHOR,2020,BENGALI,male,adult,dark,240
13,MOHOR,2020,BENGALI,male,middle_aged,light,4392
13,MOHOR,2020,BENGALI,male,middle_aged,medium,407
13,MOHOR,2020,BENGALI,male,middle_aged,dark,60
13,MOHOR,2020,BENGALI,male,old,light,0
13,MOHOR,2020,BENGALI,male,old,medium,0
13,MOHOR,2020,BENGALI,male,old,dark,0
13,MOHOR,2020,BENGALI,female,young,light,27
13,MOHOR,2020,BENGALI,female,young,medium,0
13,MOHOR,2020,BENGALI,female,young,dark,0
13,MOHOR,2020,BENGALI,female,adult,light,7596
13,MOHOR,2020,BENGALI,female,adult,medium,3705
13,MOHOR,2020,BENGALI,female,adult,dark,159
13,MOHOR,2020,BENGALI,female,middle_aged,light,1392
13,MOHOR,2020,BENGALI,female,middle_aged,medium,272
13,MOHOR,2020,BENGALI,female,middle_aged,dark,2
13,MOHOR,2020,BENGALI,female,old,light,0
13,MOHOR,2020,BENGALI,female,old,medium,0
13,MOHOR,2020,BENGALI,female,old,dark,0
14,MOHOR,2020,BENGALI,male,young,light,23
14,MOHOR,2020,BENGALI,male,young,medium,1
14,MOHOR,2020,BENGALI,male,young,dark,4
14,MOHOR,2020,BENGALI,male,adult,light,6502
14,MOHOR,2020,BENGALI,male,adult,medium,3671
14,MOHOR,2020,BENGALI,male,adult,dark,1258
14,MOHOR,2020,BENGALI,male,middle_aged,light,424
14,MOHOR,2020,BENGALI,male,middle_aged,medium,424
14,MOHOR,2020,BENGALI,male,middle_aged,dark,38
14,MOHOR,2020,BENGALI,male,old,light,0
14,MOHOR,2020,BENGALI,male,old,medium,0
14,MOHOR,2020,BENGALI,male,old,dark,0
14,MOHOR,2020,BENGALI,female,young,light,485
14,MOHOR,2020,BENGALI,female,young,medium,14
14,MOHOR,2020,BENGALI,female,young,dark,4
14,MOHOR,2020,BENGALI,female,adult,light,11938
14,MOHOR,2020,BENGALI,female,adult,medium,4918
14,MOHOR,2020,BENGALI,female,adult,dark,694
14,MOHOR,2020,BENGALI,female,middle_aged,light,55
14,MOHOR,2020,BENGALI,female,middle_aged,medium,1
14,MOHOR,2020,BENGALI,female,middle_aged,dark,3
14,MOHOR,2020,BENGALI,female,old,light,0
14,MOHOR,2020,BENGALI,female,old,medium,0
14,MOHOR,2020,BENGALI,female,old,dark,0
15,GANGARAM,2020,BENGALI,male,young,light,186
15,GANGARAM,2020,BENGALI,male,young,medium,0
15,GANGARAM,2020,BENGALI,male,young,dark,5
15,GANGARAM,2020,BENGALI,male,adult,light,4617
15,GANGARAM,2020,BENGALI,male,adult,medium,1385
15,GANGARAM,2020,BENGALI,male,adult,dark,205
15,GANGARAM,2020,BENGALI,male,middle_aged,light,3735
15,GANGARAM,2020,BENGALI,male,middle_aged,medium,1755
15,GANGARAM,2020,BENGALI,male,middle_aged,dark,150
15,GANGARAM,2020,BENGALI,male,old,light,544
15,GANGARAM,2020,BENGALI,male,old,medium,1197
15,GANGARAM,2020,BENGALI,male,old,dark,119
15,GANGARAM,2020,BENGALI,female,young,light,299
15,GANGARAM,2020,BENGALI,female,young,medium,2
15,GANGARAM,2020,BENGALI,female,young,dark,2
15,GANGARAM,2020,BENGALI,female,adult,light,6721
15,GANGARAM,2020,BENGALI,female,adult,medium,1029
15,GANGARAM,2020,BENGALI,female,adult,dark,188
15,GANGARAM,2020,BENGALI,female,middle_aged,light,2592
15,GANGARAM,2020,BENGALI,female,middle_aged,medium,1141
15,GANGARAM,2020,BENGALI,female,middle_aged,dark,42
15,GANGARAM,2020,BENGALI,female,old,light,46
15,GANGARAM,2020,BENGALI,female,old,medium,612
15,GANGARAM,2020,BENGALI,female,old,dark,10
16,GANGARAM,2020,BENGALI,male,young,light,69
16,GANGARAM,2020,BENGALI,male,young,medium,0
16,GANGARAM,2020,BENGALI,male,young,dark,0
16,GANGARAM,2020,BENGALI,male,adult,light,5072
16,GANGARAM,2020,BENGALI,male,adult,medium,736
16,GANGARAM,2020,BENGALI,male,adult,dark,62
16,GANGARAM,2020,BENGALI,male,middle_aged,light,5992
16,GANGARAM,2020,BENGALI,male,middle_aged,medium,1641
16,GANGARAM,2020,BENGALI,male,middle_aged,dark,351
16,GANGARAM,2020,BENGALI,male,old,light,170
16,GANGARAM,2020,BENGALI,male,old,medium,263
16,GANGARAM,2020,BENGALI,male,old,dark,69
16,GANGARAM,2020,BENGALI,female,young,light,362
16,GANGARAM,2020,BENGALI,female,young,medium,7
16,GANGARAM,2020,BENGALI,female,young,dark,2
16,GANGARAM,2020,BENGALI,female,adult,light,9069
16,GANGARAM,2020,BENGALI,female,adult,medium,1251
16,GANGARAM,2020,BENGALI,female,adult,dark,109
16,GANGARAM,2020,BENGALI,female,middle_aged,light,2949
16,GANGARAM,2020,BENGALI,female,middle_aged,medium,798
16,GANGARAM,2020,BENGALI,female,middle_aged,dark,27
16,GANGARAM,2020,BENGALI,female,old,light,577
16,GANGARAM,2020,BENGALI,female,old,medium,511
16,GANGARAM,2020,BENGALI,female,old,dark,23
17,GANGARAM,2020,BENGALI,male,young,light,78
17,GANGARAM,2020,BENGALI,male,young,medium,1
17,GANGARAM,2020,BENGALI,male,young,dark,0
17,GANGARAM,2020,BENGALI,male,adult,light,6461
17,GANGARAM,2020,BENGALI,male,adult,medium,716
17,GANGARAM,2020,BENGALI,male,adult,dark,186
17,GANGARAM,2020,BENGALI,male,middle_aged,light,1500
17,GANGARAM,2020,BENGALI,male,middle_aged,medium,1473
17,GANGARAM,2020,BENGALI,male,middle_aged,dark,144
17,GANGARAM,2020,BENGALI,male,old,light,41
17,GANGARAM,2020,BENGALI,male,old,medium,149
17,GANGARAM,2020,BENGALI,male,old,dark,44
17,GANGARAM,2020,BENGALI,female,young,light,241
17,GANGARAM,2020,BENGALI,female,young,medium,5
17,GANGARAM,2020,BENGALI,female,young,dark,3
17,GANGARAM,2020,BENGALI,female,adult,light,5367
17,GANGARAM,2020,BENGALI,female,adult,medium,315
17,GANGARAM,2020,BENGALI,female,adult,dark,79
17,GANGARAM,2020,BENGALI,female,middle_aged,light,1221
17,GANGARAM,2020,BENGALI,female,middle_aged,medium,284
17,GANGARAM,2020,BENGALI,female,middle_aged,dark,8
17,GANGARAM,2020,BENGALI,female,old,light,11
17,GANGARAM,2020,BENGALI,female,old,medium,429
17,GANGARAM,2020,BENGALI,female,old,dark,1
18,GANGARAM,2020,BENGALI,male,young,light,200
18,GANGARAM,2020,BENGALI,male,young,medium,16
18,GANGARAM,2020,BENGALI,male,young,dark,8
18,GANGARAM,2020,BENGALI,male,adult,light,4059
18,GANGARAM,2020,BENGALI,male,adult,medium,1423
18,GANGARAM,2020,BENGALI,male,adult,dark,1131
18,GANGARAM,2020,BENGALI,male,middle_aged,light,2856
18,GANGARAM,2020,BENGALI,male,middle_aged,medium,1822
18,GANGARAM,2020,BENGALI,male,middle_aged,dark,296
18,GANGARAM,2020,BENGALI,male,old,light,330
18,GANGARAM,2020,BENGALI,male,old,medium,186
18,GANGARAM,2020,BENGALI,male,old,dark,65
18,GANGARAM,2020,BENGALI,female,young,light,129
18,GANGARAM,2020,BENGALI,female,young,medium,39
18,GANGARAM,2020,BENGALI,female,young,dark,9
18,GANGARAM,2020,BENGALI,female,adult,light,6937
18,GANGARAM,2020,BENGALI,female,adult,medium,2258
18,GANGARAM,2020,BENGALI,female,adult,dark,1052
18,GANGARAM,2020,BENGALI,female,middle_aged,light,2548
18,GANGARAM,2020,BENGALI,female,middle_aged,medium,858
18,GANGARAM,2020,BENGALI,female,middle_aged,dark,116
18,GANGARAM,2020,BENGALI,female,old,light,242
18,GANGARAM,2020,BENGALI,female,old,medium,474
18,GANGARAM,2020,BENGALI,female,old,dark,17
19,BHAGGOLOKKHI,2020,BENGALI,male,young,light,98
19,BHAGGOLOKKHI,2020,BENGALI,male,young,medium,1
19,BHAGGOLOKKHI,2020,BENGALI,male,young,dark,3
19,BHAGGOLOKKHI,2020,BENGALI,male,adult,light,13629
19,BHAGGOLOKKHI,2020,BENGALI,male,adult,medium,653
19,BHAGGOLOKKHI,2020,BENGALI,male,adult,dark,57
19,BHAGGOLOKKHI,2020,BENGALI,male,middle_aged,light,3081
19,BHAGGOLOKKHI,2020,BENGALI,male,middle_aged,medium,946
