video_key,video_id,program_vd,year_vd,lang,genre_vd,channel_vd,ats_vd,rating_vd,reach_vd,male_faces,female_faces,young_faces,adult_faces,middle_aged_faces,old_faces,light_faces,medium_faces,dark_faces,faces,derogatory,controversial,male_person_name,female_person_name,unisex_person_name,hindu_person_name,muslim_person_name,christian_person_name,transcript,non_stopword_transcript,program_ln,year_ln,genre_ln,channel_ln,ats_ln,rating_ln,reach_ln
463,m8z6Z6BhH94,NAAGIN,2019,HINDI,DRAMA/SOAP,Colors,36.96868008948546,0.74,2.01,6391,19485,332,24393,1151,0,22085,3681,110,25876,6,0,14,14,0,0,3,9,2322,926,NAAGIN,2019.0,DRAMA/SOAP,Colors,36.96868008948546,0.74,2.01
464,i3CjClUHRzI,NAAGIN,2019,HINDI,DRAMA/SOAP,Colors,36.96868008948546,0.74,2.01,13107,17914,196,28418,2407,0,26387,4574,60,31021,4,0,11,11,0,0,1,7,3754,1510,NAAGIN,2019.0,DRAMA/SOAP,Colors,36.96868008948546,0.74,2.01
465,sRysHmcmdP4,NAAGIN,2019,HINDI,DRAMA/SOAP,Colors,36.96868008948546,0.74,2.01,4886,20336,284,22217,2721,0,20532,3298,1392,25222,3,0,9,9,0,0,0,6,3168,1333,NAAGIN,2019.0,DRAMA/SOAP,Colors,36.96868008948546,0.74,2.01
466,uQIOQ3zLO_0,NAAGIN,2019,HINDI,DRAMA/SOAP,Colors,36.96868008948546,0.74,2.01,8606,21644,144,28159,1947,0,28276,1430,544,30250,3,0,14,14,0,0,3,9,2528,1025,NAAGIN,2019.0,DRAMA/SOAP,Colors,36.96868008948546,0.74,2.01
467,mfFihbdSPjg,NAAGIN,2019,HINDI,DRAMA/SOAP,Colors,36.96868008948546,0.74,2.01,10001,21064,188,27530,3347,0,27456,3399,210,31065,2,0,13,13,0,0,1,9,3417,1403,NAAGIN,2019.0,DRAMA/SOAP,Colors,36.96868008948546,0.74,2.01
470,y90hpqrY3ew,PYAAR KI LUKA CHUPPI,2019,HINDI,DRAMA/SOAP,Dangal,46.27867935086738,0.7,1.52,9756,13740,406,20141,2907,42,21493,1841,162,23496,4,0,11,11,0,0,1,6,3387,1332,PYAAR KI LUKA CHUPPI,2019.0,DRAMA/SOAP,Dangal,46.27867935086738,0.7,1.52
471,NW5NC4z-mac,PYAAR KI LUKA CHUPPI,2019,HINDI,DRAMA/SOAP,Dangal,46.27867935086738,0.7,1.52,6691,13449,320,18302,1367,151,18546,1453,141,20140,4,0,14,14,0,0,3,7,2782,1123,PYAAR KI LUKA CHUPPI,2019.0,DRAMA/SOAP,Dangal,46.27867935086738,0.7,1.52
472,XLiY6ttVLts,PYAAR KI LUKA CHUPPI,2019,HINDI,DRAMA/SOAP,Dangal,46.27867935086738,0.7,1.52,11677,10870,674,16703,4939,231,21066,1202,279,22547,3,0,10,10,0,0,0,5,2785,1134,PYAAR KI LUKA CHUPPI,2019.0,DRAMA/SOAP,Dangal,46.27867935086738,0.7,1.52
473,x1KSj1GWe0Y,RAAVI,2019,HINDI,DRAMA/SOAP,Big Magic,32.82700421940928,0.7,2.13,7375,6394,2557,10114,1095,3,10570,2750,449,13769,2,0,27,25,1,0,3,12,1749,701,RAAVI,2019.0,DRAMA/SOAP,Big Magic,32.82700421940928,0.7,2.13
474,-oe5MRYcY8U,RAAVI,2019,HINDI,DRAMA/SOAP,Big Magic,32.82700421940928,0.7,2.13,6001,6556,2405,9007,1144,1,9524,2795,238,12557,4,0,10,9,0,0,0,6,1834,712,RAAVI,2019.0,DRAMA/SOAP,Big Magic,32.82700421940928,0.7,2.13
475,3w-X_yGYuNo,RAAVI,2019,HINDI,DRAMA/SOAP,Big Magic,32.82700421940928,0.7,2.13,7279,5463,3467,8286,979,10,7638,4487,617,12742,2,0,18,17,0,0,1,9,1700,667,RAAVI,2019.0,DRAMA/SOAP,Big Magic,32.82700421940928,0.7,2.13
476,E86Mm8VKSH8,RAAVI,2019,HINDI,DRAMA/SOAP,Big Magic,32.82700421940928,0.7,2.13,5757,5587,4220,6616,506,2,7146,3844,354,11344,2,0,0,0,0,0,0,0,1670,668,RAAVI,2019.0,DRAMA/SOAP,Big Magic,32.82700421940928,0.7,2.13
477,QdAQRA_oa10,RAAVI,2019,HINDI,DRAMA/SOAP,Big Magic,32.82700421940928,0.7,2.13,5128,7058,2128,9491,567,0,8490,3256,440,12186,2,0,15,14,0,0,0,7,1618,606,RAAVI,2019.0,DRAMA/SOAP,Big Magic,32.82700421940928,0.7,2.13
478,xwdcRTyr6V8,CIF,2019,HINDI,ACTION/THRILLER,Dangal,33.609500138083405,0.67,1.99,26112,7133,308,21284,11653,0,21699,6371,5175,33245,5,0,16,15,1,0,5,5,3112,1347,CIF,2019.0,ACTION/THRILLER,Dangal,33.609500138083405,0.67,1.99
479,zcu3r3yJhs8,CIF,2019,HINDI,ACTION/THRILLER,Dangal,33.609500138083405,0.67,1.99,38599,9621,486,25577,21819,338,33272,11280,3668,48220,5,0,9,9,0,0,4,3,3089,1342,CIF,2019.0,ACTION/THRILLER,Dangal,33.609500138083405,0.67,1.99
480,qqBPJ3oNO2k,CIF,2019,HINDI,ACTION/THRILLER,Dangal,33.609500138083405,0.67,1.99,31696,6521,1697,15755,20735,30,24533,7228,6456,38217,9,0,51,48,2,0,14,24,3017,1219,CIF,2019.0,ACTION/THRILLER,Dangal,33.609500138083405,0.67,1.99
481,CZG-mlZcM48,CIF,2019,HINDI,ACTION/THRILLER,Dangal,33.609500138083405,0.67,1.99,29834,10405,2214,21706,16197,122,31079,6911,2249,40239,9,0,21,20,1,0,3,9,3203,1322,CIF,2019.0,ACTION/THRILLER,Dangal,33.609500138083405,0.67,1.99
482,qbr3saFIZWY,CIF,2019,HINDI,ACTION/THRILLER,Dangal,33.609500138083405,0.67,1.99,34722,9233,1061,22812,19417,665,32000,7836,4119,43955,4,0,16,16,0,0,3,7,3227,1393,CIF,2019.0,ACTION/THRILLER,Dangal,33.609500138083405,0.67,1.99
483,b-GlqCI0Csk,UTTAR RAMAYAN/LUV KUSH,2020,HINDI,MYTHOLOGICAL/COSTUME DRAMAS,DD National,60.03649635036496,6.28,10.46,9064,4807,5157,5704,2724,286,10383,3454,34,13871,10,0,10,10,0,0,3,4,2534,1099,UTTAR RAMAYAN/LUV KUSH,2020.0,MYTHOLOGICAL/COSTUME DRAMAS,DD National,60.03649635036496,6.28,10.46
484,x5kEi459I0M,UTTAR RAMAYAN/LUV KUSH,2020,HINDI,MYTHOLOGICAL/COSTUME DRAMAS,DD National,60.03649635036496,6.28,10.46,8548,5993,3926,7451,2700,464,13441,621,479,14541,4,0,11,11,0,0,3,6,1974,919,UTTAR RAMAYAN/LUV KUSH,2020.0,MYTHOLOGICAL/COSTUME DRAMAS,DD National,60.03649635036496,6.28,10.46
485,4wXTPAzv0Gg,UTTAR RAMAYAN/LUV KUSH,2020,HINDI,MYTHOLOGICAL/COSTUME DRAMAS,DD National,60.03649635036496,6.28,10.46,8398,5162,2437,7118,3659,346,13017,364,179,13560,14,0,13,13,0,0,4,6,1817,836,UTTAR RAMAYAN/LUV KUSH,2020.0,MYTHOLOGICAL/COSTUME DRAMAS,DD National,60.03649635036496,6.28,10.46
486,A1ik-wfNYJU,UTTAR RAMAYAN/LUV KUSH,2020,HINDI,MYTHOLOGICAL/COSTUME DRAMAS,DD National,60.03649635036496,6.28,10.46,9228,6730,1152,9480,4917,409,14299,850,809,15958,2,0,10,10,0,0,2,5,1403,567,UTTAR RAMAYAN/LUV KUSH,2020.0,MYTHOLOGICAL/COSTUME DRAMAS,DD National,60.03649635036496,6.28,10.46
487,H_rw54-a3qc,UTTAR RAMAYAN/LUV KUSH,2020,HINDI,MYTHOLOGICAL/COSTUME DRAMAS,DD National,60.03649635036496,6.28,10.46,13711,4206,432,9652,6683,1150,13765,3116,1036,17917,6,0,15,15,0,0,6,5,2027,933,UTTAR RAMAYAN/LUV KUSH,2020.0,MYTHOLOGICAL/COSTUME DRAMAS,DD National,60.03649635036496,6.28,10.46
488,TRIrnDqtQjk,MAHABHARAT,2020,HINDI,MYTHOLOGICAL/COSTUME DRAMAS,DD Bharati,61.5470538955599,3.24,5.26,9385,2496,69,9890,1922,0,7025,4459,397,11881,1,0,15,15,0,0,6,8,1617,627,MAHABHARAT,2020.0,MYTHOLOGICAL/COSTUME DRAMAS,DD Bharati,61.5470538955599,3.24,5.26
489,agE5LdFur5A,MAHABHARAT,2020,HINDI,MYTHOLOGICAL/COSTUME DRAMAS,DD Bharati,61.5470538955599,3.24,5.26,10595,450,19,8348,2666,12,7913,3125,7,11045,2,0,27,27,0,0,12,14,1005,415,MAHABHARAT,2020.0,MYTHOLOGICAL/COSTUME DRAMAS,DD Bharati,61.5470538955599,3.24,5.26
490,BJmUyuskgmI,MAHABHARAT,2020,HINDI,MYTHOLOGICAL/COSTUME DRAMAS,DD Bharati,61.5470538955599,3.24,5.26,7481,3201,12,8564,2106,0,7654,2975,53,10682,4,0,19,19,0,0,7,11,1733,735,MAHABHARAT,2020.0,MYTHOLOGICAL/COSTUME DRAMAS,DD Bharati,61.5470538955599,3.24,5.26
491,3ycr-osW5VY,MAHABHARAT,2020,HINDI,MYTHOLOGICAL/COSTUME DRAMAS,DD Bharati,61.5470538955599,3.24,5.26,9651,1560,109,7568,3530,4,8440,2559,212,11211,3,0,15,15,0,0,5,10,1589,688,MAHABHARAT,2020.0,MYTHOLOGICAL/COSTUME DRAMAS,DD Bharati,61.5470538955599,3.24,5.26
492,yho14knGD9g,MAHABHARAT,2020,HINDI,MYTHOLOGICAL/COSTUME DRAMAS,DD Bharati,61.5470538955599,3.24,5.26,9138,2432,258,9425,1887,0,9178,1483,909,11570,5,0,22,22,0,0,6,6,1166,523,MAHABHARAT,2020.0,MYTHOLOGICAL/COSTUME DRAMAS,DD Bharati,61.5470538955599,3.24,5.26
493,Bi7x1nCN4FI,SHRI KRISHNA/ KRISHNA,2020,HINDI,MYTHOLOGICAL/COSTUME DRAMAS,DD National,57.92805755395683,1.08,1.86,11506,6205,310,9896,3780,3725,17372,332,7,17711,6,0,8,8,0,0,5,3,1875,816,SHRI KRISHNA/ KRISHNA,2020.0,MYTHOLOGICAL/COSTUME DRAMAS,DD National,57.92805755395683,1.08,1.86
494,VSxIhtbr9b8,SHRI KRISHNA/ KRISHNA,2020,HINDI,MYTHOLOGICAL/COSTUME DRAMAS,DD National,57.92805755395683,1.08,1.86,12137,6393,452,13780,4282,16,18004,339,187,18530,8,0,10,10,0,0,2,5,2116,966,SHRI KRISHNA/ KRISHNA,2020.0,MYTHOLOGICAL/COSTUME DRAMAS,DD National,57.92805755395683,1.08,1.86
497,vwd1oGYQ0GQ,SHRI KRISHNA/ KRISHNA,2020,HINDI,MYTHOLOGICAL/COSTUME DRAMAS,DD National,57.92805755395683,1.08,1.86,11173,10866,767,17724,3530,18,21559,360,120,22039,5,0,0,0,0,0,0,0,3061,1272,SHRI KRISHNA/ KRISHNA,2020.0,MYTHOLOGICAL/COSTUME DRAMAS,DD National,57.92805755395683,1.08,1.86
498,7RtuHhhuPfc,VISHNU PURAN,2020,HINDI,MYTHOLOGICAL/COSTUME DRAMAS,DD Bharati,35.12630014858841,0.96,2.09,14557,4796,644,11774,6597,338,18861,198,294,19353,6,0,25,25,0,0,8,14,1835,781,VISHNU PURAN,2020.0,MYTHOLOGICAL/COSTUME DRAMAS,DD Bharati,35.12630014858841,0.96,2.09
499,kJQWfuSYc8g,VISHNU PURAN,2020,HINDI,MYTHOLOGICAL/COSTUME DRAMAS,DD Bharati,35.12630014858841,0.96,2.09,15671,11059,6201,18526,2003,0,24639,1234,857,26730,3,0,30,30,0,0,10,16,1949,889,VISHNU PURAN,2020.0,MYTHOLOGICAL/COSTUME DRAMAS,DD Bharati,35.12630014858841,0.96,2.09
500,bTucaYr3HwA,VISHNU PURAN,2020,HINDI,MYTHOLOGICAL/COSTUME DRAMAS,DD Bharati,35.12630014858841,0.96,2.09,13110,1944,1425,9363,4266,0,14516,336,202,15054,2,0,14,14,0,0,7,5,1642,727,VISHNU PURAN,2020.0,MYTHOLOGICAL/COSTUME DRAMAS,DD Bharati,35.12630014858841,0.96,2.09
501,kFzxOvDhiU8,VISHNU PURAN,2020,HINDI,MYTHOLOGICAL/COSTUME DRAMAS,DD Bharati,35.12630014858841,0.96,2.09,17420,7109,1229,12945,10275,80,23645,164,720,24529,7,0,16,16,0,0,9,5,2867,1231,VISHNU PURAN,2020.0,MYTHOLOGICAL/COSTUME DRAMAS,DD Bharati,35.12630014858841,0.96,2.09
502,R6z7D-3rt1s,VISHNU PURAN,2020,HINDI,MYTHOLOGICAL/COSTUME DRAMAS,DD Bharati,35.12630014858841,0.96,2.09,15855,8022,1526,15856,6495,0,22428,445,1004,23877,2,0,10,10,0,0,6,3,2304,965,VISHNU PURAN,2020.0,MYTHOLOGICAL/COSTUME DRAMAS,DD Bharati,35.12630014858841,0.96,2.09
503,AoOHCYmw4to,BAALVEER RETURNS,2020,HINDI,CHILDRENS PROGRAM,Sony Pal,97.45996686913307,0.94,1.79,12767,4255,908,13434,2670,10,15108,1807,107,17022,4,0,11,11,0,0,2,4,2293,1042,BAALVEER RETURNS,2020.0,CHILDRENS PROGRAM,Sony Pal,97.45996686913307,0.94,1.79
504,ZThd2Krro84,BAALVEER RETURNS,2020,HINDI,CHILDRENS PROGRAM,Sony Pal,97.45996686913307,0.94,1.79,9182,5198,4255,8667,1458,0,11302,2554,524,14380,4,0,14,14,0,0,5,6,1916,907,BAALVEER RETURNS,2020.0,CHILDRENS PROGRAM,Sony Pal,97.45996686913307,0.94,1.79
505,rvrr_iF6RVA,BAALVEER RETURNS,2020,HINDI,CHILDRENS PROGRAM,Sony Pal,97.45996686913307,0.94,1.79,13305,5032,2185,13487,2665,0,16286,1838,213,18337,4,0,17,17,0,0,4,4,1837,796,BAALVEER RETURNS,2020.0,CHILDRENS PROGRAM,Sony Pal,97.45996686913307,0.94,1.79
506,lG556zHC9vg,BAALVEER RETURNS,2020,HINDI,CHILDRENS PROGRAM,Sony Pal,97.45996686913307,0.94,1.79,10378,2523,897,8994,2982,28,11892,650,359,12901,8,0,15,14,1,0,5,2,2006,839,BAALVEER RETURNS,2020.0,CHILDRENS PROGRAM,Sony Pal,97.45996686913307,0.94,1.79
507,8GYwv7jTI08,BAALVEER RETURNS,2020,HINDI,CHILDRENS PROGRAM,Sony Pal,97.45996686913307,0.94,1.79,8144,6693,1839,9946,3049,3,14023,323,491,14837,5,0,19,19,0,0,4,8,2165,871,BAALVEER RETURNS,2020.0,CHILDRENS PROGRAM,Sony Pal,97.45996686913307,0.94,1.79
508,yAZypWrUxj4,DIVYA DRISHTI,2020,HINDI,DRAMA/SOAP,STAR Plus,36.32502831257078,0.86,2.38,2574,5315,161,7649,79,0,6672,692,525,7889,0,0,4,3,0,0,1,2,36,7,DIVYA DRISHTI,2020.0,DRAMA/SOAP,STAR Plus,36.32502831257078,0.86,2.38
509,Uztzl9khhrY,DIVYA DRISHTI,2020,HINDI,DRAMA/SOAP,STAR Plus,36.32502831257078,0.86,2.38,2447,2403,65,4685,100,0,3971,740,139,4850,0,0,0,0,0,0,0,0,1,0,DIVYA DRISHTI,2020.0,DRAMA/SOAP,STAR Plus,36.32502831257078,0.86,2.38
510,g01QXsqvgo4,DIVYA DRISHTI,2020,HINDI,DRAMA/SOAP,STAR Plus,36.32502831257078,0.86,2.38,2991,5036,297,7505,209,16,5965,1161,901,8027,0,0,0,0,0,0,0,0,15,4,DIVYA DRISHTI,2020.0,DRAMA/SOAP,STAR Plus,36.32502831257078,0.86,2.38
511,AIsfEgaz__c,DIVYA DRISHTI,2020,HINDI,DRAMA/SOAP,STAR Plus,36.32502831257078,0.86,2.38,3181,4575,153,7308,295,0,5524,1197,1035,7756,0,0,18,16,1,0,1,9,27,3,DIVYA DRISHTI,2020.0,DRAMA/SOAP,STAR Plus,36.32502831257078,0.86,2.38
512,Pq6pvDgTDsU,DIVYA DRISHTI,2020,HINDI,DRAMA/SOAP,STAR Plus,36.32502831257078,0.86,2.38,5979,4291,171,10006,93,0,5209,3485,1576,10270,0,0,28,27,0,0,4,16,33,11,DIVYA DRISHTI,2020.0,DRAMA/SOAP,STAR Plus,36.32502831257078,0.86,2.38
513,U-XNxApz1Lc,DIVYA DRISHTI,2020,HINDI,DRAMA/SOAP,STAR Plus,36.32502831257078,0.86,2.38,3292,2808,100,5881,119,0,3272,1407,1421,6100,0,0,0,0,0,0,0,0,5,3,DIVYA DRISHTI,2020.0,DRAMA/SOAP,STAR Plus,36.32502831257078,0.86,2.38
514,0t2HfeXDRjI,DIVYA DRISHTI,2020,HINDI,DRAMA/SOAP,STAR Plus,36.32502831257078,0.86,2.38,2802,2781,57,5158,368,0,3250,1607,726,5583,0,0,2,2,0,0,1,1,4,0,DIVYA DRISHTI,2020.0,DRAMA/SOAP,STAR Plus,36.32502831257078,0.86,2.38
515,Dv7XqCWJhuI,DIVYA DRISHTI,2020,HINDI,DRAMA/SOAP,STAR Plus,36.32502831257078,0.86,2.38,1946,4571,110,6192,215,0,5063,898,556,6517,0,0,15,10,3,0,0,4,72,20,DIVYA DRISHTI,2020.0,DRAMA/SOAP,STAR Plus,36.32502831257078,0.86,2.38
516,6BXxOTVIdKg,DIVYA DRISHTI,2020,HINDI,DRAMA/SOAP,STAR Plus,36.32502831257078,0.86,2.38,5920,6200,141,11667,312,0,11185,745,190,12120,0,0,6,6,0,0,1,1,22,9,DIVYA DRISHTI,2020.0,DRAMA/SOAP,STAR Plus,36.32502831257078,0.86,2.38
517,PD8K2igl8O4,DIVYA DRISHTI,2020,HINDI,DRAMA/SOAP,STAR Plus,36.32502831257078,0.86,2.38,3149,6197,231,8822,293,0,8383,436,527,9346,0,0,6,6,0,0,0,5,23,1,DIVYA DRISHTI,2020.0,DRAMA/SOAP,STAR Plus,36.32502831257078,0.86,2.38
518,Wb7FKaT-q14,DIVYA DRISHTI,2020,HINDI,DRAMA/SOAP,STAR Plus,36.32502831257078,0.86,2.38,3242,6208,137,9099,214,0,5451,1288,2711,9450,1,0,6,6,0,0,1,3,228,54,DIVYA DRISHTI,2020.0,DRAMA/SOAP,STAR Plus,36.32502831257078,0.86,2.38
519,UhvGlZIBmU4,DIVYA DRISHTI,2020,HINDI,DRAMA/SOAP,STAR Plus,36.32502831257078,0.86,2.38,3903,4787,119,8428,143,0,5974,1108,1608,8690,0,0,0,0,0,0,0,0,5,2,DIVYA DRISHTI,2020.0,DRAMA/SOAP,STAR Plus,36.32502831257078,0.86,2.38
520,UA69ayOaN-I,DIVYA DRISHTI,2020,HINDI,DRAMA/SOAP,STAR Plus,36.32502831257078,0.86,2.38,1082,4756,128,5517,193,0,5216,550,72,5838,0,0,4,4,0,0,0,4,9,1,DIVYA DRISHTI,2020.0,DRAMA/SOAP,STAR Plus,36.32502831257078,0.86,2.38
521,cjNdEtnOHys,DIVYA DRISHTI,2020,HINDI,DRAMA/SOAP,STAR Plus,36.32502831257078,0.86,2.38,3034,5799,105,8249,479,0,8124,598,111,8833,0,0,5,3,2,0,1,1,12,2,DIVYA DRISHTI,2020.0,DRAMA/SOAP,STAR Plus,36.32502831257078,0.86,2.38
522,ceaZ0ztCoFw,DIVYA DRISHTI,2020,HINDI,DRAMA/SOAP,STAR Plus,36.32502831257078,0.86,2.38,3538,7965,130,10828,545,0,10851,592,60,11503,0,0,8,7,0,0,3,3,22,6,DIVYA DRISHTI,2020.0,DRAMA/SOAP,STAR Plus,36.32502831257078,0.86,2.38
523,507AxIhSmVI,DIVYA DRISHTI,2020,HINDI,DRAMA/SOAP,STAR Plus,36.32502831257078,0.86,2.38,3613,6033,87,9138,421,0,8184,1182,280,9646,0,0,3,1,2,0,2,1,14,3,DIVYA DRISHTI,2020.0,DRAMA/SOAP,STAR Plus,36.32502831257078,0.86,2.38
524,ygc2mwRrsGo,DIVYA DRISHTI,2020,HINDI,DRAMA/SOAP,STAR Plus,36.32502831257078,0.86,2.38,3591,5845,86,8831,519,0,8576,771,89,9436,0,0,3,3,0,0,0,2,5,0,DIVYA DRISHTI,2020.0,DRAMA/SOAP,STAR Plus,36.32502831257078,0.86,2.38
525,oXOy3JaelFQ,DIVYA DRISHTI,2020,HINDI,DRAMA/SOAP,STAR Plus,36.32502831257078,0.86,2.38,4263,6896,36,10957,166,0,9446,1621,92,11159,0,0,5,3,2,0,0,4,8,2,DIVYA DRISHTI,2020.0,DRAMA/SOAP,STAR Plus,36.32502831257078,0.86,2.38
526,5Piszf1l-0E,DIVYA DRISHTI,2020,HINDI,DRAMA/SOAP,STAR Plus,36.32502831257078,0.86,2.38,4592,6789,103,10698,580,0,9467,1580,334,11381,0,0,18,15,1,0,2,7,24,3,DIVYA DRISHTI,2020.0,DRAMA/SOAP,STAR Plus,36.32502831257078,0.86,2.38
527,0V4v3S0rty4,DIVYA DRISHTI,2020,HINDI,DRAMA/SOAP,STAR Plus,36.32502831257078,0.86,2.38,5436,6951,108,12048,231,0,10441,1781,165,12387,2,0,9,8,1,0,1,5,937,329,DIVYA DRISHTI,2020.0,DRAMA/SOAP,STAR Plus,36.32502831257078,0.86,2.38
528,O5gO3eVVvkk,NAAGIN,2021,HINDI,DRAMA/SOAP,Colors,36.641645815957745,0.92,2.51,16950,9601,435,23995,2121,0,22232,3694,625,26551,4,0,11,11,0,0,4,4,2694,1049,NAAGIN,2021.0,DRAMA/SOAP,Colors,36.641645815957745,0.92,2.51
529,hw2wRqmIXKI,NAAGIN,2021,HINDI,DRAMA/SOAP,Colors,36.641645815957745,0.92,2.51,17789,10237,166,26994,866,0,24163,3325,538,28026,4,0,13,13,0,0,1,4,2628,983,NAAGIN,2021.0,DRAMA/SOAP,Colors,36.641645815957745,0.92,2.51
530,kEwF4DUqRBM,NAAGIN,2021,HINDI,DRAMA/SOAP,Colors,36.641645815957745,0.92,2.51,16068,12553,157,28170,294,0,24462,3909,250,28621,4,0,11,11,0,0,2,6,3136,1222,NAAGIN,2021.0,DRAMA/SOAP,Colors,36.641645815957745,0.92,2.51
531,xKwVB9fLUrM,NAAGIN,2021,HINDI,DRAMA/SOAP,Colors,36.641645815957745,0.92,2.51,15473,14098,68,27563,1940,0,25417,3850,304,29571,2,0,11,11,0,0,2,5,2613,1008,NAAGIN,2021.0,DRAMA/SOAP,Colors,36.641645815957745,0.92,2.51
532,5fOOCItAunU,NAAGIN,2021,HINDI,DRAMA/SOAP,Colors,36.641645815957745,0.92,2.51,18443,11905,451,27884,2013,0,25559,4367,422,30348,4,0,11,11,0,0,3,6,2755,1089,NAAGIN,2021.0,DRAMA/SOAP,Colors,36.641645815957745,0.92,2.51
553,k1pN8HT4Bsc,APNA TIME BHI AAYEGA,2021,HINDI,DRAMA/SOAP,Zee TV/Zee Anmol,43.196073084265066,0.87,2.01,8969,13532,1773,17338,3287,103,22297,142,62,22501,4,0,13,12,1,0,3,7,2060,874,APNA TIME BHI AAYEGA,2021.0,DRAMA/SOAP,Zee TV/Zee Anmol,43.196073084265066,0.87,2.01
554,N70ONoHQEM0,APNA TIME BHI AAYEGA,2021,HINDI,DRAMA/SOAP,Zee TV/Zee Anmol,43.196073084265066,0.87,2.01,8240,10510,855,16833,1062,0,18593,137,20,18750,6,0,11,11,0,0,1,8,2742,1001,APNA TIME BHI AAYEGA,2021.0,DRAMA/SOAP,Zee TV/Zee Anmol,43.196073084265066,0.87,2.01
555,9HcmSLHNVoI,APNA TIME BHI AAYEGA,2021,HINDI,DRAMA/SOAP,Zee TV/Zee Anmol,43.196073084265066,0.87,2.01,6974,11448,1092,16161,1163,6,17982,440,0,18422,1,0,9,9,0,0,0,5,2262,913,APNA TIME BHI AAYEGA,2021.0,DRAMA/SOAP,Zee TV/Zee Anmol,43.196073084265066,0.87,2.01
556,Dba6srAlI1w,APNA TIME BHI AAYEGA,2021,HINDI,DRAMA/SOAP,Zee TV/Zee Anmol,43.196073084265066,0.87,2.01,5975,10639,765,14870,979,0,15695,919,0,16614,2,0,8,8,0,0,1,6,2210,868,APNA TIME BHI AAYEGA,2021.0,DRAMA/SOAP,Zee TV/Zee Anmol,43.196073084265066,0.87,2.01
557,2Az7rEMb7LI,APNA TIME BHI AAYEGA,2021,HINDI,DRAMA/SOAP,Zee TV/Zee Anmol,43.196073084265066,0.87,2.01,3984,12187,549,14240,1335,47,15319,852,0,16171,5,0,11,11,0,0,3,6,2212,854,APNA TIME BHI AAYEGA,2021.0,DRAMA/SOAP,Zee TV/Zee Anmol,43.196073084265066,0.87,2.01
558,LgyFdfwbews,KUNDALI BHAGYA,2021,HINDI,DRAMA/SOAP,Zee TV,38.43169853144916,0.87,2.24,2437,10152,10,11306,1193,80,10209,1847,533,12589,3,0,9,9,0,0,3,4,2445,906,KUNDALI BHAGYA,2021.0,DRAMA/SOAP,Zee TV,38.43169853144916,0.87,2.24
559,caqE4Q3RLz4,KUNDALI BHAGYA,2021,HINDI,DRAMA/SOAP,Zee TV,38.43169853144916,0.87,2.24,1814,12824,13,13128,1315,182,12099,2447,92,14638,3,0,11,11,0,0,2,6,2944,1031,KUNDALI BHAGYA,2021.0,DRAMA/SOAP,Zee TV,38.43169853144916,0.87,2.24
560,gGHZEkcK_x8,KUNDALI BHAGYA,2021,HINDI,DRAMA/SOAP,Zee TV,38.43169853144916,0.87,2.24,4685,12447,44,14538,2372,178,15706,1412,14,17132,4,0,8,8,0,0,1,2,2235,753,KUNDALI BHAGYA,2021.0,DRAMA/SOAP,Zee TV,38.43169853144916,0.87,2.24
561,p-l4pRVODe4,KUNDALI BHAGYA,2021,HINDI,DRAMA/SOAP,Zee TV,38.43169853144916,0.87,2.24,4137,11395,0,13021,2190,321,12590,2762,180,15532,3,0,10,10,0,0,2,5,3036,1040,KUNDALI BHAGYA,2021.0,DRAMA/SOAP,Zee TV,38.43169853144916,0.87,2.24
562,GuLN0reMS70,KUNDALI BHAGYA,2021,HINDI,DRAMA/SOAP,Zee TV,38.43169853144916,0.87,2.24,5612,9774,0,14118,1203,65,10860,4428,98,15386,6,0,8,8,0,0,1,5,2529,884,KUNDALI BHAGYA,2021.0,DRAMA/SOAP,Zee TV,38.43169853144916,0.87,2.24
563,a6CVTxqhUFo,KUCH TO HAI NAAGIN EK NAYE RANG MEIN,2021,HINDI,DRAMA/SOAP,Colors,35.11552928533047,0.83,2.37,6564,15807,471,19722,2176,2,15466,5582,1323,22371,3,0,10,9,1,0,0,6,2800,975,KUCH TO HAI NAAGIN EK NAYE RANG MEIN,2021.0,DRAMA/SOAP,Colors,35.11552928533047,0.83,2.37
564,kjyx3UCCGF4,KUCH TO HAI NAAGIN EK NAYE RANG MEIN,2021,HINDI,DRAMA/SOAP,Colors,35.11552928533047,0.83,2.37,8270,17655,686,21640,3581,18,19643,4852,1430,25925,2,0,8,8,0,0,0,6,2870,1121,KUCH TO HAI NAAGIN EK NAYE RANG MEIN,2021.0,DRAMA/SOAP,Colors,35.11552928533047,0.83,2.37
565,qcfm4bkOq6Y,KUCH TO HAI NAAGIN EK NAYE RANG MEIN,2021,HINDI,DRAMA/SOAP,Colors,35.11552928533047,0.83,2.37,4688,16634,1067,17577,2674,4,14666,4936,1720,21322,1,0,12,11,1,0,2,6,2402,877,KUCH TO HAI NAAGIN EK NAYE RANG MEIN,2021.0,DRAMA/SOAP,Colors,35.11552928533047,0.83,2.37
566,YT2ZprTiMmQ,KUCH TO HAI NAAGIN EK NAYE RANG MEIN,2021,HINDI,DRAMA/SOAP,Colors,35.11552928533047,0.83,2.37,8060,16674,564,21445,2725,0,15729,7262,1743,24734,5,0,16,14,2,0,4,8,3044,1168,KUCH TO HAI NAAGIN EK NAYE RANG MEIN,2021.0,DRAMA/SOAP,Colors,35.11552928533047,0.83,2.37
