video_key,video_id,program_vd,year_vd,lang,genre_vd,channel_vd,ats_vd,rating_vd,reach_vd,male_faces,female_faces,young_faces,adult_faces,middle_aged_faces,old_faces,light_faces,medium_faces,dark_faces,faces,derogatory,controversial,male_person_name,female_person_name,unisex_person_name,hindu_person_name,muslim_person_name,christian_person_name,transcript,non_stopword_transcript,program_ln,year_ln,genre_ln,channel_ln,ats_ln,rating_ln,reach_ln
201,fiwicS1JUXM,BOKUL KOTHA,2018,BENGALI,DRAMA/SOAP,Zee Bangla,52.57332595462092,3.22,6.13,13613,12403,1086,20164,4329,437,24142,1536,338,26016,0,0,39,37,2,0,30,9,1535,863,BOKUL KOTHA,2018.0,DRAMA/SOAP,Zee Bangla,52.57332595462092,3.22,6.13
202,XPbAQTzZ5CY,BOKUL KOTHA,2018,BENGALI,DRAMA/SOAP,Zee Bangla,52.57332595462092,3.22,6.13,20560,7477,398,24109,3530,0,22010,3095,2932,28037,0,0,14,14,0,0,13,1,2216,1172,BOKUL KOTHA,2018.0,DRAMA/SOAP,Zee Bangla,52.57332595462092,3.22,6.13
203,B2fL_gfuIQw,BOKUL KOTHA,2018,BENGALI,DRAMA/SOAP,Zee Bangla,52.57332595462092,3.22,6.13,10110,11490,215,16336,4669,380,20646,894,60,21600,1,0,17,16,1,0,9,8,2204,1287,BOKUL KOTHA,2018.0,DRAMA/SOAP,Zee Bangla,52.57332595462092,3.22,6.13
204,R4CmezdTtn4,BOKUL KOTHA,2018,BENGALI,DRAMA/SOAP,Zee Bangla,52.57332595462092,3.22,6.13,11833,11679,1090,17638,4522,262,21805,1700,7,23512,0,0,14,14,0,0,9,5,2370,1341,BOKUL KOTHA,2018.0,DRAMA/SOAP,Zee Bangla,52.57332595462092,3.22,6.13
205,xM8RIUzLFYE,ANDARMAHAL,2018,BENGALI,DRAMA/SOAP,Zee Bangla,41.448467966573816,2.26,5.46,2553,9638,397,9276,2518,0,9867,2264,60,12191,1,0,8,8,0,0,6,2,2436,1364,ANDARMAHAL,2018.0,DRAMA/SOAP,Zee Bangla,41.448467966573816,2.26,5.46
206,_K4T8YOvdzg,ANDARMAHAL,2018,BENGALI,DRAMA/SOAP,Zee Bangla,41.448467966573816,2.26,5.46,4125,6900,53,6267,2761,1944,7984,2919,122,11025,0,0,9,9,0,0,4,5,2116,1114,ANDARMAHAL,2018.0,DRAMA/SOAP,Zee Bangla,41.448467966573816,2.26,5.46
207,AiKQ72vPaGc,ANDARMAHAL,2018,BENGALI,DRAMA/SOAP,Zee Bangla,41.448467966573816,2.26,5.46,5673,6765,145,7099,2830,2364,8969,3070,399,12438,1,0,11,11,0,0,8,3,2287,1268,ANDARMAHAL,2018.0,DRAMA/SOAP,Zee Bangla,41.448467966573816,2.26,5.46
208,igjSSJzjDG8,ANDARMAHAL,2018,BENGALI,DRAMA/SOAP,Zee Bangla,41.448467966573816,2.26,5.46,3550,7901,803,7600,1835,1213,7829,3554,68,11451,0,0,79,78,0,1,67,12,2315,1238,ANDARMAHAL,2018.0,DRAMA/SOAP,Zee Bangla,41.448467966573816,2.26,5.46
209,1E5RgstZOYo,ANDARMAHAL,2018,BENGALI,DRAMA/SOAP,Zee Bangla,41.448467966573816,2.26,5.46,3736,8365,501,7253,3089,1258,9341,2637,123,12101,0,0,10,10,0,0,5,5,2148,1136,ANDARMAHAL,2018.0,DRAMA/SOAP,Zee Bangla,41.448467966573816,2.26,5.46
210,IELx289lOw0,NAKSHI KANTHA,2018,BENGALI,DRAMA/SOAP,Zee Bangla,54.65768799102133,2.25,4.12,5007,13108,891,16687,537,0,14327,3727,61,18115,3,1,9,9,0,0,3,6,2744,1529,NAKSHI KANTHA,2018.0,DRAMA/SOAP,Zee Bangla,54.65768799102133,2.25,4.12
211,V407cfvJKSU,NAKSHI KANTHA,2018,BENGALI,DRAMA/SOAP,Zee Bangla,54.65768799102133,2.25,4.12,5816,7687,10,10226,1697,1570,9737,2826,940,13503,0,0,10,9,1,0,6,4,2313,1207,NAKSHI KANTHA,2018.0,DRAMA/SOAP,Zee Bangla,54.65768799102133,2.25,4.12
212,EZ72Rw8wI5c,NAKSHI KANTHA,2018,BENGALI,DRAMA/SOAP,Zee Bangla,54.65768799102133,2.25,4.12,3881,8603,21,7860,2514,2089,7885,3976,623,12484,0,0,8,8,0,0,3,5,2049,1088,NAKSHI KANTHA,2018.0,DRAMA/SOAP,Zee Bangla,54.65768799102133,2.25,4.12
213,FfaXCB3ERNM,NAKSHI KANTHA,2018,BENGALI,DRAMA/SOAP,Zee Bangla,54.65768799102133,2.25,4.12,5728,9595,165,8984,4283,1891,7335,7045,943,15323,0,0,0,0,0,0,0,0,2115,1131,NAKSHI KANTHA,2018.0,DRAMA/SOAP,Zee Bangla,54.65768799102133,2.25,4.12
214,TuUlRpABlko,NAKSHI KANTHA,2018,BENGALI,DRAMA/SOAP,Zee Bangla,54.65768799102133,2.25,4.12,4840,8967,10,12801,792,204,9618,4139,50,13807,0,0,10,8,2,0,5,5,1839,1013,NAKSHI KANTHA,2018.0,DRAMA/SOAP,Zee Bangla,54.65768799102133,2.25,4.12
215,cXGvTVTs3NE,ALO CHHAYA,2019,BENGALI,DRAMA/SOAP,Zee Bangla,49.80435997764114,3.15,6.32,7946,14014,1162,16950,3848,0,20009,1941,10,21960,0,0,12,12,0,0,7,5,2515,1433,ALO CHHAYA,2019.0,DRAMA/SOAP,Zee Bangla,49.80435997764114,3.15,6.32
216,FvdH3QNE-9s,ALO CHHAYA,2019,BENGALI,DRAMA/SOAP,Zee Bangla,49.80435997764114,3.15,6.32,17351,13201,902,18711,10919,20,25954,4511,87,30552,0,0,13,12,0,1,11,2,1967,1138,ALO CHHAYA,2019.0,DRAMA/SOAP,Zee Bangla,49.80435997764114,3.15,6.32
217,SQ2VT0ZyKWk,ALO CHHAYA,2019,BENGALI,DRAMA/SOAP,Zee Bangla,49.80435997764114,3.15,6.32,7799,11727,341,12214,6971,0,17038,2355,133,19526,0,0,10,10,0,0,4,6,2370,1364,ALO CHHAYA,2019.0,DRAMA/SOAP,Zee Bangla,49.80435997764114,3.15,6.32
218,2g9Yx4Niz8s,ALO CHHAYA,2019,BENGALI,DRAMA/SOAP,Zee Bangla,49.80435997764114,3.15,6.32,7101,15839,600,15791,6539,10,21586,1354,0,22940,0,0,11,11,0,0,5,6,2270,1283,ALO CHHAYA,2019.0,DRAMA/SOAP,Zee Bangla,49.80435997764114,3.15,6.32
219,3wvSiXwHW1o,TRINAYANI,2019,BENGALI,DRAMA/SOAP,Zee Bangla,57.86548082267927,2.86,4.94,10451,10186,126,17890,2085,536,18396,2241,0,20637,0,0,0,0,0,0,0,0,1705,926,TRINAYANI,2019.0,DRAMA/SOAP,Zee Bangla,57.86548082267927,2.86,4.94
220,mjuAgQ_lo9Q,TRINAYANI,2019,BENGALI,DRAMA/SOAP,Zee Bangla,57.86548082267927,2.86,4.94,8526,7295,93,11829,3582,317,14025,1796,0,15821,4,0,8,8,0,0,5,3,2062,1155,TRINAYANI,2019.0,DRAMA/SOAP,Zee Bangla,57.86548082267927,2.86,4.94
221,eYRy1CaTGog,TRINAYANI,2019,BENGALI,DRAMA/SOAP,Zee Bangla,57.86548082267927,2.86,4.94,6203,12419,116,14669,2744,1093,15567,3045,10,18622,0,0,18,18,0,0,11,7,1808,1017,TRINAYANI,2019.0,DRAMA/SOAP,Zee Bangla,57.86548082267927,2.86,4.94
222,0qUmRtgLuPY,TRINAYANI,2019,BENGALI,DRAMA/SOAP,Zee Bangla,57.86548082267927,2.86,4.94,5019,9518,10,11034,2265,1228,10660,3877,0,14537,1,0,0,0,0,0,0,0,1649,888,TRINAYANI,2019.0,DRAMA/SOAP,Zee Bangla,57.86548082267927,2.86,4.94
223,ZT0lixwWQxY,BOKUL KOTHA,2019,BENGALI,DRAMA/SOAP,Zee Bangla,54.54035874439462,2.66,4.88,11900,9985,1098,19022,1765,0,20078,1148,659,21885,0,0,14,13,0,1,10,4,1681,933,BOKUL KOTHA,2019.0,DRAMA/SOAP,Zee Bangla,54.54035874439462,2.66,4.88
224,apAz19j4n-Y,BOKUL KOTHA,2019,BENGALI,DRAMA/SOAP,Zee Bangla,54.54035874439462,2.66,4.88,11025,6906,515,14980,2296,140,15040,596,2295,17931,1,0,12,11,1,0,9,3,770,415,BOKUL KOTHA,2019.0,DRAMA/SOAP,Zee Bangla,54.54035874439462,2.66,4.88
225,c08pjJzyne4,BOKUL KOTHA,2019,BENGALI,DRAMA/SOAP,Zee Bangla,54.54035874439462,2.66,4.88,12390,12987,185,22032,2877,283,23972,1033,372,25377,0,0,14,12,1,1,11,3,1291,721,BOKUL KOTHA,2019.0,DRAMA/SOAP,Zee Bangla,54.54035874439462,2.66,4.88
226,daeX84ekv8Y,BOKUL KOTHA,2019,BENGALI,DRAMA/SOAP,Zee Bangla,54.54035874439462,2.66,4.88,11267,13775,2504,20286,2212,40,24416,626,0,25042,1,0,12,11,0,1,7,5,2191,1224,BOKUL KOTHA,2019.0,DRAMA/SOAP,Zee Bangla,54.54035874439462,2.66,4.88
228,VN4wEn-LS0o,KI KORE BOLBO TOMAY,2019,BENGALI,DRAMA/SOAP,Zee Bangla,52.02440377149196,2.16,4.15,4520,10374,564,14087,243,0,13918,926,50,14894,0,0,12,12,0,0,8,4,1782,1025,KI KORE BOLBO TOMAY,2019.0,DRAMA/SOAP,Zee Bangla,52.02440377149196,2.16,4.15
229,fm2ZOgj8_1I,KI KORE BOLBO TOMAY,2019,BENGALI,DRAMA/SOAP,Zee Bangla,52.02440377149196,2.16,4.15,6616,16044,245,20608,1807,0,20815,1659,186,22660,1,0,15,15,0,0,10,5,1475,772,KI KORE BOLBO TOMAY,2019.0,DRAMA/SOAP,Zee Bangla,52.02440377149196,2.16,4.15
230,Ep_xOnqMSAU,KI KORE BOLBO TOMAY,2019,BENGALI,DRAMA/SOAP,Zee Bangla,52.02440377149196,2.16,4.15,5385,15477,743,18132,1987,0,20215,575,72,20862,0,0,10,9,1,0,3,7,853,427,KI KORE BOLBO TOMAY,2019.0,DRAMA/SOAP,Zee Bangla,52.02440377149196,2.16,4.15
231,raAiR5do5iQ,KI KORE BOLBO TOMAY,2019,BENGALI,DRAMA/SOAP,Zee Bangla,52.02440377149196,2.16,4.15,3872,12607,676,14238,1565,0,15812,647,20,16479,0,0,6,6,0,0,3,3,722,347,KI KORE BOLBO TOMAY,2019.0,DRAMA/SOAP,Zee Bangla,52.02440377149196,2.16,4.15
232,f6dplZLoW5s,NETAJI,2019,BENGALI,DRAMA/SOAP,Zee Bangla,49.29893438025799,2.1,4.26,21298,9854,494,26604,4054,0,28083,3009,60,31152,0,0,11,10,1,0,5,6,1556,852,NETAJI,2019.0,DRAMA/SOAP,Zee Bangla,49.29893438025799,2.1,4.26
233,LiR5UnScjGI,NETAJI,2019,BENGALI,DRAMA/SOAP,Zee Bangla,49.29893438025799,2.1,4.26,12291,9443,529,16149,5024,32,19767,1714,253,21734,0,0,13,13,0,0,8,5,1945,1077,NETAJI,2019.0,DRAMA/SOAP,Zee Bangla,49.29893438025799,2.1,4.26
234,ADS4Gg5k5hs,NETAJI,2019,BENGALI,DRAMA/SOAP,Zee Bangla,49.29893438025799,2.1,4.26,7980,10118,443,15451,2204,0,15774,2055,269,18098,0,0,5,5,0,0,2,3,1804,999,NETAJI,2019.0,DRAMA/SOAP,Zee Bangla,49.29893438025799,2.1,4.26
235,rea3THkw2wM,NETAJI,2019,BENGALI,DRAMA/SOAP,Zee Bangla,49.29893438025799,2.1,4.26,7741,12491,1181,17432,1619,0,18844,1378,10,20232,0,0,11,11,0,0,6,5,1674,948,NETAJI,2019.0,DRAMA/SOAP,Zee Bangla,49.29893438025799,2.1,4.26
236,iOTm9IzrcW4,NETAJI,2019,BENGALI,DRAMA/SOAP,Zee Bangla,49.29893438025799,2.1,4.26,10163,10668,657,16591,3583,0,18597,1511,723,20831,1,0,11,11,0,0,6,5,1625,932,NETAJI,2019.0,DRAMA/SOAP,Zee Bangla,49.29893438025799,2.1,4.26
237,RXA1uZIu5wE,KRISHNAKOLI,2019,BENGALI,DRAMA/SOAP,Zee Bangla,56.30530973451327,2.09,3.72,11604,9839,976,15058,5409,0,16837,4564,42,21443,1,0,18,18,0,0,9,9,2509,1474,KRISHNAKOLI,2019.0,DRAMA/SOAP,Zee Bangla,56.30530973451327,2.09,3.72
238,yXjlgcafCCY,KRISHNAKOLI,2019,BENGALI,DRAMA/SOAP,Zee Bangla,56.30530973451327,2.09,3.72,4206,9534,666,10304,2760,10,9816,3420,504,13740,11,0,15,15,0,0,7,8,1935,1067,KRISHNAKOLI,2019.0,DRAMA/SOAP,Zee Bangla,56.30530973451327,2.09,3.72
239,2KUioip1wZ8,KRISHNAKOLI,2019,BENGALI,DRAMA/SOAP,Zee Bangla,56.30530973451327,2.09,3.72,10804,14176,291,18245,6368,76,16865,7640,475,24980,22,12,15,15,0,0,8,7,2142,1172,KRISHNAKOLI,2019.0,DRAMA/SOAP,Zee Bangla,56.30530973451327,2.09,3.72
240,GZScebuMuMc,KRISHNAKOLI,2019,BENGALI,DRAMA/SOAP,Zee Bangla,56.30530973451327,2.09,3.72,12197,15949,586,21163,6243,154,19666,8050,430,28146,12,7,0,0,0,0,0,0,2122,1173,KRISHNAKOLI,2019.0,DRAMA/SOAP,Zee Bangla,56.30530973451327,2.09,3.72
241,pReqGfwH1T0,NOJOR,2019,BENGALI,DRAMA/SOAP,STAR Jalsha,40.038967364831954,1.93,4.82,7973,12645,1503,17650,1465,0,20192,417,9,20618,0,0,11,11,0,0,6,5,999,548,NOJOR,2019.0,DRAMA/SOAP,STAR Jalsha,40.038967364831954,1.93,4.82
242,nbkRBD4WWtU,NOJOR,2019,BENGALI,DRAMA/SOAP,STAR Jalsha,40.038967364831954,1.93,4.82,9344,12002,443,20315,588,0,21050,282,14,21346,0,0,14,14,0,0,7,7,1494,803,NOJOR,2019.0,DRAMA/SOAP,STAR Jalsha,40.038967364831954,1.93,4.82
243,NrnQqwyrGbg,NOJOR,2019,BENGALI,DRAMA/SOAP,STAR Jalsha,40.038967364831954,1.93,4.82,3215,9491,774,11882,50,0,12179,490,37,12706,0,0,0,0,0,0,0,0,1130,625,NOJOR,2019.0,DRAMA/SOAP,STAR Jalsha,40.038967364831954,1.93,4.82
244,m_EXsn5hj0g,NOJOR,2019,BENGALI,DRAMA/SOAP,STAR Jalsha,40.038967364831954,1.93,4.82,3948,10460,1372,12634,402,0,14203,183,22,14408,0,0,0,0,0,0,0,0,1214,668,NOJOR,2019.0,DRAMA/SOAP,STAR Jalsha,40.038967364831954,1.93,4.82
245,29yQ0kobcOM,NOJOR,2019,BENGALI,DRAMA/SOAP,STAR Jalsha,40.038967364831954,1.93,4.82,15443,16806,1623,28020,2606,0,31666,580,3,32249,0,0,20,20,0,0,12,8,1116,607,NOJOR,2019.0,DRAMA/SOAP,STAR Jalsha,40.038967364831954,1.93,4.82
246,dwSyH_rpv90,APARAJITA APU,2020,BENGALI,DRAMA/SOAP,Zee Bangla,55.37694013303769,4.32,7.8,8201,17774,564,19532,5869,10,22599,3067,309,25975,0,0,0,0,0,0,0,0,1496,848,APARAJITA APU,2020.0,DRAMA/SOAP,Zee Bangla,55.37694013303769,4.32,7.8
247,gq5A3D8xENY,APARAJITA APU,2020,BENGALI,DRAMA/SOAP,Zee Bangla,55.37694013303769,4.32,7.8,5891,10880,122,15202,1447,0,13575,3064,132,16771,0,0,9,9,0,0,4,5,2173,1200,APARAJITA APU,2020.0,DRAMA/SOAP,Zee Bangla,55.37694013303769,4.32,7.8
248,u6twuaZZEjo,APARAJITA APU,2020,BENGALI,DRAMA/SOAP,Zee Bangla,55.37694013303769,4.32,7.8,4601,18127,701,18944,3083,0,17991,4317,420,22728,1,0,16,16,0,0,10,6,2808,1656,APARAJITA APU,2020.0,DRAMA/SOAP,Zee Bangla,55.37694013303769,4.32,7.8
249,GMyQwVtADqo,APARAJITA APU,2020,BENGALI,DRAMA/SOAP,Zee Bangla,55.37694013303769,4.32,7.8,6150,11079,272,12385,4446,126,11666,4351,1212,17229,0,0,0,0,0,0,0,0,1915,1126,APARAJITA APU,2020.0,DRAMA/SOAP,Zee Bangla,55.37694013303769,4.32,7.8
250,MRBmqRz6WEM,APARAJITA APU,2020,BENGALI,DRAMA/SOAP,Zee Bangla,55.37694013303769,4.32,7.8,7348,9557,288,12347,4270,0,11776,2192,2937,16905,1,0,12,12,0,0,8,4,2173,1284,APARAJITA APU,2020.0,DRAMA/SOAP,Zee Bangla,55.37694013303769,4.32,7.8
251,npSAcMEh9lU,JIBON SATHI,2020,BENGALI,DRAMA/SOAP,Zee Bangla,50.55309734513274,3.45,6.82,9514,6834,201,12387,3760,0,11397,4736,215,16348,0,0,14,14,0,0,9,5,1561,861,JIBON SATHI,2020.0,DRAMA/SOAP,Zee Bangla,50.55309734513274,3.45,6.82
252,v76I4O830Ww,JIBON SATHI,2020,BENGALI,DRAMA/SOAP,Zee Bangla,50.55309734513274,3.45,6.82,7256,11916,578,15476,3118,0,16113,2926,133,19172,1,0,11,11,0,0,5,6,2064,1166,JIBON SATHI,2020.0,DRAMA/SOAP,Zee Bangla,50.55309734513274,3.45,6.82
253,1D1zfJhAA5g,JIBON SATHI,2020,BENGALI,DRAMA/SOAP,Zee Bangla,50.55309734513274,3.45,6.82,7283,9971,347,14414,2493,0,15453,1741,60,17254,0,0,12,12,0,0,7,5,1492,788,JIBON SATHI,2020.0,DRAMA/SOAP,Zee Bangla,50.55309734513274,3.45,6.82
254,PiC5XMm6ud0,JIBON SATHI,2020,BENGALI,DRAMA/SOAP,Zee Bangla,50.55309734513274,3.45,6.82,8799,9202,111,14135,2243,1512,15349,2561,91,18001,0,0,14,14,0,0,6,8,1475,760,JIBON SATHI,2020.0,DRAMA/SOAP,Zee Bangla,50.55309734513274,3.45,6.82
255,YLpMvMolleI,JIBON SATHI,2020,BENGALI,DRAMA/SOAP,Zee Bangla,50.55309734513274,3.45,6.82,8174,8247,563,11608,4177,73,11720,4471,230,16421,2,0,10,10,0,0,3,7,1682,931,JIBON SATHI,2020.0,DRAMA/SOAP,Zee Bangla,50.55309734513274,3.45,6.82
256,vZrLHN2irtI,BAGH BANDI KHELA,2020,BENGALI,DRAMA/SOAP,Zee Bangla,43.98273070696168,3.37,7.66,8594,13277,223,16644,4402,602,16709,5028,134,21871,0,0,12,12,0,0,7,5,1848,1057,BAGH BANDI KHELA,2020.0,DRAMA/SOAP,Zee Bangla,43.98273070696168,3.37,7.66
257,KXcvEXMRs7c,BAGH BANDI KHELA,2020,BENGALI,DRAMA/SOAP,Zee Bangla,43.98273070696168,3.37,7.66,8742,12928,246,18691,2526,207,18159,3268,243,21670,0,0,13,13,0,0,7,6,2081,1156,BAGH BANDI KHELA,2020.0,DRAMA/SOAP,Zee Bangla,43.98273070696168,3.37,7.66
258,Hq0MTjIYq-U,BAGH BANDI KHELA,2020,BENGALI,DRAMA/SOAP,Zee Bangla,43.98273070696168,3.37,7.66,12393,13488,549,18325,6975,32,18508,4183,3190,25881,0,0,13,12,0,1,7,6,2249,1325,BAGH BANDI KHELA,2020.0,DRAMA/SOAP,Zee Bangla,43.98273070696168,3.37,7.66
259,q2ibspCldPs,BAGH BANDI KHELA,2020,BENGALI,DRAMA/SOAP,Zee Bangla,43.98273070696168,3.37,7.66,5467,6989,112,9340,2922,82,8561,3793,102,12456,0,0,11,11,0,0,9,2,1269,633,BAGH BANDI KHELA,2020.0,DRAMA/SOAP,Zee Bangla,43.98273070696168,3.37,7.66
260,X5izMrSxq0U,KHELAGHOR,2020,BENGALI,DRAMA/SOAP,STAR Jalsha,58.5650723025584,3.09,5.28,7504,14595,314,15573,6202,10,16437,5020,642,22099,4,0,12,12,0,0,7,5,974,529,KHELAGHOR,2020.0,DRAMA/SOAP,STAR Jalsha,58.5650723025584,3.09,5.28
261,qJiBjImOtHo,KHELAGHOR,2020,BENGALI,DRAMA/SOAP,STAR Jalsha,58.5650723025584,3.09,5.28,11620,9660,221,13776,7258,25,18023,3099,158,21280,1,0,9,9,0,0,7,2,1007,559,KHELAGHOR,2020.0,DRAMA/SOAP,STAR Jalsha,58.5650723025584,3.09,5.28
262,erA50W225Ns,KHELAGHOR,2020,BENGALI,DRAMA/SOAP,STAR Jalsha,58.5650723025584,3.09,5.28,22811,12776,722,26558,8240,67,30403,4357,827,35587,0,0,15,15,0,0,14,1,1079,614,KHELAGHOR,2020.0,DRAMA/SOAP,STAR Jalsha,58.5650723025584,3.09,5.28
263,zvCBcLdoops,KHELAGHOR,2020,BENGALI,DRAMA/SOAP,STAR Jalsha,58.5650723025584,3.09,5.28,13929,10283,380,15035,8619,178,19545,4378,289,24212,1,0,13,13,0,0,9,4,950,508,KHELAGHOR,2020.0,DRAMA/SOAP,STAR Jalsha,58.5650723025584,3.09,5.28
264,GviMn1mymvI,KHELAGHOR,2020,BENGALI,DRAMA/SOAP,STAR Jalsha,58.5650723025584,3.09,5.28,11790,8632,150,13969,6303,0,16243,4117,62,20422,8,0,27,27,0,0,21,6,911,499,KHELAGHOR,2020.0,DRAMA/SOAP,STAR Jalsha,58.5650723025584,3.09,5.28
265,lEi-rI8xVNc,JAMUNA DHAKI,2020,BENGALI,DRAMA/SOAP,Zee Bangla,54.619883040935676,3.04,5.57,8376,8160,83,10935,4535,983,13080,2600,856,16536,1,0,11,11,0,0,8,3,1793,987,JAMUNA DHAKI,2020.0,DRAMA/SOAP,Zee Bangla,54.619883040935676,3.04,5.57
266,x0VUOu_kOfw,JAMUNA DHAKI,2020,BENGALI,DRAMA/SOAP,Zee Bangla,54.619883040935676,3.04,5.57,7675,7157,89,10330,4137,276,13091,1617,124,14832,0,0,12,12,0,0,8,4,1800,1004,JAMUNA DHAKI,2020.0,DRAMA/SOAP,Zee Bangla,54.619883040935676,3.04,5.57
