video_key,video_id,program,year,lang,genre,channel,ats,rating,reach,gender,age,skintone,faces
2,Ben_28,ADORINI,2018,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,male,adult,medium,558
2,Ben_28,ADORINI,2018,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,male,adult,dark,13
2,Ben_28,ADORINI,2018,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,male,middle_aged,light,16
2,Ben_28,ADORINI,2018,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,male,middle_aged,medium,0
2,Ben_28,ADORINI,2018,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,male,middle_aged,dark,0
2,Ben_28,ADORINI,2018,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,male,old,light,0
2,Ben_28,ADORINI,2018,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,male,old,medium,0
2,Ben_28,ADORINI,2018,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,male,old,dark,0
2,Ben_28,ADORINI,2018,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,female,young,light,60
2,Ben_28,ADORINI,2018,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,female,young,medium,6
2,Ben_28,ADORINI,2018,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,female,young,dark,1
2,Ben_28,ADORINI,2018,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,female,adult,light,2806
2,Ben_28,ADORINI,2018,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,female,adult,medium,835
2,Ben_28,ADORINI,2018,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,female,adult,dark,36
2,Ben_28,ADORINI,2018,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,female,middle_aged,light,72
2,Ben_28,ADORINI,2018,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,female,middle_aged,medium,0
2,Ben_28,ADORINI,2018,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,female,middle_aged,dark,0
2,Ben_28,ADORINI,2018,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,female,old,light,0
2,Ben_28,ADORINI,2018,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,female,old,medium,0
2,Ben_28,ADORINI,2018,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,female,old,dark,0
3,Ben_29,ADORINI,2018,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,male,young,light,20
3,Ben_29,ADORINI,2018,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,male,young,medium,0
3,Ben_29,ADORINI,2018,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,male,young,dark,0
3,Ben_29,ADORINI,2018,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,male,adult,light,790
3,Ben_29,ADORINI,2018,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,male,adult,medium,288
3,Ben_29,ADORINI,2018,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,male,adult,dark,92
3,Ben_29,ADORINI,2018,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,male,middle_aged,light,767
3,Ben_29,ADORINI,2018,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,male,middle_aged,medium,348
3,Ben_29,ADORINI,2018,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,male,middle_aged,dark,290
3,Ben_29,ADORINI,2018,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,male,old,light,820
3,Ben_29,ADORINI,2018,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,male,old,medium,568
3,Ben_29,ADORINI,2018,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,male,old,dark,20
3,Ben_29,ADORINI,2018,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,female,young,light,210
3,Ben_29,ADORINI,2018,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,female,young,medium,2
3,Ben_29,ADORINI,2018,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,female,young,dark,2
3,Ben_29,ADORINI,2018,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,female,adult,light,8482
3,Ben_29,ADORINI,2018,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,female,adult,medium,1742
3,Ben_29,ADORINI,2018,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,female,adult,dark,48
3,Ben_29,ADORINI,2018,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,female,middle_aged,light,108
3,Ben_29,ADORINI,2018,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,female,middle_aged,medium,118
3,Ben_29,ADORINI,2018,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,female,middle_aged,dark,9
3,Ben_29,ADORINI,2018,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,female,old,light,3
3,Ben_29,ADORINI,2018,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,female,old,medium,0
3,Ben_29,ADORINI,2018,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,female,old,dark,1
4,Ben_30,ADORINI,2018,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,male,young,light,16
4,Ben_30,ADORINI,2018,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,male,young,medium,0
4,Ben_30,ADORINI,2018,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,male,young,dark,1
4,Ben_30,ADORINI,2018,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,male,adult,light,4849
4,Ben_30,ADORINI,2018,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,male,adult,medium,733
4,Ben_30,ADORINI,2018,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,male,adult,dark,195
4,Ben_30,ADORINI,2018,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,male,middle_aged,light,734
4,Ben_30,ADORINI,2018,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,male,middle_aged,medium,208
4,Ben_30,ADORINI,2018,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,male,middle_aged,dark,39
4,Ben_30,ADORINI,2018,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,male,old,light,6
4,Ben_30,ADORINI,2018,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,male,old,medium,9
4,Ben_30,ADORINI,2018,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,male,old,dark,0
4,Ben_30,ADORINI,2018,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,female,young,light,184
4,Ben_30,ADORINI,2018,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,female,young,medium,19
4,Ben_30,ADORINI,2018,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,female,young,dark,1
4,Ben_30,ADORINI,2018,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,female,adult,light,13355
4,Ben_30,ADORINI,2018,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,female,adult,medium,230
4,Ben_30,ADORINI,2018,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,female,adult,dark,84
4,Ben_30,ADORINI,2018,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,female,middle_aged,light,2118
4,Ben_30,ADORINI,2018,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,female,middle_aged,medium,23
4,Ben_30,ADORINI,2018,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,female,middle_aged,dark,18
4,Ben_30,ADORINI,2018,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,female,old,light,0
4,Ben_30,ADORINI,2018,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,female,old,medium,0
4,Ben_30,ADORINI,2018,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,female,old,dark,0
5,Ben_61,ALOUKIK NA LOUKIK,2019,BENGALI,ACTION/THRILLER,STAR Jalsha,24.534592942484025,2.66,10.86,male,young,light,50
5,Ben_61,ALOUKIK NA LOUKIK,2019,BENGALI,ACTION/THRILLER,STAR Jalsha,24.534592942484025,2.66,10.86,male,young,medium,0
5,Ben_61,ALOUKIK NA LOUKIK,2019,BENGALI,ACTION/THRILLER,STAR Jalsha,24.534592942484025,2.66,10.86,male,young,dark,5
5,Ben_61,ALOUKIK NA LOUKIK,2019,BENGALI,ACTION/THRILLER,STAR Jalsha,24.534592942484025,2.66,10.86,male,adult,light,16923
5,Ben_61,ALOUKIK NA LOUKIK,2019,BENGALI,ACTION/THRILLER,STAR Jalsha,24.534592942484025,2.66,10.86,male,adult,medium,5498
5,Ben_61,ALOUKIK NA LOUKIK,2019,BENGALI,ACTION/THRILLER,STAR Jalsha,24.534592942484025,2.66,10.86,male,adult,dark,4888
5,Ben_61,ALOUKIK NA LOUKIK,2019,BENGALI,ACTION/THRILLER,STAR Jalsha,24.534592942484025,2.66,10.86,male,middle_aged,light,5120
5,Ben_61,ALOUKIK NA LOUKIK,2019,BENGALI,ACTION/THRILLER,STAR Jalsha,24.534592942484025,2.66,10.86,male,middle_aged,medium,2704
5,Ben_61,ALOUKIK NA LOUKIK,2019,BENGALI,ACTION/THRILLER,STAR Jalsha,24.534592942484025,2.66,10.86,male,middle_aged,dark,2288
5,Ben_61,ALOUKIK NA LOUKIK,2019,BENGALI,ACTION/THRILLER,STAR Jalsha,24.534592942484025,2.66,10.86,male,old,light,892
5,Ben_61,ALOUKIK NA LOUKIK,2019,BENGALI,ACTION/THRILLER,STAR Jalsha,24.534592942484025,2.66,10.86,male,old,medium,957
5,Ben_61,ALOUKIK NA LOUKIK,2019,BENGALI,ACTION/THRILLER,STAR Jalsha,24.534592942484025,2.66,10.86,male,old,dark,876
5,Ben_61,ALOUKIK NA LOUKIK,2019,BENGALI,ACTION/THRILLER,STAR Jalsha,24.534592942484025,2.66,10.86,female,young,light,369
5,Ben_61,ALOUKIK NA LOUKIK,2019,BENGALI,ACTION/THRILLER,STAR Jalsha,24.534592942484025,2.66,10.86,female,young,medium,47
5,Ben_61,ALOUKIK NA LOUKIK,2019,BENGALI,ACTION/THRILLER,STAR Jalsha,24.534592942484025,2.66,10.86,female,young,dark,8
5,Ben_61,ALOUKIK NA LOUKIK,2019,BENGALI,ACTION/THRILLER,STAR Jalsha,24.534592942484025,2.66,10.86,female,adult,light,4699
5,Ben_61,ALOUKIK NA LOUKIK,2019,BENGALI,ACTION/THRILLER,STAR Jalsha,24.534592942484025,2.66,10.86,female,adult,medium,622
5,Ben_61,ALOUKIK NA LOUKIK,2019,BENGALI,ACTION/THRILLER,STAR Jalsha,24.534592942484025,2.66,10.86,female,adult,dark,1321
5,Ben_61,ALOUKIK NA LOUKIK,2019,BENGALI,ACTION/THRILLER,STAR Jalsha,24.534592942484025,2.66,10.86,female,middle_aged,light,1218
5,Ben_61,ALOUKIK NA LOUKIK,2019,BENGALI,ACTION/THRILLER,STAR Jalsha,24.534592942484025,2.66,10.86,female,middle_aged,medium,138
5,Ben_61,ALOUKIK NA LOUKIK,2019,BENGALI,ACTION/THRILLER,STAR Jalsha,24.534592942484025,2.66,10.86,female,middle_aged,dark,200
5,Ben_61,ALOUKIK NA LOUKIK,2019,BENGALI,ACTION/THRILLER,STAR Jalsha,24.534592942484025,2.66,10.86,female,old,light,196
5,Ben_61,ALOUKIK NA LOUKIK,2019,BENGALI,ACTION/THRILLER,STAR Jalsha,24.534592942484025,2.66,10.86,female,old,medium,1
5,Ben_61,ALOUKIK NA LOUKIK,2019,BENGALI,ACTION/THRILLER,STAR Jalsha,24.534592942484025,2.66,10.86,female,old,dark,59
6,Ben_62,ALOUKIK NA LOUKIK,2019,BENGALI,ACTION/THRILLER,STAR Jalsha,24.534592942484025,2.66,10.86,male,young,light,113
6,Ben_62,ALOUKIK NA LOUKIK,2019,BENGALI,ACTION/THRILLER,STAR Jalsha,24.534592942484025,2.66,10.86,male,young,medium,4
6,Ben_62,ALOUKIK NA LOUKIK,2019,BENGALI,ACTION/THRILLER,STAR Jalsha,24.534592942484025,2.66,10.86,male,young,dark,18
6,Ben_62,ALOUKIK NA LOUKIK,2019,BENGALI,ACTION/THRILLER,STAR Jalsha,24.534592942484025,2.66,10.86,male,adult,light,24270
6,Ben_62,ALOUKIK NA LOUKIK,2019,BENGALI,ACTION/THRILLER,STAR Jalsha,24.534592942484025,2.66,10.86,male,adult,medium,5270
6,Ben_62,ALOUKIK NA LOUKIK,2019,BENGALI,ACTION/THRILLER,STAR Jalsha,24.534592942484025,2.66,10.86,male,adult,dark,2798
6,Ben_62,ALOUKIK NA LOUKIK,2019,BENGALI,ACTION/THRILLER,STAR Jalsha,24.534592942484025,2.66,10.86,male,middle_aged,light,9907
6,Ben_62,ALOUKIK NA LOUKIK,2019,BENGALI,ACTION/THRILLER,STAR Jalsha,24.534592942484025,2.66,10.86,male,middle_aged,medium,1043
6,Ben_62,ALOUKIK NA LOUKIK,2019,BENGALI,ACTION/THRILLER,STAR Jalsha,24.534592942484025,2.66,10.86,male,middle_aged,dark,2124
6,Ben_62,ALOUKIK NA LOUKIK,2019,BENGALI,ACTION/THRILLER,STAR Jalsha,24.534592942484025,2.66,10.86,male,old,light,355
6,Ben_62,ALOUKIK NA LOUKIK,2019,BENGALI,ACTION/THRILLER,STAR Jalsha,24.534592942484025,2.66,10.86,male,old,medium,265
6,Ben_62,ALOUKIK NA LOUKIK,2019,BENGALI,ACTION/THRILLER,STAR Jalsha,24.534592942484025,2.66,10.86,male,old,dark,143
6,Ben_62,ALOUKIK NA LOUKIK,2019,BENGALI,ACTION/THRILLER,STAR Jalsha,24.534592942484025,2.66,10.86,female,young,light,1174
6,Ben_62,ALOUKIK NA LOUKIK,2019,BENGALI,ACTION/THRILLER,STAR Jalsha,24.534592942484025,2.66,10.86,female,young,medium,76
6,Ben_62,ALOUKIK NA LOUKIK,2019,BENGALI,ACTION/THRILLER,STAR Jalsha,24.534592942484025,2.66,10.86,female,young,dark,73
6,Ben_62,ALOUKIK NA LOUKIK,2019,BENGALI,ACTION/THRILLER,STAR Jalsha,24.534592942484025,2.66,10.86,female,adult,light,19111
6,Ben_62,ALOUKIK NA LOUKIK,2019,BENGALI,ACTION/THRILLER,STAR Jalsha,24.534592942484025,2.66,10.86,female,adult,medium,1935
6,Ben_62,ALOUKIK NA LOUKIK,2019,BENGALI,ACTION/THRILLER,STAR Jalsha,24.534592942484025,2.66,10.86,female,adult,dark,1842
6,Ben_62,ALOUKIK NA LOUKIK,2019,BENGALI,ACTION/THRILLER,STAR Jalsha,24.534592942484025,2.66,10.86,female,middle_aged,light,4867
6,Ben_62,ALOUKIK NA LOUKIK,2019,BENGALI,ACTION/THRILLER,STAR Jalsha,24.534592942484025,2.66,10.86,female,middle_aged,medium,217
6,Ben_62,ALOUKIK NA LOUKIK,2019,BENGALI,ACTION/THRILLER,STAR Jalsha,24.534592942484025,2.66,10.86,female,middle_aged,dark,202
6,Ben_62,ALOUKIK NA LOUKIK,2019,BENGALI,ACTION/THRILLER,STAR Jalsha,24.534592942484025,2.66,10.86,female,old,light,57
6,Ben_62,ALOUKIK NA LOUKIK,2019,BENGALI,ACTION/THRILLER,STAR Jalsha,24.534592942484025,2.66,10.86,female,old,medium,1
6,Ben_62,ALOUKIK NA LOUKIK,2019,BENGALI,ACTION/THRILLER,STAR Jalsha,24.534592942484025,2.66,10.86,female,old,dark,20
7,Ben_63,ALOUKIK NA LOUKIK,2019,BENGALI,ACTION/THRILLER,STAR Jalsha,24.534592942484025,2.66,10.86,male,young,light,88
7,Ben_63,ALOUKIK NA LOUKIK,2019,BENGALI,ACTION/THRILLER,STAR Jalsha,24.534592942484025,2.66,10.86,male,young,medium,0
7,Ben_63,ALOUKIK NA LOUKIK,2019,BENGALI,ACTION/THRILLER,STAR Jalsha,24.534592942484025,2.66,10.86,male,young,dark,8
7,Ben_63,ALOUKIK NA LOUKIK,2019,BENGALI,ACTION/THRILLER,STAR Jalsha,24.534592942484025,2.66,10.86,male,adult,light,16282
7,Ben_63,ALOUKIK NA LOUKIK,2019,BENGALI,ACTION/THRILLER,STAR Jalsha,24.534592942484025,2.66,10.86,male,adult,medium,6246
7,Ben_63,ALOUKIK NA LOUKIK,2019,BENGALI,ACTION/THRILLER,STAR Jalsha,24.534592942484025,2.66,10.86,male,adult,dark,3981
7,Ben_63,ALOUKIK NA LOUKIK,2019,BENGALI,ACTION/THRILLER,STAR Jalsha,24.534592942484025,2.66,10.86,male,middle_aged,light,7136
7,Ben_63,ALOUKIK NA LOUKIK,2019,BENGALI,ACTION/THRILLER,STAR Jalsha,24.534592942484025,2.66,10.86,male,middle_aged,medium,1119
7,Ben_63,ALOUKIK NA LOUKIK,2019,BENGALI,ACTION/THRILLER,STAR Jalsha,24.534592942484025,2.66,10.86,male,middle_aged,dark,2141
7,Ben_63,ALOUKIK NA LOUKIK,2019,BENGALI,ACTION/THRILLER,STAR Jalsha,24.534592942484025,2.66,10.86,male,old,light,773
7,Ben_63,ALOUKIK NA LOUKIK,2019,BENGALI,ACTION/THRILLER,STAR Jalsha,24.534592942484025,2.66,10.86,male,old,medium,186
7,Ben_63,ALOUKIK NA LOUKIK,2019,BENGALI,ACTION/THRILLER,STAR Jalsha,24.534592942484025,2.66,10.86,male,old,dark,69
7,Ben_63,ALOUKIK NA LOUKIK,2019,BENGALI,ACTION/THRILLER,STAR Jalsha,24.534592942484025,2.66,10.86,female,young,light,220
7,Ben_63,ALOUKIK NA LOUKIK,2019,BENGALI,ACTION/THRILLER,STAR Jalsha,24.534592942484025,2.66,10.86,female,young,medium,10
7,Ben_63,ALOUKIK NA LOUKIK,2019,BENGALI,ACTION/THRILLER,STAR Jalsha,24.534592942484025,2.66,10.86,female,young,dark,15
7,Ben_63,ALOUKIK NA LOUKIK,2019,BENGALI,ACTION/THRILLER,STAR Jalsha,24.534592942484025,2.66,10.86,female,adult,light,3141
7,Ben_63,ALOUKIK NA LOUKIK,2019,BENGALI,ACTION/THRILLER,STAR Jalsha,24.534592942484025,2.66,10.86,female,adult,medium,739
7,Ben_63,ALOUKIK NA LOUKIK,2019,BENGALI,ACTION/THRILLER,STAR Jalsha,24.534592942484025,2.66,10.86,female,adult,dark,826
7,Ben_63,ALOUKIK NA LOUKIK,2019,BENGALI,ACTION/THRILLER,STAR Jalsha,24.534592942484025,2.66,10.86,female,middle_aged,light,895
7,Ben_63,ALOUKIK NA LOUKIK,2019,BENGALI,ACTION/THRILLER,STAR Jalsha,24.534592942484025,2.66,10.86,female,middle_aged,medium,28
7,Ben_63,ALOUKIK NA LOUKIK,2019,BENGALI,ACTION/THRILLER,STAR Jalsha,24.534592942484025,2.66,10.86,female,middle_aged,dark,170
7,Ben_63,ALOUKIK NA LOUKIK,2019,BENGALI,ACTION/THRILLER,STAR Jalsha,24.534592942484025,2.66,10.86,female,old,light,49
7,Ben_63,ALOUKIK NA LOUKIK,2019,BENGALI,ACTION/THRILLER,STAR Jalsha,24.534592942484025,2.66,10.86,female,old,medium,0
