video_key,video_id,program,year,lang,genre,channel,ats,rating,reach,gender,age,skintone,faces
0,Ben_26,ADORINI,2018,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,male,young,light,3
0,Ben_26,ADORINI,2018,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,male,young,medium,0
0,Ben_26,ADORINI,2018,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,male,young,dark,1
0,Ben_26,ADORINI,2018,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,male,adult,light,2211
0,Ben_26,ADORINI,2018,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,male,adult,medium,1390
0,Ben_26,ADORINI,2018,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,male,adult,dark,44
0,Ben_26,ADORINI,2018,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,male,middle_aged,light,324
0,Ben_26,ADORINI,2018,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,male,middle_aged,medium,642
0,Ben_26,ADORINI,2018,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,male,middle_aged,dark,24
0,Ben_26,ADORINI,2018,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,male,old,light,2
0,Ben_26,ADORINI,2018,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,male,old,medium,0
0,Ben_26,ADORINI,2018,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,male,old,dark,0
0,Ben_26,ADORINI,2018,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,female,young,light,127
0,Ben_26,ADORINI,2018,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,female,young,medium,8
0,Ben_26,ADORINI,2018,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,female,young,dark,19
0,Ben_26,ADORINI,2018,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,female,adult,light,7197
0,Ben_26,ADORINI,2018,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,female,adult,medium,3717
0,Ben_26,ADORINI,2018,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,female,adult,dark,137
0,Ben_26,ADORINI,2018,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,female,middle_aged,light,531
0,Ben_26,ADORINI,2018,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,female,middle_aged,medium,286
0,Ben_26,ADORINI,2018,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,female,middle_aged,dark,1
0,Ben_26,ADORINI,2018,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,female,old,light,0
0,Ben_26,ADORINI,2018,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,female,old,medium,0
0,Ben_26,ADORINI,2018,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,female,old,dark,0
1,Ben_27,ADORINI,2018,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,male,young,light,71
1,Ben_27,ADORINI,2018,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,male,young,medium,0
1,Ben_27,ADORINI,2018,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,male,young,dark,0
1,Ben_27,ADORINI,2018,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,male,adult,light,5930
1,Ben_27,ADORINI,2018,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,male,adult,medium,829
1,Ben_27,ADORINI,2018,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,male,adult,dark,2
1,Ben_27,ADORINI,2018,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,male,middle_aged,light,513
1,Ben_27,ADORINI,2018,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,male,middle_aged,medium,101
1,Ben_27,ADORINI,2018,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,male,middle_aged,dark,2
1,Ben_27,ADORINI,2018,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,male,old,light,0
1,Ben_27,ADORINI,2018,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,male,old,medium,0
1,Ben_27,ADORINI,2018,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,male,old,dark,0
1,Ben_27,ADORINI,2018,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,female,young,light,11
1,Ben_27,ADORINI,2018,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,female,young,medium,0
1,Ben_27,ADORINI,2018,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,female,young,dark,0
1,Ben_27,ADORINI,2018,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,female,adult,light,4506
1,Ben_27,ADORINI,2018,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,female,adult,medium,187
1,Ben_27,ADORINI,2018,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,female,adult,dark,6
1,Ben_27,ADORINI,2018,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,female,middle_aged,light,29
1,Ben_27,ADORINI,2018,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,female,middle_aged,medium,2
1,Ben_27,ADORINI,2018,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,female,middle_aged,dark,0
1,Ben_27,ADORINI,2018,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,female,old,light,0
1,Ben_27,ADORINI,2018,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,female,old,medium,0
1,Ben_27,ADORINI,2018,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,female,old,dark,0
2,Ben_28,ADORINI,2018,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,male,young,light,4
2,Ben_28,ADORINI,2018,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,male,young,medium,0
2,Ben_28,ADORINI,2018,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,male,young,dark,0
2,Ben_28,ADORINI,2018,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,male,adult,light,792
