video_id,lang,derogatory,controversial,male_person_name,female_person_name,unisex_person_name,hindu_person_name,muslim_person_name,christian_person_name,transcript,non_stopword_transcript,program,year,genre,channel,ats,rating,reach,gender,person_name_count
3CnbUi9xnEA,HINDI,2,0,10,10,0,0,1,5,1600,584,KITANI MOHABBAT HAI,2019.0,DRAMA/SOAP,Dangal,51.8232044198895,1.15,2.23,male,10
3CnbUi9xnEA,HINDI,2,0,10,10,0,0,1,5,1600,584,KITANI MOHABBAT HAI,2019.0,DRAMA/SOAP,Dangal,51.8232044198895,1.15,2.23,female,10
3QYhzflnspQ,HINDI,1,0,9,9,0,0,3,4,763,247,Teri Meri Ikk Jindri,2021.0,DRAMA/SOAP,Zee TV,36.90275435637999,0.83,2.23,male,9
3QYhzflnspQ,HINDI,1,0,9,9,0,0,3,4,763,247,Teri Meri Ikk Jindri,2021.0,DRAMA/SOAP,Zee TV,36.90275435637999,0.83,2.23,female,9
3w-X_yGYuNo,HINDI,2,0,18,17,0,0,1,9,1700,667,RAAVI,2019.0,DRAMA/SOAP,Big Magic,32.82700421940928,0.7,2.13,male,18
3w-X_yGYuNo,HINDI,2,0,18,17,0,0,1,9,1700,667,RAAVI,2019.0,DRAMA/SOAP,Big Magic,32.82700421940928,0.7,2.13,female,17
3ycr-osW5VY,HINDI,3,0,15,15,0,0,5,10,1589,688,MAHABHARAT,2020.0,MYTHOLOGICAL/COSTUME DRAMAS,DD Bharati,61.5470538955599,3.24,5.26,male,15
3ycr-osW5VY,HINDI,3,0,15,15,0,0,5,10,1589,688,MAHABHARAT,2020.0,MYTHOLOGICAL/COSTUME DRAMAS,DD Bharati,61.5470538955599,3.24,5.26,female,15
4wXTPAzv0Gg,HINDI,14,0,13,13,0,0,4,6,1817,836,UTTAR RAMAYAN/LUV KUSH,2020.0,MYTHOLOGICAL/COSTUME DRAMAS,DD National,60.03649635036496,6.28,10.46,male,13
4wXTPAzv0Gg,HINDI,14,0,13,13,0,0,4,6,1817,836,UTTAR RAMAYAN/LUV KUSH,2020.0,MYTHOLOGICAL/COSTUME DRAMAS,DD National,60.03649635036496,6.28,10.46,female,13
4xFD3114joQ,HINDI,0,0,7,5,0,0,1,5,9,1,MANN SUNDAR,2022.0,DRAMA/SOAP,Dangal,53.062360801781736,0.58,1.09,male,7
4xFD3114joQ,HINDI,0,0,7,5,0,0,1,5,9,1,MANN SUNDAR,2022.0,DRAMA/SOAP,Dangal,53.062360801781736,0.58,1.09,female,5
507AxIhSmVI,HINDI,0,0,3,1,2,0,2,1,14,3,DIVYA DRISHTI,2020.0,DRAMA/SOAP,STAR Plus,36.32502831257078,0.86,2.38,male,3
507AxIhSmVI,HINDI,0,0,3,1,2,0,2,1,14,3,DIVYA DRISHTI,2020.0,DRAMA/SOAP,STAR Plus,36.32502831257078,0.86,2.38,female,1
51JxIi5mnio,HINDI,1,0,6,5,1,0,1,4,807,317,RADHAKRISHN,2022.0,MYTHOLOGICAL/COSTUME DRAMAS,STAR Utsav,43.80714879467997,1.16,2.64,male,6
51JxIi5mnio,HINDI,1,0,6,5,1,0,1,4,807,317,RADHAKRISHN,2022.0,MYTHOLOGICAL/COSTUME DRAMAS,STAR Utsav,43.80714879467997,1.16,2.64,female,5
5Piszf1l-0E,HINDI,0,0,18,15,1,0,2,7,24,3,DIVYA DRISHTI,2020.0,DRAMA/SOAP,STAR Plus,36.32502831257078,0.86,2.38,male,18
5Piszf1l-0E,HINDI,0,0,18,15,1,0,2,7,24,3,DIVYA DRISHTI,2020.0,DRAMA/SOAP,STAR Plus,36.32502831257078,0.86,2.38,female,15
5dhBqSuArc4,HINDI,4,0,21,18,3,0,3,5,1253,453,KITANI MOHABBAT HAI,2019.0,DRAMA/SOAP,Dangal,51.8232044198895,1.15,2.23,male,21
5dhBqSuArc4,HINDI,4,0,21,18,3,0,3,5,1253,453,KITANI MOHABBAT HAI,2019.0,DRAMA/SOAP,Dangal,51.8232044198895,1.15,2.23,female,18
5fOOCItAunU,HINDI,4,0,11,11,0,0,3,6,2755,1089,NAAGIN,2021.0,DRAMA/SOAP,Colors,36.641645815957745,0.92,2.51,male,11
5fOOCItAunU,HINDI,4,0,11,11,0,0,3,6,2755,1089,NAAGIN,2021.0,DRAMA/SOAP,Colors,36.641645815957745,0.92,2.51,female,11
6BXxOTVIdKg,HINDI,0,0,6,6,0,0,1,1,22,9,DIVYA DRISHTI,2020.0,DRAMA/SOAP,STAR Plus,36.32502831257078,0.86,2.38,male,6
6BXxOTVIdKg,HINDI,0,0,6,6,0,0,1,1,22,9,DIVYA DRISHTI,2020.0,DRAMA/SOAP,STAR Plus,36.32502831257078,0.86,2.38,female,6
6IXCbI5ElAQ,HINDI,2,0,11,11,0,0,2,8,2258,954,GANGA,2018.0,DRAMA/SOAP,Zee Anmol,27.94583693460098,0.61,2.17,male,11
6IXCbI5ElAQ,HINDI,2,0,11,11,0,0,2,8,2258,954,GANGA,2018.0,DRAMA/SOAP,Zee Anmol,27.94583693460098,0.61,2.17,female,11
6KFH1yWHM34,HINDI,2,0,11,11,0,0,4,6,1090,401,RADHAKRISHN,2018.0,MYTHOLOGICAL/COSTUME DRAMAS,STAR Utsav,25.01405283867341,0.78,3.13,male,11
6KFH1yWHM34,HINDI,2,0,11,11,0,0,4,6,1090,401,RADHAKRISHN,2018.0,MYTHOLOGICAL/COSTUME DRAMAS,STAR Utsav,25.01405283867341,0.78,3.13,female,11
79YuCjfG5N8,HINDI,0,0,4,4,0,0,2,1,3,0,MANN SUNDAR,2022.0,DRAMA/SOAP,Dangal,53.062360801781736,0.58,1.09,male,4
79YuCjfG5N8,HINDI,0,0,4,4,0,0,2,1,3,0,MANN SUNDAR,2022.0,DRAMA/SOAP,Dangal,53.062360801781736,0.58,1.09,female,4
7RtuHhhuPfc,HINDI,6,0,25,25,0,0,8,14,1835,781,VISHNU PURAN,2020.0,MYTHOLOGICAL/COSTUME DRAMAS,DD Bharati,35.12630014858841,0.96,2.09,male,25
7RtuHhhuPfc,HINDI,6,0,25,25,0,0,8,14,1835,781,VISHNU PURAN,2020.0,MYTHOLOGICAL/COSTUME DRAMAS,DD Bharati,35.12630014858841,0.96,2.09,female,25
8BihS5JcIQk,HINDI,5,0,13,13,0,0,1,9,2850,1080,GUDDAN TUMSE NAA HO PAYEGA,2018.0,DRAMA/SOAP,Zee TV,31.329639889196677,0.82,2.62,male,13
8BihS5JcIQk,HINDI,5,0,13,13,0,0,1,9,2850,1080,GUDDAN TUMSE NAA HO PAYEGA,2018.0,DRAMA/SOAP,Zee TV,31.329639889196677,0.82,2.62,female,13
8GYwv7jTI08,HINDI,5,0,19,19,0,0,4,8,2165,871,BAALVEER RETURNS,2020.0,CHILDRENS PROGRAM,Sony Pal,97.45996686913307,0.94,1.79,male,19
8GYwv7jTI08,HINDI,5,0,19,19,0,0,4,8,2165,871,BAALVEER RETURNS,2020.0,CHILDRENS PROGRAM,Sony Pal,97.45996686913307,0.94,1.79,female,19
92_NW8Axcgc,HINDI,2,0,11,11,0,0,1,9,2183,852,GANGA,2018.0,DRAMA/SOAP,Zee Anmol,27.94583693460098,0.61,2.17,male,11
92_NW8Axcgc,HINDI,2,0,11,11,0,0,1,9,2183,852,GANGA,2018.0,DRAMA/SOAP,Zee Anmol,27.94583693460098,0.61,2.17,female,11
9HcmSLHNVoI,HINDI,1,0,9,9,0,0,0,5,2262,913,APNA TIME BHI AAYEGA,2021.0,DRAMA/SOAP,Zee TV/Zee Anmol,43.196073084265066,0.87,2.01,male,9
9HcmSLHNVoI,HINDI,1,0,9,9,0,0,0,5,2262,913,APNA TIME BHI AAYEGA,2021.0,DRAMA/SOAP,Zee TV/Zee Anmol,43.196073084265066,0.87,2.01,female,9
A1ik-wfNYJU,HINDI,2,0,10,10,0,0,2,5,1403,567,UTTAR RAMAYAN/LUV KUSH,2020.0,MYTHOLOGICAL/COSTUME DRAMAS,DD National,60.03649635036496,6.28,10.46,male,10
A1ik-wfNYJU,HINDI,2,0,10,10,0,0,2,5,1403,567,UTTAR RAMAYAN/LUV KUSH,2020.0,MYTHOLOGICAL/COSTUME DRAMAS,DD National,60.03649635036496,6.28,10.46,female,10
AIsfEgaz__c,HINDI,0,0,18,16,1,0,1,9,27,3,DIVYA DRISHTI,2020.0,DRAMA/SOAP,STAR Plus,36.32502831257078,0.86,2.38,male,18
AIsfEgaz__c,HINDI,0,0,18,16,1,0,1,9,27,3,DIVYA DRISHTI,2020.0,DRAMA/SOAP,STAR Plus,36.32502831257078,0.86,2.38,female,16
AQN-__OLpjM,HINDI,3,0,10,9,0,1,1,7,3478,1234,KUMKUM BHAGYA,2018.0,DRAMA/SOAP,Zee Anmol,32.798527091004736,0.77,2.36,male,10
AQN-__OLpjM,HINDI,3,0,10,9,0,1,1,7,3478,1234,KUMKUM BHAGYA,2018.0,DRAMA/SOAP,Zee Anmol,32.798527091004736,0.77,2.36,female,9
AoOHCYmw4to,HINDI,4,0,11,11,0,0,2,4,2293,1042,BAALVEER RETURNS,2020.0,CHILDRENS PROGRAM,Sony Pal,97.45996686913307,0.94,1.79,male,11
AoOHCYmw4to,HINDI,4,0,11,11,0,0,2,4,2293,1042,BAALVEER RETURNS,2020.0,CHILDRENS PROGRAM,Sony Pal,97.45996686913307,0.94,1.79,female,11
BJmUyuskgmI,HINDI,4,0,19,19,0,0,7,11,1733,735,MAHABHARAT,2020.0,MYTHOLOGICAL/COSTUME DRAMAS,DD Bharati,61.5470538955599,3.24,5.26,male,19
BJmUyuskgmI,HINDI,4,0,19,19,0,0,7,11,1733,735,MAHABHARAT,2020.0,MYTHOLOGICAL/COSTUME DRAMAS,DD Bharati,61.5470538955599,3.24,5.26,female,19
Bi7x1nCN4FI,HINDI,6,0,8,8,0,0,5,3,1875,816,SHRI KRISHNA/ KRISHNA,2020.0,MYTHOLOGICAL/COSTUME DRAMAS,DD National,57.92805755395683,1.08,1.86,male,8
Bi7x1nCN4FI,HINDI,6,0,8,8,0,0,5,3,1875,816,SHRI KRISHNA/ KRISHNA,2020.0,MYTHOLOGICAL/COSTUME DRAMAS,DD National,57.92805755395683,1.08,1.86,female,8
C0f0n86cH4w,HINDI,4,0,11,11,0,0,3,4,4097,1570,NAAGIN,2018.0,DRAMA/SOAP,Colors,23.143438453713124,0.77,3.31,male,11
C0f0n86cH4w,HINDI,4,0,11,11,0,0,3,4,4097,1570,NAAGIN,2018.0,DRAMA/SOAP,Colors,23.143438453713124,0.77,3.31,female,11
CLvkI4goonA,HINDI,6,0,15,15,0,0,3,9,3070,1197,KUNDALI BHAGYA,2018.0,DRAMA/SOAP,Zee TV,13.229665071770334,0.65,4.9,male,15
CLvkI4goonA,HINDI,6,0,15,15,0,0,3,9,3070,1197,KUNDALI BHAGYA,2018.0,DRAMA/SOAP,Zee TV,13.229665071770334,0.65,4.9,female,15
CZG-mlZcM48,HINDI,9,0,21,20,1,0,3,9,3203,1322,CIF,2019.0,ACTION/THRILLER,Dangal,33.609500138083405,0.67,1.99,male,21
CZG-mlZcM48,HINDI,9,0,21,20,1,0,3,9,3203,1322,CIF,2019.0,ACTION/THRILLER,Dangal,33.609500138083405,0.67,1.99,female,20
CgIvlUe1THk,HINDI,0,0,5,3,2,0,0,2,7,3,MANN SUNDAR,2022.0,DRAMA/SOAP,Dangal,53.062360801781736,0.58,1.09,male,5
CgIvlUe1THk,HINDI,0,0,5,3,2,0,0,2,7,3,MANN SUNDAR,2022.0,DRAMA/SOAP,Dangal,53.062360801781736,0.58,1.09,female,3
Dba6srAlI1w,HINDI,2,0,8,8,0,0,1,6,2210,868,APNA TIME BHI AAYEGA,2021.0,DRAMA/SOAP,Zee TV/Zee Anmol,43.196073084265066,0.87,2.01,male,8
Dba6srAlI1w,HINDI,2,0,8,8,0,0,1,6,2210,868,APNA TIME BHI AAYEGA,2021.0,DRAMA/SOAP,Zee TV/Zee Anmol,43.196073084265066,0.87,2.01,female,8
Dv7XqCWJhuI,HINDI,0,0,15,10,3,0,0,4,72,20,DIVYA DRISHTI,2020.0,DRAMA/SOAP,STAR Plus,36.32502831257078,0.86,2.38,male,15
Dv7XqCWJhuI,HINDI,0,0,15,10,3,0,0,4,72,20,DIVYA DRISHTI,2020.0,DRAMA/SOAP,STAR Plus,36.32502831257078,0.86,2.38,female,10
E6qaVay905Q,HINDI,8,0,12,12,0,0,5,4,1781,693,Dwarkadheesh Bhagwaan Shree Krishn - Sarvkala Sampann,2019.0,MYTHOLOGICAL/COSTUME DRAMAS,Dangal,51.30483064963909,0.95,1.85,male,12
E6qaVay905Q,HINDI,8,0,12,12,0,0,5,4,1781,693,Dwarkadheesh Bhagwaan Shree Krishn - Sarvkala Sampann,2019.0,MYTHOLOGICAL/COSTUME DRAMAS,Dangal,51.30483064963909,0.95,1.85,female,12
E86Mm8VKSH8,HINDI,2,0,0,0,0,0,0,0,1670,668,RAAVI,2019.0,DRAMA/SOAP,Big Magic,32.82700421940928,0.7,2.13,male,0
E86Mm8VKSH8,HINDI,2,0,0,0,0,0,0,0,1670,668,RAAVI,2019.0,DRAMA/SOAP,Big Magic,32.82700421940928,0.7,2.13,female,0
G1mA22I-jac,HINDI,2,0,14,14,0,0,1,6,1756,677,KITANI MOHABBAT HAI,2019.0,DRAMA/SOAP,Dangal,51.8232044198895,1.15,2.23,male,14
G1mA22I-jac,HINDI,2,0,14,14,0,0,1,6,1756,677,KITANI MOHABBAT HAI,2019.0,DRAMA/SOAP,Dangal,51.8232044198895,1.15,2.23,female,14
GuLN0reMS70,HINDI,6,0,8,8,0,0,1,5,2529,884,KUNDALI BHAGYA,2021.0,DRAMA/SOAP,Zee TV,38.43169853144916,0.87,2.24,male,8
GuLN0reMS70,HINDI,6,0,8,8,0,0,1,5,2529,884,KUNDALI BHAGYA,2021.0,DRAMA/SOAP,Zee TV,38.43169853144916,0.87,2.24,female,8
H_rw54-a3qc,HINDI,6,0,15,15,0,0,6,5,2027,933,UTTAR RAMAYAN/LUV KUSH,2020.0,MYTHOLOGICAL/COSTUME DRAMAS,DD National,60.03649635036496,6.28,10.46,male,15
H_rw54-a3qc,HINDI,6,0,15,15,0,0,6,5,2027,933,UTTAR RAMAYAN/LUV KUSH,2020.0,MYTHOLOGICAL/COSTUME DRAMAS,DD National,60.03649635036496,6.28,10.46,female,15
Hk1CZ-edQD4,HINDI,3,0,10,8,2,0,3,6,2741,995,KUMKUM BHAGYA,2018.0,DRAMA/SOAP,Zee Anmol,32.798527091004736,0.77,2.36,male,10
Hk1CZ-edQD4,HINDI,3,0,10,8,2,0,3,6,2741,995,KUMKUM BHAGYA,2018.0,DRAMA/SOAP,Zee Anmol,32.798527091004736,0.77,2.36,female,8
HoDcUXb_w7c,HINDI,3,0,13,13,0,0,1,6,1957,720,GUDDAN TUMSE NAA HO PAYEGA,2018.0,DRAMA/SOAP,Zee TV,31.329639889196677,0.82,2.62,male,13
HoDcUXb_w7c,HINDI,3,0,13,13,0,0,1,6,1957,720,GUDDAN TUMSE NAA HO PAYEGA,2018.0,DRAMA/SOAP,Zee TV,31.329639889196677,0.82,2.62,female,13
IEK5v_ihcdc,HINDI,1,0,9,9,0,0,0,5,1865,674,Teri Meri Ikk Jindri,2021.0,DRAMA/SOAP,Zee TV,36.90275435637999,0.83,2.23,male,9
IEK5v_ihcdc,HINDI,1,0,9,9,0,0,0,5,1865,674,Teri Meri Ikk Jindri,2021.0,DRAMA/SOAP,Zee TV,36.90275435637999,0.83,2.23,female,9
Iy0v0_p1bVY,HINDI,5,0,16,16,0,0,2,10,1629,688,EK HAZARON MEIN MERI BEHNA HAI,2018.0,DRAMA/SOAP,STAR Utsav,31.236203090507725,0.61,1.96,male,16
Iy0v0_p1bVY,HINDI,5,0,16,16,0,0,2,10,1629,688,EK HAZARON MEIN MERI BEHNA HAI,2018.0,DRAMA/SOAP,STAR Utsav,31.236203090507725,0.61,1.96,female,16
J0UW868OG6M,HINDI,1,0,8,8,0,0,2,5,1570,614,KARMAPHAL DAATA SHANI,2018.0,MYTHOLOGICAL/COSTUME DRAMAS,Colors,43.22946175637394,0.62,1.42,male,8
J0UW868OG6M,HINDI,1,0,8,8,0,0,2,5,1570,614,KARMAPHAL DAATA SHANI,2018.0,MYTHOLOGICAL/COSTUME DRAMAS,Colors,43.22946175637394,0.62,1.42,female,8
JRM9U51kNXU,HINDI,3,0,12,12,0,0,1,8,1692,623,SHAKTI-ASTITVA KE EHSAAS KI,2018.0,DRAMA/SOAP,Colors,41.52510381275953,0.62,1.49,male,12
JRM9U51kNXU,HINDI,3,0,12,12,0,0,1,8,1692,623,SHAKTI-ASTITVA KE EHSAAS KI,2018.0,DRAMA/SOAP,Colors,41.52510381275953,0.62,1.49,female,12
JafGvYovJYw,HINDI,9,0,12,12,0,0,3,7,1281,548,VIGHNAHARTA GANESH,2022.0,MYTHOLOGICAL/COSTUME DRAMAS,Shemaroo TV,39.494470774091624,0.66,1.66,male,12
JafGvYovJYw,HINDI,9,0,12,12,0,0,3,7,1281,548,VIGHNAHARTA GANESH,2022.0,MYTHOLOGICAL/COSTUME DRAMAS,Shemaroo TV,39.494470774091624,0.66,1.66,female,12
K6y1oB_YPnI,HINDI,3,0,14,14,0,0,4,7,1807,679,SHAKTI-ASTITVA KE EHSAAS KI,2018.0,DRAMA/SOAP,Colors,41.52510381275953,0.62,1.49,male,14
K6y1oB_YPnI,HINDI,3,0,14,14,0,0,4,7,1807,679,SHAKTI-ASTITVA KE EHSAAS KI,2018.0,DRAMA/SOAP,Colors,41.52510381275953,0.62,1.49,female,14
LVM764WmMDI,HINDI,1,0,13,13,0,0,5,4,1266,498,KARMAPHAL DAATA SHANI,2018.0,MYTHOLOGICAL/COSTUME DRAMAS,Colors,43.22946175637394,0.62,1.42,male,13
LVM764WmMDI,HINDI,1,0,13,13,0,0,5,4,1266,498,KARMAPHAL DAATA SHANI,2018.0,MYTHOLOGICAL/COSTUME DRAMAS,Colors,43.22946175637394,0.62,1.42,female,13
LgyFdfwbews,HINDI,3,0,9,9,0,0,3,4,2445,906,KUNDALI BHAGYA,2021.0,DRAMA/SOAP,Zee TV,38.43169853144916,0.87,2.24,male,9
LgyFdfwbews,HINDI,3,0,9,9,0,0,3,4,2445,906,KUNDALI BHAGYA,2021.0,DRAMA/SOAP,Zee TV,38.43169853144916,0.87,2.24,female,9
McRSGIHIVwE,HINDI,4,0,18,18,0,0,7,6,1804,748,VIGHNAHARTA GANESH,2022.0,MYTHOLOGICAL/COSTUME DRAMAS,Shemaroo TV,39.494470774091624,0.66,1.66,male,18
McRSGIHIVwE,HINDI,4,0,18,18,0,0,7,6,1804,748,VIGHNAHARTA GANESH,2022.0,MYTHOLOGICAL/COSTUME DRAMAS,Shemaroo TV,39.494470774091624,0.66,1.66,female,18
N70ONoHQEM0,HINDI,6,0,11,11,0,0,1,8,2742,1001,APNA TIME BHI AAYEGA,2021.0,DRAMA/SOAP,Zee TV/Zee Anmol,43.196073084265066,0.87,2.01,male,11
N70ONoHQEM0,HINDI,6,0,11,11,0,0,1,8,2742,1001,APNA TIME BHI AAYEGA,2021.0,DRAMA/SOAP,Zee TV/Zee Anmol,43.196073084265066,0.87,2.01,female,11
NAJn0ETuBd0,HINDI,0,0,4,4,0,0,2,1,6,2,MANN SUNDAR,2022.0,DRAMA/SOAP,Dangal,53.062360801781736,0.58,1.09,male,4
NAJn0ETuBd0,HINDI,0,0,4,4,0,0,2,1,6,2,MANN SUNDAR,2022.0,DRAMA/SOAP,Dangal,53.062360801781736,0.58,1.09,female,4
NKCX-QSAo_I,HINDI,1,0,16,16,0,0,3,5,1316,513,KARMAPHAL DAATA SHANI,2018.0,MYTHOLOGICAL/COSTUME DRAMAS,Colors,43.22946175637394,0.62,1.42,male,16
NKCX-QSAo_I,HINDI,1,0,16,16,0,0,3,5,1316,513,KARMAPHAL DAATA SHANI,2018.0,MYTHOLOGICAL/COSTUME DRAMAS,Colors,43.22946175637394,0.62,1.42,female,16
NW5NC4z-mac,HINDI,4,0,14,14,0,0,3,7,2782,1123,PYAAR KI LUKA CHUPPI,2019.0,DRAMA/SOAP,Dangal,46.27867935086738,0.7,1.52,male,14
NW5NC4z-mac,HINDI,4,0,14,14,0,0,3,7,2782,1123,PYAAR KI LUKA CHUPPI,2019.0,DRAMA/SOAP,Dangal,46.27867935086738,0.7,1.52,female,14
O5gO3eVVvkk,HINDI,4,0,11,11,0,0,4,4,2694,1049,NAAGIN,2021.0,DRAMA/SOAP,Colors,36.641645815957745,0.92,2.51,male,11
O5gO3eVVvkk,HINDI,4,0,11,11,0,0,4,4,2694,1049,NAAGIN,2021.0,DRAMA/SOAP,Colors,36.641645815957745,0.92,2.51,female,11
OWYC9DNXKVI,HINDI,3,0,18,17,1,0,3,9,1718,601,Teri Meri Ikk Jindri,2021.0,DRAMA/SOAP,Zee TV,36.90275435637999,0.83,2.23,male,18
OWYC9DNXKVI,HINDI,3,0,18,17,1,0,3,9,1718,601,Teri Meri Ikk Jindri,2021.0,DRAMA/SOAP,Zee TV,36.90275435637999,0.83,2.23,female,17
P4DV19FFy5o,HINDI,1,0,7,7,0,0,3,3,1774,797,Dwarkadheesh Bhagwaan Shree Krishn - Sarvkala Sampann,2019.0,MYTHOLOGICAL/COSTUME DRAMAS,Dangal,51.30483064963909,0.95,1.85,male,7
P4DV19FFy5o,HINDI,1,0,7,7,0,0,3,3,1774,797,Dwarkadheesh Bhagwaan Shree Krishn - Sarvkala Sampann,2019.0,MYTHOLOGICAL/COSTUME DRAMAS,Dangal,51.30483064963909,0.95,1.85,female,7
P6MrtgoTATs,HINDI,4,0,32,31,0,1,4,17,1447,564,EK HAZARON MEIN MERI BEHNA HAI,2018.0,DRAMA/SOAP,STAR Utsav,31.236203090507725,0.61,1.96,male,32
P6MrtgoTATs,HINDI,4,0,32,31,0,1,4,17,1447,564,EK HAZARON MEIN MERI BEHNA HAI,2018.0,DRAMA/SOAP,STAR Utsav,31.236203090507725,0.61,1.96,female,31
PD8K2igl8O4,HINDI,0,0,6,6,0,0,0,5,23,1,DIVYA DRISHTI,2020.0,DRAMA/SOAP,STAR Plus,36.32502831257078,0.86,2.38,male,6
PD8K2igl8O4,HINDI,0,0,6,6,0,0,0,5,23,1,DIVYA DRISHTI,2020.0,DRAMA/SOAP,STAR Plus,36.32502831257078,0.86,2.38,female,6
Pq6pvDgTDsU,HINDI,0,0,28,27,0,0,4,16,33,11,DIVYA DRISHTI,2020.0,DRAMA/SOAP,STAR Plus,36.32502831257078,0.86,2.38,male,28
Pq6pvDgTDsU,HINDI,0,0,28,27,0,0,4,16,33,11,DIVYA DRISHTI,2020.0,DRAMA/SOAP,STAR Plus,36.32502831257078,0.86,2.38,female,27
QdAQRA_oa10,HINDI,2,0,15,14,0,0,0,7,1618,606,RAAVI,2019.0,DRAMA/SOAP,Big Magic,32.82700421940928,0.7,2.13,male,15
QdAQRA_oa10,HINDI,2,0,15,14,0,0,0,7,1618,606,RAAVI,2019.0,DRAMA/SOAP,Big Magic,32.82700421940928,0.7,2.13,female,14
R5rX4I68ffQ,HINDI,2,0,19,17,0,0,3,12,3068,1190,KUNDALI BHAGYA,2018.0,DRAMA/SOAP,Zee TV,13.229665071770334,0.65,4.9,male,19
R5rX4I68ffQ,HINDI,2,0,19,17,0,0,3,12,3068,1190,KUNDALI BHAGYA,2018.0,DRAMA/SOAP,Zee TV,13.229665071770334,0.65,4.9,female,17
R6z7D-3rt1s,HINDI,2,0,10,10,0,0,6,3,2304,965,VISHNU PURAN,2020.0,MYTHOLOGICAL/COSTUME DRAMAS,DD Bharati,35.12630014858841,0.96,2.09,male,10
R6z7D-3rt1s,HINDI,2,0,10,10,0,0,6,3,2304,965,VISHNU PURAN,2020.0,MYTHOLOGICAL/COSTUME DRAMAS,DD Bharati,35.12630014858841,0.96,2.09,female,10
RCvOP2nBrmw,HINDI,3,0,13,12,1,0,1,8,1575,606,GUDDAN TUMSE NAA HO PAYEGA,2018.0,DRAMA/SOAP,Zee TV,31.329639889196677,0.82,2.62,male,13
RCvOP2nBrmw,HINDI,3,0,13,12,1,0,1,8,1575,606,GUDDAN TUMSE NAA HO PAYEGA,2018.0,DRAMA/SOAP,Zee TV,31.329639889196677,0.82,2.62,female,12
RIlSM9N7-gs,HINDI,5,0,15,15,0,0,3,6,2116,856,EK HAZARON MEIN MERI BEHNA HAI,2018.0,DRAMA/SOAP,STAR Utsav,31.236203090507725,0.61,1.96,male,15
RIlSM9N7-gs,HINDI,5,0,15,15,0,0,3,6,2116,856,EK HAZARON MEIN MERI BEHNA HAI,2018.0,DRAMA/SOAP,STAR Utsav,31.236203090507725,0.61,1.96,female,15
TRIrnDqtQjk,HINDI,1,0,15,15,0,0,6,8,1617,627,MAHABHARAT,2020.0,MYTHOLOGICAL/COSTUME DRAMAS,DD Bharati,61.5470538955599,3.24,5.26,male,15
TRIrnDqtQjk,HINDI,1,0,15,15,0,0,6,8,1617,627,MAHABHARAT,2020.0,MYTHOLOGICAL/COSTUME DRAMAS,DD Bharati,61.5470538955599,3.24,5.26,female,15
TaodNKG74Ec,HINDI,3,0,11,11,0,0,2,5,2760,1111,NAAGIN,2018.0,DRAMA/SOAP,Colors,23.143438453713124,0.77,3.31,male,11
TaodNKG74Ec,HINDI,3,0,11,11,0,0,2,5,2760,1111,NAAGIN,2018.0,DRAMA/SOAP,Colors,23.143438453713124,0.77,3.31,female,11
U-XNxApz1Lc,HINDI,0,0,0,0,0,0,0,0,5,3,DIVYA DRISHTI,2020.0,DRAMA/SOAP,STAR Plus,36.32502831257078,0.86,2.38,male,0
U-XNxApz1Lc,HINDI,0,0,0,0,0,0,0,0,5,3,DIVYA DRISHTI,2020.0,DRAMA/SOAP,STAR Plus,36.32502831257078,0.86,2.38,female,0
U31n_VJJQLE,HINDI,1,0,10,10,0,0,1,5,773,311,RADHAKRISHN,2018.0,MYTHOLOGICAL/COSTUME DRAMAS,STAR Utsav,25.01405283867341,0.78,3.13,male,10
U31n_VJJQLE,HINDI,1,0,10,10,0,0,1,5,773,311,RADHAKRISHN,2018.0,MYTHOLOGICAL/COSTUME DRAMAS,STAR Utsav,25.01405283867341,0.78,3.13,female,10
UA69ayOaN-I,HINDI,0,0,4,4,0,0,0,4,9,1,DIVYA DRISHTI,2020.0,DRAMA/SOAP,STAR Plus,36.32502831257078,0.86,2.38,male,4
UA69ayOaN-I,HINDI,0,0,4,4,0,0,0,4,9,1,DIVYA DRISHTI,2020.0,DRAMA/SOAP,STAR Plus,36.32502831257078,0.86,2.38,female,4
UJJH-vFtdkQ,HINDI,3,0,5,4,1,0,0,2,622,215,Teri Meri Ikk Jindri,2021.0,DRAMA/SOAP,Zee TV,36.90275435637999,0.83,2.23,male,5
UJJH-vFtdkQ,HINDI,3,0,5,4,1,0,0,2,622,215,Teri Meri Ikk Jindri,2021.0,DRAMA/SOAP,Zee TV,36.90275435637999,0.83,2.23,female,4
UhvGlZIBmU4,HINDI,0,0,0,0,0,0,0,0,5,2,DIVYA DRISHTI,2020.0,DRAMA/SOAP,STAR Plus,36.32502831257078,0.86,2.38,male,0
UhvGlZIBmU4,HINDI,0,0,0,0,0,0,0,0,5,2,DIVYA DRISHTI,2020.0,DRAMA/SOAP,STAR Plus,36.32502831257078,0.86,2.38,female,0
Ui7pJL-7Ic0,HINDI,6,0,13,12,1,0,2,7,2865,1089,KUCH TO HAI NAAGIN EK NAYE RANG MEIN,2021.0,DRAMA/SOAP,Colors,35.11552928533047,0.83,2.37,male,13
Ui7pJL-7Ic0,HINDI,6,0,13,12,1,0,2,7,2865,1089,KUCH TO HAI NAAGIN EK NAYE RANG MEIN,2021.0,DRAMA/SOAP,Colors,35.11552928533047,0.83,2.37,female,12
