video_id,lang,derogatory,controversial,male_person_name,female_person_name,unisex_person_name,hindu_person_name,muslim_person_name,christian_person_name,transcript,non_stopword_transcript,program,year,genre,channel,ats,rating,reach,religion,person_name_count
3wvSiXwHW1o,BENGALI,0,0,0,0,0,0,0,0,1705,926,TRINAYANI,2019.0,DRAMA/SOAP,Zee Bangla,57.86548082267927,2.86,4.94,hindu,0
3wvSiXwHW1o,BENGALI,0,0,0,0,0,0,0,0,1705,926,TRINAYANI,2019.0,DRAMA/SOAP,Zee Bangla,57.86548082267927,2.86,4.94,muslim,0
3wvSiXwHW1o,BENGALI,0,0,0,0,0,0,0,0,1705,926,TRINAYANI,2019.0,DRAMA/SOAP,Zee Bangla,57.86548082267927,2.86,4.94,christian,0
4JST6XN934s,BENGALI,0,0,6,6,0,0,3,3,562,248,AALTA PHORING,2022.0,DRAMA/SOAP,STAR Jalsha,58.22222222222222,2.8,4.82,hindu,0
4JST6XN934s,BENGALI,0,0,6,6,0,0,3,3,562,248,AALTA PHORING,2022.0,DRAMA/SOAP,STAR Jalsha,58.22222222222222,2.8,4.82,muslim,3
4JST6XN934s,BENGALI,0,0,6,6,0,0,3,3,562,248,AALTA PHORING,2022.0,DRAMA/SOAP,STAR Jalsha,58.22222222222222,2.8,4.82,christian,3
4frjmiM9tc0,BENGALI,1,0,0,0,0,0,0,0,1205,705,KHUKUMONI HOME DELIVERY,2022.0,DRAMA/SOAP,STAR Jalsha,55.25876460767947,2.99,5.41,hindu,0
4frjmiM9tc0,BENGALI,1,0,0,0,0,0,0,0,1205,705,KHUKUMONI HOME DELIVERY,2022.0,DRAMA/SOAP,STAR Jalsha,55.25876460767947,2.99,5.41,muslim,0
4frjmiM9tc0,BENGALI,1,0,0,0,0,0,0,0,1205,705,KHUKUMONI HOME DELIVERY,2022.0,DRAMA/SOAP,STAR Jalsha,55.25876460767947,2.99,5.41,christian,0
4nDy2O-PBLM,BENGALI,1,0,11,11,0,0,7,4,1716,896,RANGIYE DIYE JAO,2021.0,DRAMA/SOAP,STAR Jalsha,31.237830319888733,3.69,11.77,hindu,0
4nDy2O-PBLM,BENGALI,1,0,11,11,0,0,7,4,1716,896,RANGIYE DIYE JAO,2021.0,DRAMA/SOAP,STAR Jalsha,31.237830319888733,3.69,11.77,muslim,7
4nDy2O-PBLM,BENGALI,1,0,11,11,0,0,7,4,1716,896,RANGIYE DIYE JAO,2021.0,DRAMA/SOAP,STAR Jalsha,31.237830319888733,3.69,11.77,christian,4
5gicvTrVryc,BENGALI,0,0,10,10,0,0,7,3,1649,846,RANGIYE DIYE JAO,2021.0,DRAMA/SOAP,STAR Jalsha,31.237830319888733,3.69,11.77,hindu,0
5gicvTrVryc,BENGALI,0,0,10,10,0,0,7,3,1649,846,RANGIYE DIYE JAO,2021.0,DRAMA/SOAP,STAR Jalsha,31.237830319888733,3.69,11.77,muslim,7
5gicvTrVryc,BENGALI,0,0,10,10,0,0,7,3,1649,846,RANGIYE DIYE JAO,2021.0,DRAMA/SOAP,STAR Jalsha,31.237830319888733,3.69,11.77,christian,3
6BQ9GaOFrxE,BENGALI,0,0,13,13,0,0,9,4,2360,1278,JOY BABA LOKENATH,2018.0,DRAMA/SOAP,Zee Bangla,48.15229563269877,3.93,8.17,hindu,0
6BQ9GaOFrxE,BENGALI,0,0,13,13,0,0,9,4,2360,1278,JOY BABA LOKENATH,2018.0,DRAMA/SOAP,Zee Bangla,48.15229563269877,3.93,8.17,muslim,9
6BQ9GaOFrxE,BENGALI,0,0,13,13,0,0,9,4,2360,1278,JOY BABA LOKENATH,2018.0,DRAMA/SOAP,Zee Bangla,48.15229563269877,3.93,8.17,christian,4
6wajLOkSHDg,BENGALI,0,0,0,0,0,0,0,0,175,85,GAATCHORA,2022.0,DRAMA/SOAP,STAR Jalsha,59.4775619557937,2.6,4.37,hindu,0
6wajLOkSHDg,BENGALI,0,0,0,0,0,0,0,0,175,85,GAATCHORA,2022.0,DRAMA/SOAP,STAR Jalsha,59.4775619557937,2.6,4.37,muslim,0
6wajLOkSHDg,BENGALI,0,0,0,0,0,0,0,0,175,85,GAATCHORA,2022.0,DRAMA/SOAP,STAR Jalsha,59.4775619557937,2.6,4.37,christian,0
7pysv5CA1TQ,BENGALI,0,0,0,0,0,0,0,0,2169,1219,KRISHNAKOLI,2018.0,DRAMA/SOAP,Zee Bangla,56.921373200442964,3.42,6.01,hindu,0
7pysv5CA1TQ,BENGALI,0,0,0,0,0,0,0,0,2169,1219,KRISHNAKOLI,2018.0,DRAMA/SOAP,Zee Bangla,56.921373200442964,3.42,6.01,muslim,0
7pysv5CA1TQ,BENGALI,0,0,0,0,0,0,0,0,2169,1219,KRISHNAKOLI,2018.0,DRAMA/SOAP,Zee Bangla,56.921373200442964,3.42,6.01,christian,0
89Z1mVn93O4,BENGALI,0,0,11,11,0,0,8,3,2001,1219,MITHAI,2021.0,DRAMA/SOAP,Zee Bangla,61.256830601092894,4.04,6.59,hindu,0
89Z1mVn93O4,BENGALI,0,0,11,11,0,0,8,3,2001,1219,MITHAI,2021.0,DRAMA/SOAP,Zee Bangla,61.256830601092894,4.04,6.59,muslim,8
89Z1mVn93O4,BENGALI,0,0,11,11,0,0,8,3,2001,1219,MITHAI,2021.0,DRAMA/SOAP,Zee Bangla,61.256830601092894,4.04,6.59,christian,3
89m4ErCBYvo,BENGALI,2,0,12,12,0,0,9,3,1679,934,UMA,2021.0,DRAMA/SOAP,Zee Bangla,59.16913946587537,3.33,5.63,hindu,0
89m4ErCBYvo,BENGALI,2,0,12,12,0,0,9,3,1679,934,UMA,2021.0,DRAMA/SOAP,Zee Bangla,59.16913946587537,3.33,5.63,muslim,9
89m4ErCBYvo,BENGALI,2,0,12,12,0,0,9,3,1679,934,UMA,2021.0,DRAMA/SOAP,Zee Bangla,59.16913946587537,3.33,5.63,christian,3
8PfaKu2uzu0,BENGALI,0,0,4,3,1,0,2,2,246,95,DHULOKONA,2022.0,DRAMA/SOAP,STAR Jalsha,62.0,3.3,5.33,hindu,0
8PfaKu2uzu0,BENGALI,0,0,4,3,1,0,2,2,246,95,DHULOKONA,2022.0,DRAMA/SOAP,STAR Jalsha,62.0,3.3,5.33,muslim,2
8PfaKu2uzu0,BENGALI,0,0,4,3,1,0,2,2,246,95,DHULOKONA,2022.0,DRAMA/SOAP,STAR Jalsha,62.0,3.3,5.33,christian,2
8V-mhzGr8rA,BENGALI,7,0,9,8,1,0,4,5,1662,919,RANU PELO LOTTERY,2018.0,DRAMA/SOAP,Zee Bangla,61.68795113825652,4.45,7.22,hindu,0
8V-mhzGr8rA,BENGALI,7,0,9,8,1,0,4,5,1662,919,RANU PELO LOTTERY,2018.0,DRAMA/SOAP,Zee Bangla,61.68795113825652,4.45,7.22,muslim,4
8V-mhzGr8rA,BENGALI,7,0,9,8,1,0,4,5,1662,919,RANU PELO LOTTERY,2018.0,DRAMA/SOAP,Zee Bangla,61.68795113825652,4.45,7.22,christian,5
ADS4Gg5k5hs,BENGALI,0,0,5,5,0,0,2,3,1804,999,NETAJI,2019.0,DRAMA/SOAP,Zee Bangla,49.29893438025799,2.1,4.26,hindu,0
ADS4Gg5k5hs,BENGALI,0,0,5,5,0,0,2,3,1804,999,NETAJI,2019.0,DRAMA/SOAP,Zee Bangla,49.29893438025799,2.1,4.26,muslim,2
ADS4Gg5k5hs,BENGALI,0,0,5,5,0,0,2,3,1804,999,NETAJI,2019.0,DRAMA/SOAP,Zee Bangla,49.29893438025799,2.1,4.26,christian,3
AVp_1TvR9Ek,BENGALI,0,0,12,12,0,0,6,6,1885,1014,APARAJITA APU (-MAHAPARVA),2021.0,DRAMA/SOAP,Zee Bangla,47.43801652892562,4.24,8.93,hindu,0
AVp_1TvR9Ek,BENGALI,0,0,12,12,0,0,6,6,1885,1014,APARAJITA APU (-MAHAPARVA),2021.0,DRAMA/SOAP,Zee Bangla,47.43801652892562,4.24,8.93,muslim,6
AVp_1TvR9Ek,BENGALI,0,0,12,12,0,0,6,6,1885,1014,APARAJITA APU (-MAHAPARVA),2021.0,DRAMA/SOAP,Zee Bangla,47.43801652892562,4.24,8.93,christian,6
A_xSqKBS4GQ,BENGALI,0,0,18,17,0,1,15,3,185,73,GAATCHORA,2022.0,DRAMA/SOAP,STAR Jalsha,59.4775619557937,2.6,4.37,hindu,1
A_xSqKBS4GQ,BENGALI,0,0,18,17,0,1,15,3,185,73,GAATCHORA,2022.0,DRAMA/SOAP,STAR Jalsha,59.4775619557937,2.6,4.37,muslim,15
A_xSqKBS4GQ,BENGALI,0,0,18,17,0,1,15,3,185,73,GAATCHORA,2022.0,DRAMA/SOAP,STAR Jalsha,59.4775619557937,2.6,4.37,christian,3
AiKQ72vPaGc,BENGALI,1,0,11,11,0,0,8,3,2287,1268,ANDARMAHAL,2018.0,DRAMA/SOAP,Zee Bangla,41.448467966573816,2.26,5.46,hindu,0
AiKQ72vPaGc,BENGALI,1,0,11,11,0,0,8,3,2287,1268,ANDARMAHAL,2018.0,DRAMA/SOAP,Zee Bangla,41.448467966573816,2.26,5.46,muslim,8
AiKQ72vPaGc,BENGALI,1,0,11,11,0,0,8,3,2287,1268,ANDARMAHAL,2018.0,DRAMA/SOAP,Zee Bangla,41.448467966573816,2.26,5.46,christian,3
AyyHhLhXwcQ,BENGALI,0,0,14,14,0,0,4,10,2363,1385,MITHAI,2022.0,DRAMA/SOAP,Zee Bangla,57.55148741418764,2.73,4.75,hindu,0
AyyHhLhXwcQ,BENGALI,0,0,14,14,0,0,4,10,2363,1385,MITHAI,2022.0,DRAMA/SOAP,Zee Bangla,57.55148741418764,2.73,4.75,muslim,4
AyyHhLhXwcQ,BENGALI,0,0,14,14,0,0,4,10,2363,1385,MITHAI,2022.0,DRAMA/SOAP,Zee Bangla,57.55148741418764,2.73,4.75,christian,10
B2fL_gfuIQw,BENGALI,1,0,17,16,1,0,9,8,2204,1287,BOKUL KOTHA,2018.0,DRAMA/SOAP,Zee Bangla,52.57332595462092,3.22,6.13,hindu,0
B2fL_gfuIQw,BENGALI,1,0,17,16,1,0,9,8,2204,1287,BOKUL KOTHA,2018.0,DRAMA/SOAP,Zee Bangla,52.57332595462092,3.22,6.13,muslim,9
B2fL_gfuIQw,BENGALI,1,0,17,16,1,0,9,8,2204,1287,BOKUL KOTHA,2018.0,DRAMA/SOAP,Zee Bangla,52.57332595462092,3.22,6.13,christian,8
B4IYPSdY5og,BENGALI,6,0,23,23,0,0,16,7,2329,1465,KHUKUMONI HOME DELIVERY,2021.0,DRAMA/SOAP,STAR Jalsha,62.888888888888886,3.97,6.31,hindu,0
B4IYPSdY5og,BENGALI,6,0,23,23,0,0,16,7,2329,1465,KHUKUMONI HOME DELIVERY,2021.0,DRAMA/SOAP,STAR Jalsha,62.888888888888886,3.97,6.31,muslim,16
B4IYPSdY5og,BENGALI,6,0,23,23,0,0,16,7,2329,1465,KHUKUMONI HOME DELIVERY,2021.0,DRAMA/SOAP,STAR Jalsha,62.888888888888886,3.97,6.31,christian,7
C6wi-M-kfPI,BENGALI,1,0,10,8,2,0,8,2,796,360,BANGLA MEDIUM,2022.0,DRAMA/SOAP,STAR Jalsha,63.166666666666664,2.77,4.38,hindu,0
C6wi-M-kfPI,BENGALI,1,0,10,8,2,0,8,2,796,360,BANGLA MEDIUM,2022.0,DRAMA/SOAP,STAR Jalsha,63.166666666666664,2.77,4.38,muslim,8
C6wi-M-kfPI,BENGALI,1,0,10,8,2,0,8,2,796,360,BANGLA MEDIUM,2022.0,DRAMA/SOAP,STAR Jalsha,63.166666666666664,2.77,4.38,christian,2
CK3liFrE20I,BENGALI,0,0,11,11,0,0,3,8,2134,1236,KRISHNAKOLI,2018.0,DRAMA/SOAP,Zee Bangla,56.921373200442964,3.42,6.01,hindu,0
CK3liFrE20I,BENGALI,0,0,11,11,0,0,3,8,2134,1236,KRISHNAKOLI,2018.0,DRAMA/SOAP,Zee Bangla,56.921373200442964,3.42,6.01,muslim,3
CK3liFrE20I,BENGALI,0,0,11,11,0,0,3,8,2134,1236,KRISHNAKOLI,2018.0,DRAMA/SOAP,Zee Bangla,56.921373200442964,3.42,6.01,christian,8
CL8OH3LPiM0,BENGALI,0,0,11,11,0,0,6,5,673,324,ANURAGER CHOWA,2022.0,DRAMA/SOAP,STAR Jalsha,66.26240352811466,2.58,3.89,hindu,0
CL8OH3LPiM0,BENGALI,0,0,11,11,0,0,6,5,673,324,ANURAGER CHOWA,2022.0,DRAMA/SOAP,STAR Jalsha,66.26240352811466,2.58,3.89,muslim,6
CL8OH3LPiM0,BENGALI,0,0,11,11,0,0,6,5,673,324,ANURAGER CHOWA,2022.0,DRAMA/SOAP,STAR Jalsha,66.26240352811466,2.58,3.89,christian,5
DPJVARz2Uss,BENGALI,0,0,0,0,0,0,0,0,1596,855,APARAJITA APU (-MAHAPARVA),2021.0,DRAMA/SOAP,Zee Bangla,47.43801652892562,4.24,8.93,hindu,0
DPJVARz2Uss,BENGALI,0,0,0,0,0,0,0,0,1596,855,APARAJITA APU (-MAHAPARVA),2021.0,DRAMA/SOAP,Zee Bangla,47.43801652892562,4.24,8.93,muslim,0
DPJVARz2Uss,BENGALI,0,0,0,0,0,0,0,0,1596,855,APARAJITA APU (-MAHAPARVA),2021.0,DRAMA/SOAP,Zee Bangla,47.43801652892562,4.24,8.93,christian,0
D_QeMOx4gGk,BENGALI,1,0,8,8,0,0,4,4,1711,1019,KHUKUMONI HOME DELIVERY,2022.0,DRAMA/SOAP,STAR Jalsha,55.25876460767947,2.99,5.41,hindu,0
D_QeMOx4gGk,BENGALI,1,0,8,8,0,0,4,4,1711,1019,KHUKUMONI HOME DELIVERY,2022.0,DRAMA/SOAP,STAR Jalsha,55.25876460767947,2.99,5.41,muslim,4
D_QeMOx4gGk,BENGALI,1,0,8,8,0,0,4,4,1711,1019,KHUKUMONI HOME DELIVERY,2022.0,DRAMA/SOAP,STAR Jalsha,55.25876460767947,2.99,5.41,christian,4
Db261uFcGIw,BENGALI,0,0,16,16,0,0,11,5,1345,760,MITHAI,2021.0,DRAMA/SOAP,Zee Bangla,61.256830601092894,4.04,6.59,hindu,0
Db261uFcGIw,BENGALI,0,0,16,16,0,0,11,5,1345,760,MITHAI,2021.0,DRAMA/SOAP,Zee Bangla,61.256830601092894,4.04,6.59,muslim,11
Db261uFcGIw,BENGALI,0,0,16,16,0,0,11,5,1345,760,MITHAI,2021.0,DRAMA/SOAP,Zee Bangla,61.256830601092894,4.04,6.59,christian,5
EZ72Rw8wI5c,BENGALI,0,0,8,8,0,0,3,5,2049,1088,NAKSHI KANTHA,2018.0,DRAMA/SOAP,Zee Bangla,54.65768799102133,2.25,4.12,hindu,0
EZ72Rw8wI5c,BENGALI,0,0,8,8,0,0,3,5,2049,1088,NAKSHI KANTHA,2018.0,DRAMA/SOAP,Zee Bangla,54.65768799102133,2.25,4.12,muslim,3
EZ72Rw8wI5c,BENGALI,0,0,8,8,0,0,3,5,2049,1088,NAKSHI KANTHA,2018.0,DRAMA/SOAP,Zee Bangla,54.65768799102133,2.25,4.12,christian,5
Ef8_OMRqKLA,BENGALI,0,0,20,20,0,0,10,10,1966,999,SARBOJAYA,2021.0,DRAMA/SOAP,Zee Bangla,57.61478163493841,3.81,6.6,hindu,0
Ef8_OMRqKLA,BENGALI,0,0,20,20,0,0,10,10,1966,999,SARBOJAYA,2021.0,DRAMA/SOAP,Zee Bangla,57.61478163493841,3.81,6.6,muslim,10
Ef8_OMRqKLA,BENGALI,0,0,20,20,0,0,10,10,1966,999,SARBOJAYA,2021.0,DRAMA/SOAP,Zee Bangla,57.61478163493841,3.81,6.6,christian,10
Ep_xOnqMSAU,BENGALI,0,0,10,9,1,0,3,7,853,427,KI KORE BOLBO TOMAY,2019.0,DRAMA/SOAP,Zee Bangla,52.02440377149196,2.16,4.15,hindu,0
Ep_xOnqMSAU,BENGALI,0,0,10,9,1,0,3,7,853,427,KI KORE BOLBO TOMAY,2019.0,DRAMA/SOAP,Zee Bangla,52.02440377149196,2.16,4.15,muslim,3
Ep_xOnqMSAU,BENGALI,0,0,10,9,1,0,3,7,853,427,KI KORE BOLBO TOMAY,2019.0,DRAMA/SOAP,Zee Bangla,52.02440377149196,2.16,4.15,christian,7
ErKPJv_M1vw,BENGALI,0,0,14,14,0,0,9,5,1676,909,APARAJITA APU (-MAHAPARVA),2021.0,DRAMA/SOAP,Zee Bangla,47.43801652892562,4.24,8.93,hindu,0
ErKPJv_M1vw,BENGALI,0,0,14,14,0,0,9,5,1676,909,APARAJITA APU (-MAHAPARVA),2021.0,DRAMA/SOAP,Zee Bangla,47.43801652892562,4.24,8.93,muslim,9
ErKPJv_M1vw,BENGALI,0,0,14,14,0,0,9,5,1676,909,APARAJITA APU (-MAHAPARVA),2021.0,DRAMA/SOAP,Zee Bangla,47.43801652892562,4.24,8.93,christian,5
FB8IOi_iUNw,BENGALI,0,0,9,8,1,0,6,3,282,110,AALTA PHORING,2022.0,DRAMA/SOAP,STAR Jalsha,58.22222222222222,2.8,4.82,hindu,0
FB8IOi_iUNw,BENGALI,0,0,9,8,1,0,6,3,282,110,AALTA PHORING,2022.0,DRAMA/SOAP,STAR Jalsha,58.22222222222222,2.8,4.82,muslim,6
FB8IOi_iUNw,BENGALI,0,0,9,8,1,0,6,3,282,110,AALTA PHORING,2022.0,DRAMA/SOAP,STAR Jalsha,58.22222222222222,2.8,4.82,christian,3
FEkBIOE80OI,BENGALI,0,0,17,15,1,1,11,6,519,227,RANGIYE DIYE JAO,2021.0,DRAMA/SOAP,STAR Jalsha,31.237830319888733,3.69,11.77,hindu,1
FEkBIOE80OI,BENGALI,0,0,17,15,1,1,11,6,519,227,RANGIYE DIYE JAO,2021.0,DRAMA/SOAP,STAR Jalsha,31.237830319888733,3.69,11.77,muslim,11
FEkBIOE80OI,BENGALI,0,0,17,15,1,1,11,6,519,227,RANGIYE DIYE JAO,2021.0,DRAMA/SOAP,STAR Jalsha,31.237830319888733,3.69,11.77,christian,6
FfaXCB3ERNM,BENGALI,0,0,0,0,0,0,0,0,2115,1131,NAKSHI KANTHA,2018.0,DRAMA/SOAP,Zee Bangla,54.65768799102133,2.25,4.12,hindu,0
FfaXCB3ERNM,BENGALI,0,0,0,0,0,0,0,0,2115,1131,NAKSHI KANTHA,2018.0,DRAMA/SOAP,Zee Bangla,54.65768799102133,2.25,4.12,muslim,0
FfaXCB3ERNM,BENGALI,0,0,0,0,0,0,0,0,2115,1131,NAKSHI KANTHA,2018.0,DRAMA/SOAP,Zee Bangla,54.65768799102133,2.25,4.12,christian,0
Frq6FR_M-w0,BENGALI,0,0,6,6,0,0,2,4,314,140,ANURAGER CHOWA,2022.0,DRAMA/SOAP,STAR Jalsha,66.26240352811466,2.58,3.89,hindu,0
Frq6FR_M-w0,BENGALI,0,0,6,6,0,0,2,4,314,140,ANURAGER CHOWA,2022.0,DRAMA/SOAP,STAR Jalsha,66.26240352811466,2.58,3.89,muslim,2
Frq6FR_M-w0,BENGALI,0,0,6,6,0,0,2,4,314,140,ANURAGER CHOWA,2022.0,DRAMA/SOAP,STAR Jalsha,66.26240352811466,2.58,3.89,christian,4
FvdH3QNE-9s,BENGALI,0,0,13,12,0,1,11,2,1967,1138,ALO CHHAYA,2019.0,DRAMA/SOAP,Zee Bangla,49.80435997764114,3.15,6.32,hindu,1
FvdH3QNE-9s,BENGALI,0,0,13,12,0,1,11,2,1967,1138,ALO CHHAYA,2019.0,DRAMA/SOAP,Zee Bangla,49.80435997764114,3.15,6.32,muslim,11
FvdH3QNE-9s,BENGALI,0,0,13,12,0,1,11,2,1967,1138,ALO CHHAYA,2019.0,DRAMA/SOAP,Zee Bangla,49.80435997764114,3.15,6.32,christian,2
FxIuG37luGQ,BENGALI,0,0,0,0,0,0,0,0,3,3,AALTA PHORING,2022.0,DRAMA/SOAP,STAR Jalsha,58.22222222222222,2.8,4.82,hindu,0
FxIuG37luGQ,BENGALI,0,0,0,0,0,0,0,0,3,3,AALTA PHORING,2022.0,DRAMA/SOAP,STAR Jalsha,58.22222222222222,2.8,4.82,muslim,0
