video_id,lang,derogatory,controversial,male_person_name,female_person_name,unisex_person_name,hindu_person_name,muslim_person_name,christian_person_name,transcript,non_stopword_transcript,program,year,genre,channel,ats,rating,reach
iNSwLRvsyGQ,HINDI,0,0,5,5,0,0,1,3,1461,636,Dwarkadheesh Bhagwaan Shree Krishn - Sarvkala Sampann,2019.0,MYTHOLOGICAL/COSTUME DRAMAS,Dangal,51.30483064963909,0.95,1.85
jXlc2SDhCEc,HINDI,2,0,14,14,0,0,5,8,2852,1089,KUNDALI BHAGYA,2018.0,DRAMA/SOAP,Zee TV,13.229665071770334,0.65,4.9
k1pN8HT4Bsc,HINDI,4,0,13,12,1,0,3,7,2060,874,APNA TIME BHI AAYEGA,2021.0,DRAMA/SOAP,Zee TV/Zee Anmol,43.196073084265066,0.87,2.01
kCxKRSXtkUk,HINDI,0,0,3,3,0,0,0,1,5,0,MANN SUNDAR,2022.0,DRAMA/SOAP,Dangal,53.062360801781736,0.58,1.09
kEwF4DUqRBM,HINDI,4,0,11,11,0,0,2,6,3136,1222,NAAGIN,2021.0,DRAMA/SOAP,Colors,36.641645815957745,0.92,2.51
kFzxOvDhiU8,HINDI,7,0,16,16,0,0,9,5,2867,1231,VISHNU PURAN,2020.0,MYTHOLOGICAL/COSTUME DRAMAS,DD Bharati,35.12630014858841,0.96,2.09
kJQWfuSYc8g,HINDI,3,0,30,30,0,0,10,16,1949,889,VISHNU PURAN,2020.0,MYTHOLOGICAL/COSTUME DRAMAS,DD Bharati,35.12630014858841,0.96,2.09
kjyx3UCCGF4,HINDI,2,0,8,8,0,0,0,6,2870,1121,KUCH TO HAI NAAGIN EK NAYE RANG MEIN,2021.0,DRAMA/SOAP,Colors,35.11552928533047,0.83,2.37
l5BbKCR_uZ8,HINDI,6,0,10,10,0,0,2,5,1813,661,PHIR LAUT AAYI NAAGIN,2019.0,DRAMA/SOAP,Dangal,49.3542953396968,0.89,1.8
lG556zHC9vg,HINDI,8,0,15,14,1,0,5,2,2006,839,BAALVEER RETURNS,2020.0,CHILDRENS PROGRAM,Sony Pal,97.45996686913307,0.94,1.79
lv0AbAVvnec,HINDI,4,0,13,13,0,0,3,4,4133,1646,NAAGIN,2018.0,DRAMA/SOAP,Colors,23.143438453713124,0.77,3.31
m8z6Z6BhH94,HINDI,6,0,14,14,0,0,3,9,2322,926,NAAGIN,2019.0,DRAMA/SOAP,Colors,36.96868008948546,0.74,2.01
mfFihbdSPjg,HINDI,2,0,13,13,0,0,1,9,3417,1403,NAAGIN,2019.0,DRAMA/SOAP,Colors,36.96868008948546,0.74,2.01
nbwQGZyqZCY,HINDI,2,0,16,16,0,0,5,5,1311,559,Dwarkadheesh Bhagwaan Shree Krishn - Sarvkala Sampann,2019.0,MYTHOLOGICAL/COSTUME DRAMAS,Dangal,51.30483064963909,0.95,1.85
ncThMYSTQ7M,HINDI,2,0,10,10,0,0,4,4,1669,653,EK HAZARON MEIN MERI BEHNA HAI,2018.0,DRAMA/SOAP,STAR Utsav,31.236203090507725,0.61,1.96
oPHKjS_Wz5I,HINDI,2,0,14,14,0,0,2,8,2037,739,SHAKTI-ASTITVA KE EHSAAS KI,2018.0,DRAMA/SOAP,Colors,41.52510381275953,0.62,1.49
oXOy3JaelFQ,HINDI,0,0,5,3,2,0,0,4,8,2,DIVYA DRISHTI,2020.0,DRAMA/SOAP,STAR Plus,36.32502831257078,0.86,2.38
p-l4pRVODe4,HINDI,3,0,10,10,0,0,2,5,3036,1040,KUNDALI BHAGYA,2021.0,DRAMA/SOAP,Zee TV,38.43169853144916,0.87,2.24
pBiLlzRQK4I,HINDI,0,0,3,3,0,0,2,1,3,0,MANN SUNDAR,2022.0,DRAMA/SOAP,Dangal,53.062360801781736,0.58,1.09
pFw0E3NtNdI,HINDI,1,0,9,9,0,0,5,4,863,336,RADHAKRISHN,2022.0,MYTHOLOGICAL/COSTUME DRAMAS,STAR Utsav,43.80714879467997,1.16,2.64
ppSV3E6RHHU,HINDI,9,0,8,8,0,0,3,3,1444,570,KARMAPHAL DAATA SHANI,2018.0,MYTHOLOGICAL/COSTUME DRAMAS,Colors,43.22946175637394,0.62,1.42
qWmLq0s9KGg,HINDI,0,0,4,2,1,1,2,1,4,0,MANN SUNDAR,2022.0,DRAMA/SOAP,Dangal,53.062360801781736,0.58,1.09
qbr3saFIZWY,HINDI,4,0,16,16,0,0,3,7,3227,1393,CIF,2019.0,ACTION/THRILLER,Dangal,33.609500138083405,0.67,1.99
qcfm4bkOq6Y,HINDI,1,0,12,11,1,0,2,6,2402,877,KUCH TO HAI NAAGIN EK NAYE RANG MEIN,2021.0,DRAMA/SOAP,Colors,35.11552928533047,0.83,2.37
qqBPJ3oNO2k,HINDI,9,0,51,48,2,0,14,24,3017,1219,CIF,2019.0,ACTION/THRILLER,Dangal,33.609500138083405,0.67,1.99
rb9xLZ5O-HA,HINDI,4,0,13,13,0,0,3,8,1848,707,SHAKTI-ASTITVA KE EHSAAS KI,2018.0,DRAMA/SOAP,Colors,41.52510381275953,0.62,1.49
rvrr_iF6RVA,HINDI,4,0,17,17,0,0,4,4,1837,796,BAALVEER RETURNS,2020.0,CHILDRENS PROGRAM,Sony Pal,97.45996686913307,0.94,1.79
sBScxPenuAc,HINDI,2,0,11,11,0,0,1,5,1115,414,RADHAKRISHN,2022.0,MYTHOLOGICAL/COSTUME DRAMAS,STAR Utsav,43.80714879467997,1.16,2.64
sRysHmcmdP4,HINDI,3,0,9,9,0,0,0,6,3168,1333,NAAGIN,2019.0,DRAMA/SOAP,Colors,36.96868008948546,0.74,2.01
uQIOQ3zLO_0,HINDI,3,0,14,14,0,0,3,9,2528,1025,NAAGIN,2019.0,DRAMA/SOAP,Colors,36.96868008948546,0.74,2.01
un9_Q_Nwch0,HINDI,3,0,11,10,0,1,2,3,3160,1244,NAAGIN,2018.0,DRAMA/SOAP,Colors,23.143438453713124,0.77,3.31
v7Wq0DFuYQs,HINDI,2,0,14,14,0,0,3,8,2253,823,PHIR LAUT AAYI NAAGIN,2019.0,DRAMA/SOAP,Dangal,49.3542953396968,0.89,1.8
vwd1oGYQ0GQ,HINDI,5,0,0,0,0,0,0,0,3061,1272,SHRI KRISHNA/ KRISHNA,2020.0,MYTHOLOGICAL/COSTUME DRAMAS,DD National,57.92805755395683,1.08,1.86
w1vFCXBkiNI,HINDI,6,0,21,21,0,0,8,10,1689,658,VIGHNAHARTA GANESH,2022.0,MYTHOLOGICAL/COSTUME DRAMAS,Shemaroo TV,39.494470774091624,0.66,1.66
x1KSj1GWe0Y,HINDI,2,0,27,25,1,0,3,12,1749,701,RAAVI,2019.0,DRAMA/SOAP,Big Magic,32.82700421940928,0.7,2.13
x5kEi459I0M,HINDI,4,0,11,11,0,0,3,6,1974,919,UTTAR RAMAYAN/LUV KUSH,2020.0,MYTHOLOGICAL/COSTUME DRAMAS,DD National,60.03649635036496,6.28,10.46
xKwVB9fLUrM,HINDI,2,0,11,11,0,0,2,5,2613,1008,NAAGIN,2021.0,DRAMA/SOAP,Colors,36.641645815957745,0.92,2.51
xoh27lQE77U,HINDI,2,0,9,8,1,0,3,3,1062,395,RADHAKRISHN,2018.0,MYTHOLOGICAL/COSTUME DRAMAS,STAR Utsav,25.01405283867341,0.78,3.13
xwdcRTyr6V8,HINDI,5,0,16,15,1,0,5,5,3112,1347,CIF,2019.0,ACTION/THRILLER,Dangal,33.609500138083405,0.67,1.99
y90hpqrY3ew,HINDI,4,0,11,11,0,0,1,6,3387,1332,PYAAR KI LUKA CHUPPI,2019.0,DRAMA/SOAP,Dangal,46.27867935086738,0.7,1.52
yAZypWrUxj4,HINDI,0,0,4,3,0,0,1,2,36,7,DIVYA DRISHTI,2020.0,DRAMA/SOAP,STAR Plus,36.32502831257078,0.86,2.38
ygc2mwRrsGo,HINDI,0,0,3,3,0,0,0,2,5,0,DIVYA DRISHTI,2020.0,DRAMA/SOAP,STAR Plus,36.32502831257078,0.86,2.38
yho14knGD9g,HINDI,5,0,22,22,0,0,6,6,1166,523,MAHABHARAT,2020.0,MYTHOLOGICAL/COSTUME DRAMAS,DD Bharati,61.5470538955599,3.24,5.26
zSafNlu9TGU,HINDI,2,0,8,8,0,0,2,3,3306,1278,NAAGIN,2018.0,DRAMA/SOAP,Colors,23.143438453713124,0.77,3.31
zcu3r3yJhs8,HINDI,5,0,9,9,0,0,4,3,3089,1342,CIF,2019.0,ACTION/THRILLER,Dangal,33.609500138083405,0.67,1.99
zqjwP9k-47w,HINDI,6,0,23,23,0,0,6,12,2527,1057,PARICHAY,2018.0,DRAMA/SOAP,Colors Rishtey,36.394686907020876,0.63,1.73
-_2ftf31pC8,KANNADA,1,0,9,9,0,0,5,4,1241,844,SATHYA,2022.0,DRAMA/SOAP,Zee Kannada,55.1819184123484,4.27,7.74
0AQrJYYuvOs,KANNADA,0,0,15,15,0,0,6,9,1130,795,LAKSHMI BARAMMA,2018.0,DRAMA/SOAP,Colors Kannada,52.725045927740354,4.32,8.21
0BPaekFOu1A,KANNADA,0,0,11,11,0,0,6,5,1118,743,GATTIMELA,2020.0,DRAMA/SOAP,Zee Kannada,55.55555555555556,4.46,8.03
0I8-sUJ0sHI,KANNADA,2,0,14,14,0,0,7,7,1244,844,PAARU,2019.0,DRAMA/SOAP,Zee Kannada,51.17038649972782,3.74,7.31
0SXlRQoh5rU,KANNADA,0,0,16,16,0,0,13,3,1006,622,SHANI,2018.0,MYTHOLOGICAL/COSTUME DRAMAS,Colors Kannada,42.82253179890975,2.9,6.78
0TduQfJgGVE,KANNADA,0,0,3,3,0,0,2,1,6,0,KULAVADHU,2018.0,DRAMA/SOAP,Colors Kannada,46.045918367346935,2.84,6.17
0VATf-xoPV0,KANNADA,0,0,17,17,0,0,15,2,1330,870,NAAGINI 2,2021.0,DRAMA/SOAP,Zee Kannada,56.21531631520533,4.4,7.82
0qr1D1xFwvM,KANNADA,1,0,7,7,0,0,3,4,932,649,RADHA RAMANA,2018.0,DRAMA/SOAP,Colors Kannada,53.275109170305676,3.41,6.39
0y9M8zgatjE,KANNADA,0,0,14,14,0,0,8,6,1594,1020,NAAGINI 2,2022.0,DRAMA/SOAP,Zee Kannada,52.89855072463768,4.77,9.01
10cRFOtbO0g,KANNADA,1,0,12,12,0,0,7,5,1247,839,LAKSHMI BARAMMA,2018.0,DRAMA/SOAP,Colors Kannada,52.725045927740354,4.32,8.21
17qp2tqCAms,KANNADA,0,0,13,13,0,0,7,6,1098,756,PUNARVIVAHA,2021.0,DRAMA/SOAP,Zee Kannada,52.426160337552744,3.18,6.07
1AKHRPsguXs,KANNADA,1,0,10,10,0,0,6,4,1548,1052,NAAGINI 2,2022.0,DRAMA/SOAP,Zee Kannada,52.89855072463768,4.77,9.01
1e-lU5yvEqE,KANNADA,1,0,14,14,0,0,3,11,1130,788,PUTTAKKANA MAKKALU,2022.0,DRAMA/SOAP,Zee Kannada,57.0655116404981,4.26,7.47
1kkKfbWQ8qQ,KANNADA,0,0,10,10,0,0,6,4,1593,1134,SATHYA,2021.0,DRAMA/SOAP,Zee Kannada,51.84404636459431,4.07,7.85
2GD8L5U-gFM,KANNADA,0,0,12,12,0,0,10,2,1365,844,NAAGINI,2019.0,DRAMA/SOAP,Zee Kannada,43.2146829810901,3.98,9.22
2M5sTxfvrcg,KANNADA,1,0,10,10,0,0,7,3,1205,740,NAAGINI,2020.0,DRAMA/SOAP,Zee Kannada,43.82816748232735,4.67,10.67
2V-TLYa_soY,KANNADA,1,0,7,7,0,0,2,5,1643,1141,YAARE NEE MOHINI,2020.0,DRAMA/SOAP,Zee Kannada,46.02556976097832,3.59,7.8
2ZQfqvvvEdw,KANNADA,0,0,25,25,0,0,15,10,1548,1097,GATTIMELA,2021.0,DRAMA/SOAP,Zee Kannada,54.20911528150134,4.17,7.69
2b6IeSbsbNc,KANNADA,1,0,0,0,0,0,0,0,1504,1011,JEEVANADI,2019.0,DRAMA/SOAP,Udaya TV,38.45730027548209,3.29,8.54
2bYQseFYSko,KANNADA,3,0,14,14,0,0,11,3,2214,1628,MAHANAYAKA DR B R AMBEDKAR,2020.0,DRAMA/SOAP,Zee Kannada,33.15696649029982,3.13,9.43
2hcl8UimpVo,KANNADA,2,0,12,12,0,0,9,3,999,685,PAARU,2022.0,DRAMA/SOAP,Zee Kannada,51.20128136679124,3.66,7.14
30WnSa65stI,KANNADA,0,0,0,0,0,0,0,0,1784,1229,GATTIMELA,2021.0,DRAMA/SOAP,Zee Kannada,54.20911528150134,4.17,7.69
3GMOeR-TJdM,KANNADA,0,0,10,10,0,0,8,2,1025,659,NAAGINI,2020.0,DRAMA/SOAP,Zee Kannada,43.82816748232735,4.67,10.67
4DAYrS2ow1c,KANNADA,1,0,8,8,0,0,5,3,1398,937,NAAGINI 2,2020.0,DRAMA/SOAP,Zee Kannada,47.13340683572216,3.71,7.88
4nmW10tYBMw,KANNADA,1,0,13,13,0,0,4,9,1358,949,HITLER KALYANA,2021.0,DRAMA/SOAP,Zee Kannada,52.882072977260705,4.32,8.16
57F6V5UYabw,KANNADA,2,0,10,10,0,0,5,5,1014,662,JOTHE JOTHEYALI,2022.0,DRAMA/SOAP,Zee Kannada,51.15233277121979,4.18,8.17
6fUynJg-nA8,KANNADA,0,0,10,10,0,0,6,4,1206,832,RADHA RAMANA,2018.0,DRAMA/SOAP,Colors Kannada,53.275109170305676,3.41,6.39
6gKBFMo-hto,KANNADA,0,1,11,11,0,0,9,2,1331,851,NAAGINI 2,2020.0,DRAMA/SOAP,Zee Kannada,47.13340683572216,3.71,7.88
6rGGAB0iIdY,KANNADA,2,0,18,18,0,0,12,6,1717,1182,YAARE NEE MOHINI,2020.0,DRAMA/SOAP,Zee Kannada,46.02556976097832,3.59,7.8
74mHnMgmydE,KANNADA,0,0,8,8,0,0,4,4,1341,951,SATHYA,2021.0,DRAMA/SOAP,Zee Kannada,51.84404636459431,4.07,7.85
80wqjHaqzek,KANNADA,0,0,12,12,0,0,6,6,1329,876,SATHYA,2020.0,DRAMA/SOAP,Zee Kannada,53.60158966716344,4.23,7.89
8DK0BrEaMDI,KANNADA,0,0,12,12,0,0,8,4,1424,985,PAARU,2022.0,DRAMA/SOAP,Zee Kannada,51.20128136679124,3.66,7.14
8EEYoSt9iCo,KANNADA,0,0,11,11,0,0,6,5,647,451,MANGALA GOWRI MADUVE,2018.0,DRAMA/SOAP,Colors Kannada,55.520702634880806,4.72,8.51
8F-nSHKZEJ8,KANNADA,0,0,41,41,0,0,26,15,1352,930,PUTTAKKANA MAKKALU,2021.0,DRAMA/SOAP,Zee Kannada,56.21890547263681,5.11,9.08
8RgmkWgZICg,KANNADA,0,0,14,14,0,0,7,7,735,481,PAARU,2021.0,DRAMA/SOAP,Zee Kannada,51.01713062098501,4.07,7.98
9YXdpVbqu4g,KANNADA,1,0,12,12,0,0,7,5,1493,1064,GATTIMELA,2022.0,DRAMA/SOAP,Zee Kannada,56.993190151911996,5.55,9.74
9_io0U0CqNQ,KANNADA,0,0,64,64,0,0,50,14,1197,767,KAMALI,2020.0,DRAMA/SOAP,Zee Kannada,45.49426542872747,3.16,6.95
A-4BLzA7aaY,KANNADA,1,0,10,10,0,0,6,4,1301,895,PUNARVIVAHA,2021.0,DRAMA/SOAP,Zee Kannada,52.426160337552744,3.18,6.07
AZKl9gF8-8U,KANNADA,0,0,10,10,0,0,7,3,1576,1072,JOTHE JOTHEYALI,2020.0,DRAMA/SOAP,Zee Kannada,49.840425531914896,3.84,7.71
B2GR6VFjFpE,KANNADA,0,0,19,19,0,0,9,10,1298,891,LAKSHMI BARAMMA,2018.0,DRAMA/SOAP,Colors Kannada,52.725045927740354,4.32,8.21
BN52WfgQS_E,KANNADA,2,0,12,12,0,0,7,5,1039,705,MAHADEVI,2019.0,DRAMA/SOAP,Zee Kannada,33.01728945900725,3.78,11.43
BRPlHgRbBDk,KANNADA,0,0,10,10,0,0,3,7,1359,869,KAMALI,2022.0,DRAMA/SOAP,Zee Kannada,51.89098998887653,3.46,6.66
BXCM6gYX5EY,KANNADA,0,0,7,7,0,0,3,4,922,635,KAMALI,2022.0,DRAMA/SOAP,Zee Kannada,51.89098998887653,3.46,6.66
C7SizjcHQO0,KANNADA,0,0,7,7,0,0,5,2,1304,910,YAARE NEE MOHINI,2019.0,DRAMA/SOAP,Zee Kannada,43.52009054895303,3.03,6.96
CMWT77WUP3M,KANNADA,0,0,34,34,0,0,23,11,2079,1489,BRAHMAGANTU,2020.0,DRAMA/SOAP,Zee Kannada,49.8065229408513,3.21,6.44
CrfKahV3oUQ,KANNADA,0,0,12,12,0,0,8,4,2311,1734,MAHANAYAKA DR B R AMBEDKAR,2020.0,DRAMA/SOAP,Zee Kannada,33.15696649029982,3.13,9.43
D0QZcsuZJos,KANNADA,0,0,10,10,0,0,4,6,1292,905,HITLER KALYANA,2022.0,DRAMA/SOAP,Zee Kannada,54.99726925177499,3.74,6.8
D81TPA2FOwQ,KANNADA,0,0,30,30,0,0,22,8,1058,681,SATHYA,2022.0,DRAMA/SOAP,Zee Kannada,55.1819184123484,4.27,7.74
DcRUfARwQ50,KANNADA,0,0,8,8,0,0,4,4,700,462,MANGALA GOWRI MADUVE,2018.0,DRAMA/SOAP,Colors Kannada,55.520702634880806,4.72,8.51
Dxua5cFu4JU,KANNADA,0,0,11,11,0,0,5,6,697,474,KAMALI,2020.0,DRAMA/SOAP,Zee Kannada,45.49426542872747,3.16,6.95
E3tGXwyqOIw,KANNADA,1,0,13,13,0,0,9,4,1293,894,SATHYA,2022.0,DRAMA/SOAP,Zee Kannada,55.1819184123484,4.27,7.74
ESVNq2m2qE4,KANNADA,1,0,29,29,0,0,17,12,1555,1069,PAARU,2018.0,DRAMA/SOAP,Zee Kannada,51.49171270718232,3.36,6.52
ETutUeCReFg,KANNADA,0,0,8,8,0,0,5,3,1070,665,NAAGINI 2,2021.0,DRAMA/SOAP,Zee Kannada,56.21531631520533,4.4,7.82
Eg1M1C8tGQM,KANNADA,0,0,13,13,0,0,4,9,1325,880,PUTTAKKANA MAKKALU,2021.0,DRAMA/SOAP,Zee Kannada,56.21890547263681,5.11,9.08
FXuel7aEXbA,KANNADA,0,0,16,16,0,0,12,4,1153,744,SHANI,2018.0,MYTHOLOGICAL/COSTUME DRAMAS,Colors Kannada,42.82253179890975,2.9,6.78
FfLLffsg7Vw,KANNADA,0,0,9,9,0,0,4,5,1864,1334,BRAHMAGANTU,2020.0,DRAMA/SOAP,Zee Kannada,49.8065229408513,3.21,6.44
GN0O0RJ4QK8,KANNADA,0,0,2,2,0,0,2,0,10,0,KULAVADHU,2018.0,DRAMA/SOAP,Colors Kannada,46.045918367346935,2.84,6.17
GWMG1cHlEOM,KANNADA,0,0,11,11,0,0,7,4,1461,956,PAARU,2020.0,DRAMA/SOAP,Zee Kannada,50.74958356468628,3.36,6.62
GZwW3xU1iaY,KANNADA,0,0,10,10,0,0,5,5,1496,1042,PUTTAKKANA MAKKALU,2021.0,DRAMA/SOAP,Zee Kannada,56.21890547263681,5.11,9.08
H472YZC3Kng,KANNADA,0,0,6,6,0,0,5,1,1314,823,NAAGINI,2019.0,DRAMA/SOAP,Zee Kannada,43.2146829810901,3.98,9.22
HCBLVl7lFvg,KANNADA,0,0,9,9,0,0,6,3,1809,1271,NAAGINI 2,2020.0,DRAMA/SOAP,Zee Kannada,47.13340683572216,3.71,7.88
HVyG5yDMmp0,KANNADA,1,0,9,9,0,0,6,3,1410,964,JEEVANADI,2018.0,DRAMA/SOAP,Udaya TV,36.25209146681539,3.35,9.24
HbXm-8wEejk,KANNADA,0,0,25,25,0,0,20,5,1567,1053,SATHYA,2020.0,DRAMA/SOAP,Zee Kannada,53.60158966716344,4.23,7.89
HtM1wqE9Ahg,KANNADA,0,0,10,10,0,0,6,4,1587,1060,JOTHE JOTHEYALI,2020.0,DRAMA/SOAP,Zee Kannada,49.840425531914896,3.84,7.71
HwbhnTOR758,KANNADA,1,0,8,8,0,0,3,5,1561,1129,YAARE NEE MOHINI,2018.0,DRAMA/SOAP,Zee Kannada,45.06578947368421,2.75,6.12
IHyk5L1h66U,KANNADA,0,0,10,10,0,0,5,5,2172,1601,YAARE NEE MOHINI,2020.0,DRAMA/SOAP,Zee Kannada,46.02556976097832,3.59,7.8
IOtjeDfkvy8,KANNADA,0,0,7,7,0,0,3,4,867,620,AGNISAKSHI,2018.0,DRAMA/SOAP,Colors Kannada,59.96387718242023,4.51,7.53
IRqR59eU9wg,KANNADA,0,0,10,10,0,0,5,5,1338,923,PUTTAKKANA MAKKALU,2022.0,DRAMA/SOAP,Zee Kannada,57.0655116404981,4.26,7.47
IZpv9bXmyJc,KANNADA,0,0,10,10,0,0,6,4,1317,872,JOTHE JOTHEYALI,2021.0,DRAMA/SOAP,Zee Kannada,52.015461071231364,3.39,6.51
J-u-Tea-Gpo,KANNADA,0,0,53,53,0,0,47,6,1020,679,NAAGINI,2019.0,DRAMA/SOAP,Zee Kannada,43.2146829810901,3.98,9.22
J4oE_6_4_qs,KANNADA,0,0,9,9,0,0,6,3,1209,785,NAAGINI,2019.0,DRAMA/SOAP,Zee Kannada,43.2146829810901,3.98,9.22
JtCXFj3KC_M,KANNADA,1,0,10,10,0,0,2,8,1058,717,PAARU,2022.0,DRAMA/SOAP,Zee Kannada,51.20128136679124,3.66,7.14
K_iI7U5ie4s,KANNADA,0,0,10,10,0,0,7,3,1436,957,JEEVANADI,2018.0,DRAMA/SOAP,Udaya TV,36.25209146681539,3.35,9.24
KjdFg8rp-BM,KANNADA,0,0,10,10,0,0,8,2,298,221,MANGALA GOWRI MADUVE,2018.0,DRAMA/SOAP,Colors Kannada,55.520702634880806,4.72,8.51
Ksi3BaDlxmQ,KANNADA,1,0,9,9,0,0,5,4,1137,772,PAARU,2021.0,DRAMA/SOAP,Zee Kannada,51.01713062098501,4.07,7.98
L2rM2B1rYUU,KANNADA,0,0,12,12,0,0,6,6,1589,1126,HITLER KALYANA,2022.0,DRAMA/SOAP,Zee Kannada,54.99726925177499,3.74,6.8
LIlcPKwOKPU,KANNADA,0,0,0,0,0,0,0,0,902,637,GATTIMELA,2019.0,DRAMA/SOAP,Zee Kannada,47.28317659352142,4.05,8.56
LR0U55ngsnI,KANNADA,1,0,12,12,0,0,4,8,1532,1035,JEEVANADI,2018.0,DRAMA/SOAP,Udaya TV,36.25209146681539,3.35,9.24
LlcdJsou6FQ,KANNADA,0,0,6,6,0,0,5,1,1026,712,SATHYA,2021.0,DRAMA/SOAP,Zee Kannada,51.84404636459431,4.07,7.85
LxJ8rnykPBs,KANNADA,1,0,20,20,0,0,14,6,1578,1161,GATTIMELA,2022.0,DRAMA/SOAP,Zee Kannada,56.993190151911996,5.55,9.74
M1BXAsbVQYM,KANNADA,0,0,12,12,0,0,9,3,1024,682,JOTHE JOTHEYALI,2022.0,DRAMA/SOAP,Zee Kannada,51.15233277121979,4.18,8.17
MEGEWlywZTY,KANNADA,1,0,9,9,0,0,3,6,1621,1082,BRAHMAGANTU,2019.0,DRAMA/SOAP,Zee Kannada,43.59255202628697,2.93,6.74
MKzb1ZdkD8w,KANNADA,0,0,11,11,0,0,3,8,1074,695,HITLER KALYANA,2021.0,DRAMA/SOAP,Zee Kannada,52.882072977260705,4.32,8.16
MSAWK2eAgt0,KANNADA,0,0,11,11,0,0,9,2,1588,1098,NAAGINI 2,2022.0,DRAMA/SOAP,Zee Kannada,52.89855072463768,4.77,9.01
N7EylvcApcQ,KANNADA,0,0,12,12,0,0,8,4,1116,789,PAARU,2018.0,DRAMA/SOAP,Zee Kannada,51.49171270718232,3.36,6.52
NG2BvaBZV4Q,KANNADA,1,0,11,11,0,0,9,2,1556,1037,SATHYA,2021.0,DRAMA/SOAP,Zee Kannada,51.84404636459431,4.07,7.85
NZ_YDAX1CrY,KANNADA,1,0,0,0,0,0,0,0,1876,1337,GATTIMELA,2020.0,DRAMA/SOAP,Zee Kannada,55.55555555555556,4.46,8.03
NtNgU5rZkcI,KANNADA,1,0,11,11,0,0,5,6,2407,1862,BRAHMAGANTU,2020.0,DRAMA/SOAP,Zee Kannada,49.8065229408513,3.21,6.44
OayWLzwTKug,KANNADA,0,0,11,11,0,0,5,6,1739,1302,GATTIMELA,2022.0,DRAMA/SOAP,Zee Kannada,56.993190151911996,5.55,9.74
OgDUBkxy0iE,KANNADA,0,0,9,9,0,0,7,2,1160,742,JOTHE JOTHEYALI,2019.0,DRAMA/SOAP,Zee Kannada,53.71604305484367,4.64,8.63
On3d_t-uhnU,KANNADA,0,0,25,25,0,0,19,6,1374,915,NAAGINI,2020.0,DRAMA/SOAP,Zee Kannada,43.82816748232735,4.67,10.67
OycFBV7qVxg,KANNADA,0,0,4,4,0,0,3,1,1549,1012,NAAGINI 2,2022.0,DRAMA/SOAP,Zee Kannada,52.89855072463768,4.77,9.01
PHi74pX-vWw,KANNADA,1,0,10,10,0,0,5,5,1189,829,PUNARVIVAHA,2021.0,DRAMA/SOAP,Zee Kannada,52.426160337552744,3.18,6.07
PrfphKfynMk,KANNADA,1,0,11,11,0,0,7,4,1069,697,KAMALI,2018.0,DRAMA/SOAP,Zee Kannada,52.797783933518005,4.39,8.32
Pvzxoeb11JA,KANNADA,1,0,10,10,0,0,4,6,1520,978,PAARU,2020.0,DRAMA/SOAP,Zee Kannada,50.74958356468628,3.36,6.62
QT6bcjUSzZo,KANNADA,0,0,9,9,0,0,6,3,1538,1039,KAMALI,2020.0,DRAMA/SOAP,Zee Kannada,45.49426542872747,3.16,6.95
QsYWBrZkN-Q,KANNADA,0,0,0,0,0,0,0,0,1415,910,SHANI,2018.0,MYTHOLOGICAL/COSTUME DRAMAS,Colors Kannada,42.82253179890975,2.9,6.78
RLIa03cjgBU,KANNADA,1,0,16,16,0,0,8,8,1699,1180,HITLER KALYANA,2021.0,DRAMA/SOAP,Zee Kannada,52.882072977260705,4.32,8.16
RO8c3fXN_pc,KANNADA,0,0,1,1,0,0,1,0,1344,903,JOTHE JOTHEYALI,2020.0,DRAMA/SOAP,Zee Kannada,49.840425531914896,3.84,7.71
RangK-0KpAk,KANNADA,0,0,16,16,0,0,11,5,1499,1039,JOTHE JOTHEYALI,2020.0,DRAMA/SOAP,Zee Kannada,49.840425531914896,3.84,7.71
ReDIV7Z5vgA,KANNADA,0,0,10,10,0,0,5,5,1486,1006,JEEVANADI,2019.0,DRAMA/SOAP,Udaya TV,38.45730027548209,3.29,8.54
SdQRzTUTWMA,KANNADA,0,0,9,9,0,0,0,9,849,599,AGNISAKSHI,2018.0,DRAMA/SOAP,Colors Kannada,59.96387718242023,4.51,7.53
SevbFZvNgGQ,KANNADA,1,0,13,13,0,0,11,2,1937,1395,MAHANAYAKA DR B R AMBEDKAR,2020.0,DRAMA/SOAP,Zee Kannada,33.15696649029982,3.13,9.43
SmOHSzy_vxA,KANNADA,0,0,13,13,0,0,5,8,1142,782,PUTTAKKANA MAKKALU,2021.0,DRAMA/SOAP,Zee Kannada,56.21890547263681,5.11,9.08
T1nfwZy7-Uw,KANNADA,2,0,13,13,0,0,7,6,1328,900,PUTTAKKANA MAKKALU,2022.0,DRAMA/SOAP,Zee Kannada,57.0655116404981,4.26,7.47
TQ6UZfqtROg,KANNADA,0,0,36,36,0,0,24,12,1322,902,SATHYA,2022.0,DRAMA/SOAP,Zee Kannada,55.1819184123484,4.27,7.74
TSegN-s_QAM,KANNADA,0,0,16,16,0,0,7,9,1280,877,HITLER KALYANA,2022.0,DRAMA/SOAP,Zee Kannada,54.99726925177499,3.74,6.8
U8n81Nx_L7w,KANNADA,0,0,9,9,0,0,5,4,1739,1238,GATTIMELA,2020.0,DRAMA/SOAP,Zee Kannada,55.55555555555556,4.46,8.03
